,obj1,obj2,correlation,zscore
90,OBJ (6).png,OBJ (38).png,0.9995975154348962,0.9997516900040111
91,OBJ (25).png,OBJ (38).png,0.998932458329579,0.5419024705114206
92,OBJ (1).png,OBJ (38).png,0.9981641971243402,0.013003838540178852
94,OBJ (12).png,OBJ (38).png,0.9986127788347132,0.32182361406152316
95,OBJ (21).png,OBJ (38).png,0.9990142021160192,0.5981778317109255
96,OBJ (19).png,OBJ (38).png,0.9992945547848885,0.7911826873815497
97,OBJ (18).png,OBJ (38).png,0.999164707485419,0.701791138535547
98,OBJ (4).png,OBJ (38).png,0.9989479937453054,0.5525976091814104
99,OBJ (41).png,OBJ (38).png,0.9983584320555179,0.1467221477302942
100,OBJ (47).png,OBJ (38).png,0.9988740077803375,0.501663011170017
101,OBJ (46).png,OBJ (38).png,0.9996822383020759,1.0580779574798327
102,OBJ (11).png,OBJ (38).png,0.9997048359325064,1.0736349786322135
103,OBJ (16).png,OBJ (38).png,0.9990495174913216,0.6224902056244366
104,OBJ (44).png,OBJ (38).png,0.9979938707562052,-0.10425495636054112
105,OBJ (27).png,OBJ (38).png,0.9994464610742535,0.8957604378720393
106,OBJ (14).png,OBJ (38).png,0.9984631577385216,0.21881907270216877
107,OBJ (32).png,OBJ (38).png,0.9997542541521706,1.107656257588667
108,OBJ (23).png,OBJ (38).png,0.9991835165192468,0.7147399535900872
109,OBJ (29).png,OBJ (38).png,0.9994430573429863,0.8934171869067052
110,OBJ (7).png,OBJ (38).png,0.9958599808162492,-1.5733015024101638
111,OBJ (8).png,OBJ (38).png,0.9991546725515703,0.6948827293274741
112,OBJ (22).png,OBJ (38).png,0.9977637659519809,-0.2626673756449355
113,OBJ (42).png,OBJ (38).png,0.9991277909727714,0.6763764841142154
114,OBJ (31).png,OBJ (38).png,0.9990059371017832,0.5924878987911848
115,OBJ (45).png,OBJ (38).png,0.9971890069968751,-0.6583521023964606
116,OBJ (20).png,OBJ (38).png,0.9993654375897447,0.8399809584163265
117,OBJ (17).png,OBJ (38).png,0.9994304107471529,0.8847108157014554
118,OBJ (30).png,OBJ (38).png,0.9973264863944896,-0.5637063428205009
119,OBJ (10).png,OBJ (38).png,0.9991404547047827,0.6850946524803759
120,OBJ (6).png,OBJ (12).png,0.9989950003457471,0.5849586427695694
121,OBJ (25).png,OBJ (12).png,0.9992696033503341,0.7740052228531484
122,OBJ (1).png,OBJ (12).png,0.9987374662975758,0.40766294589589097
123,OBJ (38).png,OBJ (12).png,0.9986127788347132,0.32182361406152316
125,OBJ (21).png,OBJ (12).png,0.9987113125734728,0.38965778202103835
126,OBJ (19).png,OBJ (12).png,0.9995152100045837,0.9430896729722341
127,OBJ (18).png,OBJ (12).png,0.9986675976616752,0.3595628652286637
128,OBJ (4).png,OBJ (12).png,0.9965258986602095,-1.114859719492873
129,OBJ (41).png,OBJ (12).png,0.998717757819373,0.3940949209994152
130,OBJ (47).png,OBJ (12).png,0.9967386181556607,-0.9684159717537284
131,OBJ (46).png,OBJ (12).png,0.9984196339634442,0.18885574129918936
132,OBJ (11).png,OBJ (12).png,0.9985273832897532,0.26303425101962513
133,OBJ (16).png,OBJ (12).png,0.9994303550511004,0.884672472536736
134,OBJ (44).png,OBJ (12).png,0.9970367591268168,-0.7631650093157205
135,OBJ (27).png,OBJ (12).png,0.9982269132697781,0.056179887647432286
136,OBJ (14).png,OBJ (12).png,0.9992447365275708,0.7568860081234766
137,OBJ (32).png,OBJ (12).png,0.9992627871799857,0.7693127261502675
138,OBJ (23).png,OBJ (12).png,0.997816978182238,-0.22603416340512097
139,OBJ (29).png,OBJ (12).png,0.9988345921177131,0.47452785206247267
140,OBJ (7).png,OBJ (12).png,0.9943434639969977,-2.6173261981699945
141,OBJ (8).png,OBJ (12).png,0.9993958845662673,0.860941751595296
142,OBJ (22).png,OBJ (12).png,0.9985523226452983,0.2802033999237617
143,OBJ (42).png,OBJ (12).png,0.9982690743094591,0.08520506301450975
144,OBJ (31).png,OBJ (12).png,0.998531433774737,0.26582275049365656
145,OBJ (45).png,OBJ (12).png,0.9986165619043733,0.32442801521340997
146,OBJ (20).png,OBJ (12).png,0.9993701764292635,0.8432433458979921
147,OBJ (17).png,OBJ (12).png,0.9992730452743955,0.7763747671110474
148,OBJ (30).png,OBJ (12).png,0.998764660685059,0.42638453985259883
149,OBJ (10).png,OBJ (12).png,0.998603524543899,0.31545262758175696
150,OBJ (6).png,OBJ (21).png,0.998738643384911,0.40847329513269903
151,OBJ (25).png,OBJ (21).png,0.999101983634834,0.6586097849280536
152,OBJ (1).png,OBJ (21).png,0.9973412045511739,-0.5535738346548099
153,OBJ (38).png,OBJ (21).png,0.9990142021160193,0.598177831711002
154,OBJ (12).png,OBJ (21).png,0.9987113125734728,0.38965778202103835
156,OBJ (19).png,OBJ (21).png,0.9991668117549201,0.7032397933066543
157,OBJ (18).png,OBJ (21).png,0.998113852810514,-0.02165499692964659
158,OBJ (4).png,OBJ (21).png,0.9983755754075256,0.15852424754019465
159,OBJ (41).png,OBJ (21).png,0.9989784958998433,0.5735963888897658
160,OBJ (47).png,OBJ (21).png,0.9980608937096279,-0.05811394581068282
161,OBJ (46).png,OBJ (21).png,0.9989905202895766,0.5818744110479013
162,OBJ (11).png,OBJ (21).png,0.9994668230409343,0.9097783477290792
163,OBJ (16).png,OBJ (21).png,0.9987997250965844,0.450524141280118
164,OBJ (44).png,OBJ (21).png,0.9958515912466066,-1.5790771837494222
165,OBJ (27).png,OBJ (21).png,0.9986414903542589,0.34158965626950755
166,OBJ (14).png,OBJ (21).png,0.9980233663221151,-0.08394914844964148
167,OBJ (32).png,OBJ (21).png,0.9991962633356324,0.7235153202263018
168,OBJ (23).png,OBJ (21).png,0.9991938287793788,0.7218392841812658
169,OBJ (29).png,OBJ (21).png,0.9991939375437179,0.7219141614622738
170,OBJ (7).png,OBJ (21).png,0.9928567443034916,-3.6408374813874125
171,OBJ (8).png,OBJ (21).png,0.999468853193383,0.9111759776568852
172,OBJ (22).png,OBJ (21).png,0.9989002057899434,0.5196986627771109
173,OBJ (42).png,OBJ (21).png,0.9974430450727279,-0.4834631585438484
174,OBJ (31).png,OBJ (21).png,0.9985587202031669,0.2846077087468967
175,OBJ (45).png,OBJ (21).png,0.9980513133656257,-0.06470939902638405
176,OBJ (20).png,OBJ (21).png,0.9987136194178444,0.39124589661540926
177,OBJ (17).png,OBJ (21).png,0.9989775945367357,0.5729758581233199
178,OBJ (30).png,OBJ (21).png,0.998415681087872,0.18613443965304002
179,OBJ (10).png,OBJ (21).png,0.9982263203931742,0.055771730079922845
180,OBJ (6).png,OBJ (19).png,0.9994918744301687,0.9270246246525323
181,OBJ (25).png,OBJ (19).png,0.9993559484414062,0.8334482875739079
182,OBJ (1).png,OBJ (19).png,0.998898131745817,0.5182708162404854
183,OBJ (38).png,OBJ (19).png,0.9992945547848887,0.7911826873817026
184,OBJ (12).png,OBJ (19).png,0.9995152100045837,0.9430896729722341
185,OBJ (21).png,OBJ (19).png,0.9991668117549201,0.7032397933066543
187,OBJ (18).png,OBJ (19).png,0.9988794425552204,0.5054045055745764
188,OBJ (4).png,OBJ (19).png,0.9974503336574649,-0.47844543479290963
189,OBJ (41).png,OBJ (19).png,0.9987437732344775,0.41200486798763525
190,OBJ (47).png,OBJ (19).png,0.9972925368664869,-0.5870784183519381
191,OBJ (46).png,OBJ (19).png,0.9991290805168426,0.6772642526107495
192,OBJ (11).png,OBJ (19).png,0.9991171762614314,0.6690689352386289
193,OBJ (16).png,OBJ (19).png,0.9997000853073736,1.070364477510237
194,OBJ (44).png,OBJ (19).png,0.9976429540403434,-0.3458386386934696
195,OBJ (27).png,OBJ (19).png,0.9992362147502764,0.751019310283881
196,OBJ (14).png,OBJ (19).png,0.9992270570338279,0.7447148090692407
197,OBJ (32).png,OBJ (19).png,0.9995939408362591,0.9972908077986994
198,OBJ (23).png,OBJ (19).png,0.9984693482090569,0.22308081516039685
199,OBJ (29).png,OBJ (19).png,0.9993925389945326,0.8586385397429327
200,OBJ (7).png,OBJ (19).png,0.9949366627162011,-2.208946874921133
201,OBJ (8).png,OBJ (19).png,0.9995551344729193,0.9705751122224874
202,OBJ (22).png,OBJ (19).png,0.9984083258840916,0.18107085295773614
203,OBJ (42).png,OBJ (19).png,0.9988733987381875,0.5012437246594194
204,OBJ (31).png,OBJ (19).png,0.9986119972909073,0.32128557120976325
205,OBJ (45).png,OBJ (19).png,0.9985296168406789,0.2645719077709519
206,OBJ (20).png,OBJ (19).png,0.9994693551504664,0.9115215429580312
207,OBJ (17).png,OBJ (19).png,0.9996371594715608,1.0270440700106898
208,OBJ (30).png,OBJ (19).png,0.9981449424664459,-0.0002517601415409673
209,OBJ (10).png,OBJ (19).png,0.999079857374076,0.6433772716034636
210,OBJ (6).png,OBJ (18).png,0.9995893986620382,0.9941638117780695
211,OBJ (25).png,OBJ (18).png,0.9986789771696691,0.36739692761452963
212,OBJ (1).png,OBJ (18).png,0.9989368471023142,0.5449238594347035
213,OBJ (38).png,OBJ (18).png,0.9991647074854189,0.7017911385354706
214,OBJ (12).png,OBJ (18).png,0.9986675976616752,0.3595628652286637
215,OBJ (21).png,OBJ (18).png,0.9981138528105141,-0.02165499692957016
216,OBJ (19).png,OBJ (18).png,0.9988794425552205,0.5054045055746528
218,OBJ (4).png,OBJ (18).png,0.9982058571704588,0.041684111928632396
219,OBJ (41).png,OBJ (18).png,0.9973487555486631,-0.5483754565318394
220,OBJ (47).png,OBJ (18).png,0.9986910517125387,0.3757094769946605
221,OBJ (46).png,OBJ (18).png,0.9990403583382839,0.6161847154100837
222,OBJ (11).png,OBJ (18).png,0.998962658005626,0.5626930131528018
223,OBJ (16).png,OBJ (18).png,0.9989100745593834,0.5264926784327926
224,OBJ (44).png,OBJ (18).png,0.9987811231811637,0.43771791398273624
225,OBJ (27).png,OBJ (18).png,0.9984348468995049,0.19932887337442998
226,OBJ (14).png,OBJ (18).png,0.9985255151100179,0.26174812893046157
227,OBJ (32).png,OBJ (18).png,0.9992963891131312,0.7924455048862711
228,OBJ (23).png,OBJ (18).png,0.9986766930602246,0.3658244645612411
229,OBJ (29).png,OBJ (18).png,0.9984411191705245,0.20364693022668529
230,OBJ (7).png,OBJ (18).png,0.9966947272049725,-0.9986320800468119
231,OBJ (8).png,OBJ (18).png,0.9985534774112416,0.280998382311913
232,OBJ (22).png,OBJ (18).png,0.9967874925650416,-0.9347690713457437
233,OBJ (42).png,OBJ (18).png,0.9989583871788845,0.5597528224916664
234,OBJ (31).png,OBJ (18).png,0.999181286230081,0.7132045423515069
235,OBJ (45).png,OBJ (18).png,0.9970298387093739,-0.7679292734660511
236,OBJ (20).png,OBJ (18).png,0.9996669904534086,1.0475807903110674
237,OBJ (17).png,OBJ (18).png,0.9992436411925775,0.7561319401377515
238,OBJ (30).png,OBJ (18).png,0.9968292924722366,-0.9059925125644281
239,OBJ (10).png,OBJ (18).png,0.9990753857200955,0.6402988242514037
240,OBJ (6).png,OBJ (4).png,0.9983285525380861,0.12615201378900742
241,OBJ (25).png,OBJ (4).png,0.9974050958236458,-0.5095887858526031
242,OBJ (1).png,OBJ (4).png,0.9958987879961643,-1.5465852446741168
243,OBJ (38).png,OBJ (4).png,0.9989479937453055,0.5525976091814869
244,OBJ (12).png,OBJ (4).png,0.9965258986602094,-1.1148597194929495
245,OBJ (21).png,OBJ (4).png,0.9983755754075255,0.15852424754011823
246,OBJ (19).png,OBJ (4).png,0.9974503336574648,-0.47844543479298607
247,OBJ (18).png,OBJ (4).png,0.9982058571704588,0.041684111928632396
249,OBJ (41).png,OBJ (4).png,0.9973411510970498,-0.5536106343954856
250,OBJ (47).png,OBJ (4).png,0.9993059280231652,0.7990124334687115
251,OBJ (46).png,OBJ (4).png,0.9991568289149085,0.6963672473687892
252,OBJ (11).png,OBJ (4).png,0.9993265254151863,0.8131924185933619
253,OBJ (16).png,OBJ (4).png,0.9968836743336967,-0.8685540841572994
254,OBJ (44).png,OBJ (4).png,0.9963036866037781,-1.2678384874596047
255,OBJ (27).png,OBJ (4).png,0.9982091331295521,0.04393939993612531
256,OBJ (14).png,OBJ (4).png,0.9959716841239254,-1.4964009297744643
257,OBJ (32).png,OBJ (4).png,0.9985013172094943,0.24508942431774675
258,OBJ (23).png,OBJ (4).png,0.999399580208376,0.8634859644779209
259,OBJ (29).png,OBJ (4).png,0.9983181572564082,0.11899552818111042
260,OBJ (7).png,OBJ (4).png,0.9938487981016402,-2.9578719833188227
261,OBJ (8).png,OBJ (4).png,0.9979456694438695,-0.1374384725653049
262,OBJ (22).png,OBJ (4).png,0.9966582417943249,-1.0237499483536314
263,OBJ (42).png,OBJ (4).png,0.9973735008731991,-0.5313398855495609
264,OBJ (31).png,OBJ (4).png,0.998357263375744,0.14591758656101517
265,OBJ (45).png,OBJ (4).png,0.9951260083067289,-2.0785945636016425
266,OBJ (20).png,OBJ (4).png,0.997910223839564,-0.16184050080618834
267,OBJ (17).png,OBJ (4).png,0.997942421824434,-0.13967425053363067
268,OBJ (30).png,OBJ (4).png,0.9959662578765326,-1.5001365535483195
269,OBJ (10).png,OBJ (4).png,0.9976262769565776,-0.3573197426837272
270,OBJ (6).png,OBJ (41).png,0.9980294642940094,-0.07975108538109764
271,OBJ (25).png,OBJ (41).png,0.9982894496320012,0.09923216752660353
272,OBJ (1).png,OBJ (41).png,0.9970401304826864,-0.7608440467379499
273,OBJ (38).png,OBJ (41).png,0.9983584320555179,0.1467221477302942
274,OBJ (12).png,OBJ (41).png,0.9987177578193731,0.3940949209994916
275,OBJ (21).png,OBJ (41).png,0.9989784958998433,0.5735963888897658
276,OBJ (19).png,OBJ (41).png,0.9987437732344776,0.41200486798771163
277,OBJ (18).png,OBJ (41).png,0.9973487555486632,-0.548375456531763
278,OBJ (4).png,OBJ (41).png,0.9973411510970497,-0.553610634395562
280,OBJ (47).png,OBJ (41).png,0.9964922572058358,-1.1380197060631072
281,OBJ (46).png,OBJ (41).png,0.9987045580988207,0.3850077588534142
282,OBJ (11).png,OBJ (41).png,0.9986871861164289,0.3730482616680681
283,OBJ (16).png,OBJ (41).png,0.9982145800657614,0.04768926663496035
284,OBJ (44).png,OBJ (41).png,0.9942487709977219,-2.6825162629978148
285,OBJ (27).png,OBJ (41).png,0.9979344258361283,-0.14517897633171045
286,OBJ (14).png,OBJ (41).png,0.9977050013661511,-0.3031230290630444
287,OBJ (32).png,OBJ (41).png,0.9987331681161745,0.40470392330360205
288,OBJ (23).png,OBJ (41).png,0.9981435122958122,-0.0012363410190999304
289,OBJ (29).png,OBJ (41).png,0.9989094793711346,0.5260829294458493
290,OBJ (7).png,OBJ (41).png,0.9908361021805523,-5.031920159047695
291,OBJ (8).png,OBJ (41).png,0.9994222870962494,0.8791182023816788
292,OBJ (22).png,OBJ (41).png,0.999821111645599,1.1536833595302647
293,OBJ (42).png,OBJ (41).png,0.996686144179384,-1.004540943413888
294,OBJ (31).png,OBJ (41).png,0.9977934679382899,-0.24221946051066678
295,OBJ (45).png,OBJ (41).png,0.9982889507052571,0.09888868842005477
296,OBJ (20).png,OBJ (41).png,0.9979922736756194,-0.1053544440493727
297,OBJ (17).png,OBJ (41).png,0.9984703512214018,0.2237713249160386
298,OBJ (30).png,OBJ (41).png,0.9989254835927659,0.5371008109538963
299,OBJ (10).png,OBJ (41).png,0.9978606969512778,-0.19593659114855685
300,OBJ (6).png,OBJ (47).png,0.9984573086064484,0.21479231991209732
301,OBJ (25).png,OBJ (47).png,0.9975720933841264,-0.39462166180875924
302,OBJ (1).png,OBJ (47).png,0.9962873108185272,-1.2791121667207894
303,OBJ (38).png,OBJ (47).png,0.9988740077803374,0.5016630111699406
304,OBJ (12).png,OBJ (47).png,0.9967386181556607,-0.9684159717537284
305,OBJ (21).png,OBJ (47).png,0.9980608937096278,-0.05811394581075925
306,OBJ (19).png,OBJ (47).png,0.9972925368664868,-0.5870784183520146
307,OBJ (18).png,OBJ (47).png,0.9986910517125388,0.37570947699473695
308,OBJ (4).png,OBJ (47).png,0.9993059280231652,0.7990124334687115
309,OBJ (41).png,OBJ (47).png,0.9964922572058359,-1.1380197060630306
311,OBJ (46).png,OBJ (47).png,0.9987296892058644,0.40230891638245553
312,OBJ (11).png,OBJ (47).png,0.999145657955976,0.6886767576539063
313,OBJ (16).png,OBJ (47).png,0.997089746482676,-0.7266866086954351
314,OBJ (44).png,OBJ (47).png,0.9971286252247792,-0.6999210849765298
315,OBJ (27).png,OBJ (47).png,0.9976502690287299,-0.340802737721112
316,OBJ (14).png,OBJ (47).png,0.996302316817201,-1.2687814977818186
317,OBJ (32).png,OBJ (47).png,0.9984610323103706,0.21735585155588294
318,OBJ (23).png,OBJ (47).png,0.9992141908735188,0.735857281785846
319,OBJ (29).png,OBJ (47).png,0.9977802156536792,-0.251342809644127
320,OBJ (7).png,OBJ (47).png,0.995255241453422,-1.9896258196051506
321,OBJ (8).png,OBJ (47).png,0.997497985839921,-0.44563995933795536
322,OBJ (22).png,OBJ (47).png,0.9958850162447116,-1.5560662134559562
323,OBJ (42).png,OBJ (47).png,0.9975784155526951,-0.39026925368993753
324,OBJ (31).png,OBJ (47).png,0.9988331459261577,0.47353224180647774
325,OBJ (45).png,OBJ (47).png,0.9947526307648467,-2.335641086013176
326,OBJ (20).png,OBJ (47).png,0.998263839972546,0.08160155731390602
327,OBJ (17).png,OBJ (47).png,0.9980184311766586,-0.08734667999585694
328,OBJ (30).png,OBJ (47).png,0.9954975759256083,-1.8227940572503862
329,OBJ (10).png,OBJ (47).png,0.9979614034444348,-0.12660662095326933
330,OBJ (6).png,OBJ (46).png,0.999453542215626,0.9006353501533909
331,OBJ (25).png,OBJ (46).png,0.9985930659314637,0.3082525428037722
332,OBJ (1).png,OBJ (46).png,0.9978816910809672,-0.18148347755063574
333,OBJ (38).png,OBJ (46).png,0.9996822383020758,1.0580779574797563
334,OBJ (12).png,OBJ (46).png,0.9984196339634442,0.18885574129918936
335,OBJ (21).png,OBJ (46).png,0.9989905202895767,0.5818744110479778
336,OBJ (19).png,OBJ (46).png,0.9991290805168426,0.6772642526107495
337,OBJ (18).png,OBJ (46).png,0.9990403583382839,0.6161847154100837
338,OBJ (4).png,OBJ (46).png,0.9991568289149085,0.6963672473687892
339,OBJ (41).png,OBJ (46).png,0.9987045580988207,0.3850077588534142
340,OBJ (47).png,OBJ (46).png,0.9987296892058644,0.40230891638245553
342,OBJ (11).png,OBJ (46).png,0.9996576746450223,1.0411674529232111
343,OBJ (16).png,OBJ (46).png,0.9986760977523571,0.36541463322452017
344,OBJ (44).png,OBJ (46).png,0.997279542975059,-0.5960238803293265
345,OBJ (27).png,OBJ (46).png,0.9992366516167713,0.7513200648839742
346,OBJ (14).png,OBJ (46).png,0.9979662396365742,-0.12327721242789998
347,OBJ (32).png,OBJ (46).png,0.9994684344443415,0.9108876957631129
348,OBJ (23).png,OBJ (46).png,0.999211565079523,0.7340495908042598
349,OBJ (29).png,OBJ (46).png,0.9992586103578677,0.7664372516512733
350,OBJ (7).png,OBJ (46).png,0.9945536773317653,-2.472607781539647
351,OBJ (8).png,OBJ (46).png,0.9991819195640066,0.7136405521936884
352,OBJ (22).png,OBJ (46).png,0.9981389082391644,-0.004405939127065799
353,OBJ (42).png,OBJ (46).png,0.9985647474183987,0.28875706038531845
354,OBJ (31).png,OBJ (46).png,0.9987948433650864,0.44716338182310184
355,OBJ (45).png,OBJ (46).png,0.9972517800457648,-0.615136878907334
356,OBJ (20).png,OBJ (46).png,0.9990496572428196,0.6225864155795493
357,OBJ (17).png,OBJ (46).png,0.9991140786023568,0.6669363953736887
358,OBJ (30).png,OBJ (46).png,0.9976096786972423,-0.36874658110233627
359,OBJ (10).png,OBJ (46).png,0.9987968316922299,0.4485322177072136
360,OBJ (6).png,OBJ (11).png,0.9993616448517398,0.8373699012283171
361,OBJ (25).png,OBJ (11).png,0.998999333042268,0.5879414268110131
362,OBJ (1).png,OBJ (11).png,0.9975431146202134,-0.4145716846464606
363,OBJ (38).png,OBJ (11).png,0.9997048359325064,1.0736349786322135
364,OBJ (12).png,OBJ (11).png,0.9985273832897533,0.2630342510197015
365,OBJ (21).png,OBJ (11).png,0.9994668230409344,0.9097783477291557
366,OBJ (19).png,OBJ (11).png,0.9991171762614313,0.6690689352385525
367,OBJ (18).png,OBJ (11).png,0.9989626580056259,0.5626930131527255
368,OBJ (4).png,OBJ (11).png,0.9993265254151862,0.8131924185932855
369,OBJ (41).png,OBJ (11).png,0.9986871861164289,0.3730482616680681
370,OBJ (47).png,OBJ (11).png,0.999145657955976,0.6886767576539063
371,OBJ (46).png,OBJ (11).png,0.9996576746450223,1.0411674529232111
373,OBJ (16).png,OBJ (11).png,0.9987070303387089,0.386709737667164
374,OBJ (44).png,OBJ (11).png,0.997225131212157,-0.6334828939640499
375,OBJ (27).png,OBJ (11).png,0.9991747158219644,0.7086812372039148
376,OBJ (14).png,OBJ (11).png,0.9978963448006581,-0.17139533012765737
377,OBJ (32).png,OBJ (11).png,0.9996006281334595,1.0018945835936734
378,OBJ (23).png,OBJ (11).png,0.9996217058216713,1.0164052218822142
