airplane,1
apple,4
bear,6
bicycle,7
bird,8
butterfly,10
cat,11
chair,12
cow,14
dog,16
duck,17
elephant,18
fish,19
flower,20
foot,21
fork,22
frog,23
hand,25
guitar,27
key,29
kite,30
lamp,31
leaf,32
rabbit,38
spoon,41
squirrel,42
tree,44
truck,45
turtle,46
umbrella,47
