model,layer,classifier,train_ims,condition,animacy,obj1,obj2,acc
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,apple,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,bicycle,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,chair,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,flower,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,fork,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,guitar,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,key,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,kite,0.525
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,lamp,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,leaf,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,spoon,0.525
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,tree,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,truck,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,airplane,umbrella,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,apple,bicycle,0.525
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,apple,chair,0.475
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,apple,flower,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,apple,fork,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,apple,guitar,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,apple,key,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,apple,kite,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,apple,lamp,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,apple,leaf,0.5
vonenet_ff_ecoset_imagenet_sketch,vone_block.output,KNN,150,IC,inam,apple,spoon,0.5
