model,classifier,train_ims,condition,animacy,obj1,obj2,acc
SayCam,logistic,250,Pert,inam,airplane,apple,1.0
SayCam,logistic,250,Pert,inam,airplane,bike,0.825
SayCam,logistic,250,Pert,inam,airplane,chair,0.325
SayCam,logistic,250,Pert,inam,airplane,flower,0.525
SayCam,logistic,250,Pert,inam,airplane,fork,0.5
SayCam,logistic,250,Pert,inam,airplane,guitar,0.15
SayCam,logistic,250,Pert,inam,airplane,key,0.75
SayCam,logistic,250,Pert,inam,airplane,kite,0.5
SayCam,logistic,250,Pert,inam,airplane,lamp,0.975
SayCam,logistic,250,Pert,inam,airplane,leaf,0.35
SayCam,logistic,250,Pert,inam,airplane,spoon,0.95
SayCam,logistic,250,Pert,inam,airplane,tree,0.825
SayCam,logistic,250,Pert,inam,airplane,truck,0.775
SayCam,logistic,250,Pert,inam,airplane,umbrella,0.85
SayCam,logistic,250,Pert,inam,apple,airplane,1.0
SayCam,logistic,250,Pert,inam,apple,bike,0.45
SayCam,logistic,250,Pert,inam,apple,chair,0.575
SayCam,logistic,250,Pert,inam,apple,flower,0.825
SayCam,logistic,250,Pert,inam,apple,fork,0.675
SayCam,logistic,250,Pert,inam,apple,guitar,0.8
SayCam,logistic,250,Pert,inam,apple,key,0.85
SayCam,logistic,250,Pert,inam,apple,kite,0.85
SayCam,logistic,250,Pert,inam,apple,lamp,0.925
SayCam,logistic,250,Pert,inam,apple,leaf,0.575
SayCam,logistic,250,Pert,inam,apple,spoon,0.525
SayCam,logistic,250,Pert,inam,apple,tree,0.95
SayCam,logistic,250,Pert,inam,apple,truck,1.0
SayCam,logistic,250,Pert,inam,apple,umbrella,0.775
SayCam,logistic,250,Pert,inam,bike,airplane,0.9
SayCam,logistic,250,Pert,inam,bike,apple,0.475
SayCam,logistic,250,Pert,inam,bike,chair,0.35
SayCam,logistic,250,Pert,inam,bike,flower,0.85
SayCam,logistic,250,Pert,inam,bike,fork,0.5
SayCam,logistic,250,Pert,inam,bike,guitar,0.175
SayCam,logistic,250,Pert,inam,bike,key,0.45
SayCam,logistic,250,Pert,inam,bike,kite,1.0
SayCam,logistic,250,Pert,inam,bike,lamp,0.725
SayCam,logistic,250,Pert,inam,bike,leaf,0.525
SayCam,logistic,250,Pert,inam,bike,spoon,0.5
SayCam,logistic,250,Pert,inam,bike,tree,1.0
SayCam,logistic,250,Pert,inam,bike,truck,0.95
SayCam,logistic,250,Pert,inam,bike,umbrella,0.6
SayCam,logistic,250,Pert,inam,chair,airplane,0.425
