model,layer,classifier,train_ims,condition,animacy,obj1,obj2,acc
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,apple,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,bicycle,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,chair,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,flower,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,fork,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,guitar,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,key,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,kite,0.6
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,lamp,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,leaf,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,spoon,0.575
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,tree,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,truck,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,airplane,umbrella,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,bicycle,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,chair,0.55
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,flower,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,fork,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,guitar,0.475
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,key,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,kite,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,lamp,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,leaf,0.525
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,spoon,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,tree,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,truck,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,apple,umbrella,0.45
SayCam,layer1.2.relu,KNN,150,Outline,inam,bicycle,chair,0.5
SayCam,layer1.2.relu,KNN,150,Outline,inam,bicycle,flower,0.525
SayCam,layer1.2.relu,KNN,150,Outline,inam,bicycle,fork,0.5
