model,classifier,train_ims,condition,animacy,obj1,obj2,acc
clip,langauge,0,Outline,inam,airplane,apple,1
clip,langauge,0,Outline,inam,airplane,bicycle,1
clip,langauge,0,Outline,inam,airplane,chair,1
clip,langauge,0,Outline,inam,airplane,flower,1
clip,langauge,0,Outline,inam,airplane,fork,1
clip,langauge,0,Outline,inam,airplane,guitar,1
clip,langauge,0,Outline,inam,airplane,key,1
clip,langauge,0,Outline,inam,airplane,kite,1
clip,langauge,0,Outline,inam,airplane,lamp,1
clip,langauge,0,Outline,inam,airplane,leaf,1
clip,langauge,0,Outline,inam,airplane,spoon,1
clip,langauge,0,Outline,inam,airplane,tree,1
clip,langauge,0,Outline,inam,airplane,truck,1
clip,langauge,0,Outline,inam,airplane,umbrella,1
clip,langauge,0,Outline,inam,apple,airplane,1
clip,langauge,0,Outline,inam,apple,bicycle,1
clip,langauge,0,Outline,inam,apple,chair,1
clip,langauge,0,Outline,inam,apple,flower,1
clip,langauge,0,Outline,inam,apple,fork,1
clip,langauge,0,Outline,inam,apple,guitar,1
clip,langauge,0,Outline,inam,apple,key,1
clip,langauge,0,Outline,inam,apple,kite,1
clip,langauge,0,Outline,inam,apple,lamp,1
clip,langauge,0,Outline,inam,apple,leaf,1
clip,langauge,0,Outline,inam,apple,spoon,1
clip,langauge,0,Outline,inam,apple,tree,1
clip,langauge,0,Outline,inam,apple,truck,1
clip,langauge,0,Outline,inam,apple,umbrella,1
clip,langauge,0,Outline,inam,bicycle,airplane,1
clip,langauge,0,Outline,inam,bicycle,apple,1
clip,langauge,0,Outline,inam,bicycle,chair,1
clip,langauge,0,Outline,inam,bicycle,flower,1
clip,langauge,0,Outline,inam,bicycle,fork,1
clip,langauge,0,Outline,inam,bicycle,guitar,1
clip,langauge,0,Outline,inam,bicycle,key,1
clip,langauge,0,Outline,inam,bicycle,kite,1
clip,langauge,0,Outline,inam,bicycle,lamp,1
clip,langauge,0,Outline,inam,bicycle,leaf,1
clip,langauge,0,Outline,inam,bicycle,spoon,1
clip,langauge,0,Outline,inam,bicycle,tree,1
clip,langauge,0,Outline,inam,bicycle,truck,1
clip,langauge,0,Outline,inam,bicycle,umbrella,1
clip,langauge,0,Outline,inam,chair,airplane,1
clip,langauge,0,Outline,inam,chair,apple,1
clip,langauge,0,Outline,inam,chair,bicycle,1
clip,langauge,0,Outline,inam,chair,flower,1
clip,langauge,0,Outline,inam,chair,fork,1
clip,langauge,0,Outline,inam,chair,guitar,1
clip,langauge,0,Outline,inam,chair,key,1
clip,langauge,0,Outline,inam,chair,kite,1
clip,langauge,0,Outline,inam,chair,lamp,1
clip,langauge,0,Outline,inam,chair,leaf,1
clip,langauge,0,Outline,inam,chair,spoon,1
clip,langauge,0,Outline,inam,chair,tree,1
clip,langauge,0,Outline,inam,chair,truck,1
clip,langauge,0,Outline,inam,chair,umbrella,1
clip,langauge,0,Outline,inam,flower,airplane,1
clip,langauge,0,Outline,inam,flower,apple,1
clip,langauge,0,Outline,inam,flower,bicycle,1
clip,langauge,0,Outline,inam,flower,chair,1
clip,langauge,0,Outline,inam,flower,fork,1
clip,langauge,0,Outline,inam,flower,guitar,1
clip,langauge,0,Outline,inam,flower,key,1
clip,langauge,0,Outline,inam,flower,kite,1
clip,langauge,0,Outline,inam,flower,lamp,1
clip,langauge,0,Outline,inam,flower,leaf,1
clip,langauge,0,Outline,inam,flower,spoon,1
clip,langauge,0,Outline,inam,flower,tree,1
clip,langauge,0,Outline,inam,flower,truck,1
clip,langauge,0,Outline,inam,flower,umbrella,1
clip,langauge,0,Outline,inam,fork,airplane,1
clip,langauge,0,Outline,inam,fork,apple,1
clip,langauge,0,Outline,inam,fork,bicycle,1
clip,langauge,0,Outline,inam,fork,chair,1
clip,langauge,0,Outline,inam,fork,flower,1
clip,langauge,0,Outline,inam,fork,guitar,1
clip,langauge,0,Outline,inam,fork,key,1
clip,langauge,0,Outline,inam,fork,kite,1
clip,langauge,0,Outline,inam,fork,lamp,1
clip,langauge,0,Outline,inam,fork,leaf,1
clip,langauge,0,Outline,inam,fork,spoon,1
clip,langauge,0,Outline,inam,fork,tree,1
clip,langauge,0,Outline,inam,fork,truck,1
clip,langauge,0,Outline,inam,fork,umbrella,1
clip,langauge,0,Outline,inam,guitar,airplane,1
clip,langauge,0,Outline,inam,guitar,apple,1
clip,langauge,0,Outline,inam,guitar,bicycle,1
clip,langauge,0,Outline,inam,guitar,chair,1
clip,langauge,0,Outline,inam,guitar,flower,1
clip,langauge,0,Outline,inam,guitar,fork,1
clip,langauge,0,Outline,inam,guitar,key,1
clip,langauge,0,Outline,inam,guitar,kite,1
clip,langauge,0,Outline,inam,guitar,lamp,1
clip,langauge,0,Outline,inam,guitar,leaf,1
clip,langauge,0,Outline,inam,guitar,spoon,1
clip,langauge,0,Outline,inam,guitar,tree,1
clip,langauge,0,Outline,inam,guitar,truck,1
clip,langauge,0,Outline,inam,guitar,umbrella,1
clip,langauge,0,Outline,inam,key,airplane,1
clip,langauge,0,Outline,inam,key,apple,1
clip,langauge,0,Outline,inam,key,bicycle,0
clip,langauge,0,Outline,inam,key,chair,1
clip,langauge,0,Outline,inam,key,flower,1
clip,langauge,0,Outline,inam,key,fork,1
