model,classifier,train_ims,condition,animacy,obj1,obj2,acc
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,apple,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,bicycle,0.7
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,chair,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,flower,0.925
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,fork,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,guitar,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,key,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,kite,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,lamp,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,leaf,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,spoon,0.5
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,tree,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,truck,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,airplane,umbrella,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,airplane,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,bicycle,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,chair,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,flower,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,fork,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,guitar,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,key,0.5
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,kite,0.5
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,lamp,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,leaf,0.675
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,spoon,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,tree,0.575
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,truck,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,apple,umbrella,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,bicycle,airplane,0.55
resnet50_imagenet-sketch,NC,300,Pert,inam,bicycle,apple,1.0
resnet50_imagenet-sketch,NC,300,Pert,inam,bicycle,chair,0.55
resnet50_imagenet-sketch,NC,300,Pert,inam,bicycle,flower,0.55
resnet50_imagenet-sketch,NC,300,Pert,inam,bicycle,fork,0.775
resnet50_imagenet-sketch,NC,300,Pert,inam,bicycle,guitar,0.5
resnet50_imagenet-sketch,NC,300,Pert,inam,bicycle,key,0.5
