model,classifier,train_ims,condition,animacy,obj1,obj2,acc
SayCam,KNN,10,IC_Black,inam,airplane,apple,0.575
SayCam,KNN,10,IC_Black,inam,airplane,bicycle,0.55
SayCam,KNN,10,IC_Black,inam,airplane,chair,0.65
SayCam,KNN,10,IC_Black,inam,airplane,flower,0.55
SayCam,KNN,10,IC_Black,inam,airplane,fork,0.4
SayCam,KNN,10,IC_Black,inam,airplane,guitar,0.5
SayCam,KNN,10,IC_Black,inam,airplane,key,0.5
SayCam,KNN,10,IC_Black,inam,airplane,kite,0.5
SayCam,KNN,10,IC_Black,inam,airplane,lamp,0.55
SayCam,KNN,10,IC_Black,inam,airplane,leaf,0.475
SayCam,KNN,10,IC_Black,inam,airplane,spoon,0.45
SayCam,KNN,10,IC_Black,inam,airplane,tree,0.575
SayCam,KNN,10,IC_Black,inam,airplane,truck,0.35
SayCam,KNN,10,IC_Black,inam,airplane,umbrella,0.475
SayCam,KNN,10,IC_Black,inam,apple,airplane,0.65
SayCam,KNN,10,IC_Black,inam,apple,bicycle,0.65
SayCam,KNN,10,IC_Black,inam,apple,chair,0.6
SayCam,KNN,10,IC_Black,inam,apple,flower,0.625
SayCam,KNN,10,IC_Black,inam,apple,fork,0.675
SayCam,KNN,10,IC_Black,inam,apple,guitar,0.575
SayCam,KNN,10,IC_Black,inam,apple,key,0.6
SayCam,KNN,10,IC_Black,inam,apple,kite,0.55
SayCam,KNN,10,IC_Black,inam,apple,lamp,0.5
SayCam,KNN,10,IC_Black,inam,apple,leaf,0.4
SayCam,KNN,10,IC_Black,inam,apple,spoon,0.475
SayCam,KNN,10,IC_Black,inam,apple,tree,0.65
SayCam,KNN,10,IC_Black,inam,apple,truck,0.575
SayCam,KNN,10,IC_Black,inam,apple,umbrella,0.475
SayCam,KNN,10,IC_Black,inam,bicycle,airplane,0.575
SayCam,KNN,10,IC_Black,inam,bicycle,apple,0.525
SayCam,KNN,10,IC_Black,inam,bicycle,chair,0.525
SayCam,KNN,10,IC_Black,inam,bicycle,flower,0.525
SayCam,KNN,10,IC_Black,inam,bicycle,fork,0.6
SayCam,KNN,10,IC_Black,inam,bicycle,guitar,0.475
SayCam,KNN,10,IC_Black,inam,bicycle,key,0.475
SayCam,KNN,10,IC_Black,inam,bicycle,kite,0.5
SayCam,KNN,10,IC_Black,inam,bicycle,lamp,0.575
SayCam,KNN,10,IC_Black,inam,bicycle,leaf,0.5
SayCam,KNN,10,IC_Black,inam,bicycle,spoon,0.6
