model,classifier,train_ims,condition,animacy,obj1,obj2,acc
ShapeNet,logistic,100,Pert,inam,airplane,apple,1.0
ShapeNet,logistic,100,Pert,inam,airplane,bike,1.0
ShapeNet,logistic,100,Pert,inam,airplane,chair,1.0
ShapeNet,logistic,100,Pert,inam,airplane,flower,0.85
ShapeNet,logistic,100,Pert,inam,airplane,fork,0.55
ShapeNet,logistic,100,Pert,inam,airplane,guitar,0.825
ShapeNet,logistic,100,Pert,inam,airplane,key,0.95
ShapeNet,logistic,100,Pert,inam,airplane,kite,0.8
ShapeNet,logistic,100,Pert,inam,airplane,lamp,1.0
ShapeNet,logistic,100,Pert,inam,airplane,leaf,0.9
ShapeNet,logistic,100,Pert,inam,airplane,spoon,0.7
ShapeNet,logistic,100,Pert,inam,airplane,tree,0.775
ShapeNet,logistic,100,Pert,inam,airplane,truck,0.775
ShapeNet,logistic,100,Pert,inam,airplane,umbrella,0.875
ShapeNet,logistic,100,Pert,inam,apple,airplane,1.0
ShapeNet,logistic,100,Pert,inam,apple,bike,0.875
ShapeNet,logistic,100,Pert,inam,apple,chair,0.975
ShapeNet,logistic,100,Pert,inam,apple,flower,0.825
ShapeNet,logistic,100,Pert,inam,apple,fork,0.65
ShapeNet,logistic,100,Pert,inam,apple,guitar,0.925
ShapeNet,logistic,100,Pert,inam,apple,key,0.875
ShapeNet,logistic,100,Pert,inam,apple,kite,0.95
ShapeNet,logistic,100,Pert,inam,apple,lamp,0.85
ShapeNet,logistic,100,Pert,inam,apple,leaf,0.825
ShapeNet,logistic,100,Pert,inam,apple,spoon,0.775
ShapeNet,logistic,100,Pert,inam,apple,tree,0.65
ShapeNet,logistic,100,Pert,inam,apple,truck,0.95
ShapeNet,logistic,100,Pert,inam,apple,umbrella,0.55
ShapeNet,logistic,100,Pert,inam,bike,airplane,1.0
ShapeNet,logistic,100,Pert,inam,bike,apple,0.925
ShapeNet,logistic,100,Pert,inam,bike,chair,0.85
ShapeNet,logistic,100,Pert,inam,bike,flower,0.975
ShapeNet,logistic,100,Pert,inam,bike,fork,0.925
ShapeNet,logistic,100,Pert,inam,bike,guitar,0.95
ShapeNet,logistic,100,Pert,inam,bike,key,0.725
ShapeNet,logistic,100,Pert,inam,bike,kite,1.0
ShapeNet,logistic,100,Pert,inam,bike,lamp,0.85
ShapeNet,logistic,100,Pert,inam,bike,leaf,1.0
ShapeNet,logistic,100,Pert,inam,bike,spoon,0.9
ShapeNet,logistic,100,Pert,inam,bike,tree,1.0
ShapeNet,logistic,100,Pert,inam,bike,truck,0.975
ShapeNet,logistic,100,Pert,inam,bike,umbrella,0.5
ShapeNet,logistic,100,Pert,inam,chair,airplane,1.0
ShapeNet,logistic,100,Pert,inam,chair,apple,0.975
ShapeNet,logistic,100,Pert,inam,chair,bike,0.825
ShapeNet,logistic,100,Pert,inam,chair,flower,0.975
ShapeNet,logistic,100,Pert,inam,chair,fork,0.625
ShapeNet,logistic,100,Pert,inam,chair,guitar,0.75
ShapeNet,logistic,100,Pert,inam,chair,key,0.9
ShapeNet,logistic,100,Pert,inam,chair,kite,0.875
ShapeNet,logistic,100,Pert,inam,chair,lamp,0.6
ShapeNet,logistic,100,Pert,inam,chair,leaf,0.925
ShapeNet,logistic,100,Pert,inam,chair,spoon,0.75
ShapeNet,logistic,100,Pert,inam,chair,tree,0.875
ShapeNet,logistic,100,Pert,inam,chair,truck,0.65
ShapeNet,logistic,100,Pert,inam,chair,umbrella,0.25
ShapeNet,logistic,100,Pert,inam,flower,airplane,0.875
ShapeNet,logistic,100,Pert,inam,flower,apple,0.9
ShapeNet,logistic,100,Pert,inam,flower,bike,0.975
ShapeNet,logistic,100,Pert,inam,flower,chair,0.925
ShapeNet,logistic,100,Pert,inam,flower,fork,0.85
ShapeNet,logistic,100,Pert,inam,flower,guitar,0.95
ShapeNet,logistic,100,Pert,inam,flower,key,0.875
ShapeNet,logistic,100,Pert,inam,flower,kite,0.475
ShapeNet,logistic,100,Pert,inam,flower,lamp,0.6
ShapeNet,logistic,100,Pert,inam,flower,leaf,0.45
ShapeNet,logistic,100,Pert,inam,flower,spoon,0.8
ShapeNet,logistic,100,Pert,inam,flower,tree,0.65
ShapeNet,logistic,100,Pert,inam,flower,truck,0.4
ShapeNet,logistic,100,Pert,inam,flower,umbrella,0.875
ShapeNet,logistic,100,Pert,inam,fork,airplane,0.525
ShapeNet,logistic,100,Pert,inam,fork,apple,0.625
ShapeNet,logistic,100,Pert,inam,fork,bike,0.9
ShapeNet,logistic,100,Pert,inam,fork,chair,0.675
ShapeNet,logistic,100,Pert,inam,fork,flower,0.825
ShapeNet,logistic,100,Pert,inam,fork,guitar,0.9
ShapeNet,logistic,100,Pert,inam,fork,key,0.35
ShapeNet,logistic,100,Pert,inam,fork,kite,0.775
ShapeNet,logistic,100,Pert,inam,fork,lamp,0.925
ShapeNet,logistic,100,Pert,inam,fork,leaf,0.625
ShapeNet,logistic,100,Pert,inam,fork,spoon,0.55
ShapeNet,logistic,100,Pert,inam,fork,tree,0.825
ShapeNet,logistic,100,Pert,inam,fork,truck,0.6
ShapeNet,logistic,100,Pert,inam,fork,umbrella,0.45
ShapeNet,logistic,100,Pert,inam,guitar,airplane,0.925
ShapeNet,logistic,100,Pert,inam,guitar,apple,0.925
ShapeNet,logistic,100,Pert,inam,guitar,bike,0.9
ShapeNet,logistic,100,Pert,inam,guitar,chair,0.85
ShapeNet,logistic,100,Pert,inam,guitar,flower,0.9
ShapeNet,logistic,100,Pert,inam,guitar,fork,0.825
ShapeNet,logistic,100,Pert,inam,guitar,key,0.825
ShapeNet,logistic,100,Pert,inam,guitar,kite,0.95
ShapeNet,logistic,100,Pert,inam,guitar,lamp,0.925
ShapeNet,logistic,100,Pert,inam,guitar,leaf,0.975
ShapeNet,logistic,100,Pert,inam,guitar,spoon,0.825
ShapeNet,logistic,100,Pert,inam,guitar,tree,0.9
ShapeNet,logistic,100,Pert,inam,guitar,truck,0.975
ShapeNet,logistic,100,Pert,inam,guitar,umbrella,0.475
ShapeNet,logistic,100,Pert,inam,key,airplane,0.975
ShapeNet,logistic,100,Pert,inam,key,apple,0.95
ShapeNet,logistic,100,Pert,inam,key,bike,0.775
ShapeNet,logistic,100,Pert,inam,key,chair,0.825
ShapeNet,logistic,100,Pert,inam,key,flower,0.925
ShapeNet,logistic,100,Pert,inam,key,fork,0.375
ShapeNet,logistic,100,Pert,inam,key,guitar,0.825
ShapeNet,logistic,100,Pert,inam,key,kite,0.875
ShapeNet,logistic,100,Pert,inam,key,lamp,1.0
ShapeNet,logistic,100,Pert,inam,key,leaf,0.9
ShapeNet,logistic,100,Pert,inam,key,spoon,0.425
ShapeNet,logistic,100,Pert,inam,key,tree,0.75
ShapeNet,logistic,100,Pert,inam,key,truck,0.975
ShapeNet,logistic,100,Pert,inam,key,umbrella,0.475
ShapeNet,logistic,100,Pert,inam,kite,airplane,0.75
ShapeNet,logistic,100,Pert,inam,kite,apple,0.975
ShapeNet,logistic,100,Pert,inam,kite,bike,1.0
ShapeNet,logistic,100,Pert,inam,kite,chair,0.85
ShapeNet,logistic,100,Pert,inam,kite,flower,0.275
ShapeNet,logistic,100,Pert,inam,kite,fork,0.75
ShapeNet,logistic,100,Pert,inam,kite,guitar,0.875
ShapeNet,logistic,100,Pert,inam,kite,key,0.775
ShapeNet,logistic,100,Pert,inam,kite,lamp,1.0
ShapeNet,logistic,100,Pert,inam,kite,leaf,0.575
ShapeNet,logistic,100,Pert,inam,kite,spoon,0.875
ShapeNet,logistic,100,Pert,inam,kite,tree,0.225
ShapeNet,logistic,100,Pert,inam,kite,truck,0.825
ShapeNet,logistic,100,Pert,inam,kite,umbrella,0.7
ShapeNet,logistic,100,Pert,inam,lamp,airplane,1.0
ShapeNet,logistic,100,Pert,inam,lamp,apple,0.725
ShapeNet,logistic,100,Pert,inam,lamp,bike,0.925
ShapeNet,logistic,100,Pert,inam,lamp,chair,0.575
ShapeNet,logistic,100,Pert,inam,lamp,flower,0.75
ShapeNet,logistic,100,Pert,inam,lamp,fork,0.95
ShapeNet,logistic,100,Pert,inam,lamp,guitar,0.95
ShapeNet,logistic,100,Pert,inam,lamp,key,0.975
ShapeNet,logistic,100,Pert,inam,lamp,kite,1.0
ShapeNet,logistic,100,Pert,inam,lamp,leaf,0.925
ShapeNet,logistic,100,Pert,inam,lamp,spoon,0.85
