model,classifier,train_ims,condition,animacy,obj1,obj2,acc
clip_vit,Ridge,100,Pert,inam,airplane,apple,1.0
clip_vit,Ridge,100,Pert,inam,airplane,bicycle,1.0
clip_vit,Ridge,100,Pert,inam,airplane,chair,1.0
clip_vit,Ridge,100,Pert,inam,airplane,flower,1.0
clip_vit,Ridge,100,Pert,inam,airplane,fork,1.0
clip_vit,Ridge,100,Pert,inam,airplane,guitar,1.0
clip_vit,Ridge,100,Pert,inam,airplane,key,1.0
clip_vit,Ridge,100,Pert,inam,airplane,kite,0.975
clip_vit,Ridge,100,Pert,inam,airplane,lamp,1.0
clip_vit,Ridge,100,Pert,inam,airplane,leaf,1.0
clip_vit,Ridge,100,Pert,inam,airplane,spoon,1.0
clip_vit,Ridge,100,Pert,inam,airplane,tree,1.0
clip_vit,Ridge,100,Pert,inam,airplane,truck,1.0
clip_vit,Ridge,100,Pert,inam,airplane,umbrella,1.0
clip_vit,Ridge,100,Pert,inam,apple,airplane,1.0
clip_vit,Ridge,100,Pert,inam,apple,bicycle,1.0
clip_vit,Ridge,100,Pert,inam,apple,chair,1.0
clip_vit,Ridge,100,Pert,inam,apple,flower,1.0
clip_vit,Ridge,100,Pert,inam,apple,fork,1.0
clip_vit,Ridge,100,Pert,inam,apple,guitar,1.0
clip_vit,Ridge,100,Pert,inam,apple,key,1.0
clip_vit,Ridge,100,Pert,inam,apple,kite,1.0
clip_vit,Ridge,100,Pert,inam,apple,lamp,1.0
clip_vit,Ridge,100,Pert,inam,apple,leaf,0.975
clip_vit,Ridge,100,Pert,inam,apple,spoon,1.0
clip_vit,Ridge,100,Pert,inam,apple,tree,1.0
clip_vit,Ridge,100,Pert,inam,apple,truck,1.0
clip_vit,Ridge,100,Pert,inam,apple,umbrella,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,airplane,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,apple,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,chair,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,flower,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,fork,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,guitar,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,key,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,kite,0.975
clip_vit,Ridge,100,Pert,inam,bicycle,lamp,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,leaf,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,spoon,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,tree,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,truck,1.0
clip_vit,Ridge,100,Pert,inam,bicycle,umbrella,0.975
clip_vit,Ridge,100,Pert,inam,chair,airplane,1.0
clip_vit,Ridge,100,Pert,inam,chair,apple,1.0
clip_vit,Ridge,100,Pert,inam,chair,bicycle,1.0
clip_vit,Ridge,100,Pert,inam,chair,flower,1.0
clip_vit,Ridge,100,Pert,inam,chair,fork,1.0
clip_vit,Ridge,100,Pert,inam,chair,guitar,1.0
clip_vit,Ridge,100,Pert,inam,chair,key,1.0
clip_vit,Ridge,100,Pert,inam,chair,kite,0.675
clip_vit,Ridge,100,Pert,inam,chair,lamp,1.0
clip_vit,Ridge,100,Pert,inam,chair,leaf,1.0
clip_vit,Ridge,100,Pert,inam,chair,spoon,1.0
clip_vit,Ridge,100,Pert,inam,chair,tree,1.0
clip_vit,Ridge,100,Pert,inam,chair,truck,1.0
clip_vit,Ridge,100,Pert,inam,chair,umbrella,0.925
clip_vit,Ridge,100,Pert,inam,flower,airplane,1.0
clip_vit,Ridge,100,Pert,inam,flower,apple,1.0
clip_vit,Ridge,100,Pert,inam,flower,bicycle,1.0
clip_vit,Ridge,100,Pert,inam,flower,chair,1.0
clip_vit,Ridge,100,Pert,inam,flower,fork,1.0
clip_vit,Ridge,100,Pert,inam,flower,guitar,1.0
clip_vit,Ridge,100,Pert,inam,flower,key,1.0
clip_vit,Ridge,100,Pert,inam,flower,kite,1.0
clip_vit,Ridge,100,Pert,inam,flower,lamp,1.0
clip_vit,Ridge,100,Pert,inam,flower,leaf,0.725
clip_vit,Ridge,100,Pert,inam,flower,spoon,1.0
clip_vit,Ridge,100,Pert,inam,flower,tree,1.0
clip_vit,Ridge,100,Pert,inam,flower,truck,1.0
clip_vit,Ridge,100,Pert,inam,flower,umbrella,1.0
clip_vit,Ridge,100,Pert,inam,fork,airplane,1.0
clip_vit,Ridge,100,Pert,inam,fork,apple,1.0
clip_vit,Ridge,100,Pert,inam,fork,bicycle,1.0
clip_vit,Ridge,100,Pert,inam,fork,chair,1.0
clip_vit,Ridge,100,Pert,inam,fork,flower,1.0
clip_vit,Ridge,100,Pert,inam,fork,guitar,1.0
clip_vit,Ridge,100,Pert,inam,fork,key,1.0
