model,classifier,train_ims,condition,animacy,obj1,obj2,acc
vit_dinov2,Ridge,150,IC,inam,airplane,apple,1.0
vit_dinov2,Ridge,150,IC,inam,airplane,bicycle,0.925
vit_dinov2,Ridge,150,IC,inam,airplane,chair,1.0
vit_dinov2,Ridge,150,IC,inam,airplane,flower,1.0
vit_dinov2,Ridge,150,IC,inam,airplane,fork,0.95
vit_dinov2,Ridge,150,IC,inam,airplane,guitar,1.0
vit_dinov2,Ridge,150,IC,inam,airplane,key,0.9
vit_dinov2,Ridge,150,IC,inam,airplane,kite,0.75
vit_dinov2,Ridge,150,IC,inam,airplane,lamp,0.7
vit_dinov2,Ridge,150,IC,inam,airplane,leaf,1.0
vit_dinov2,Ridge,150,IC,inam,airplane,spoon,0.85
vit_dinov2,Ridge,150,IC,inam,airplane,tree,0.975
vit_dinov2,Ridge,150,IC,inam,airplane,truck,0.95
vit_dinov2,Ridge,150,IC,inam,airplane,umbrella,0.925
vit_dinov2,Ridge,150,IC,inam,apple,airplane,1.0
vit_dinov2,Ridge,150,IC,inam,apple,bicycle,1.0
vit_dinov2,Ridge,150,IC,inam,apple,chair,1.0
vit_dinov2,Ridge,150,IC,inam,apple,flower,0.975
vit_dinov2,Ridge,150,IC,inam,apple,fork,0.975
vit_dinov2,Ridge,150,IC,inam,apple,guitar,0.95
vit_dinov2,Ridge,150,IC,inam,apple,key,1.0
vit_dinov2,Ridge,150,IC,inam,apple,kite,1.0
vit_dinov2,Ridge,150,IC,inam,apple,lamp,1.0
vit_dinov2,Ridge,150,IC,inam,apple,leaf,0.95
vit_dinov2,Ridge,150,IC,inam,apple,spoon,0.925
vit_dinov2,Ridge,150,IC,inam,apple,tree,1.0
vit_dinov2,Ridge,150,IC,inam,apple,truck,0.975
vit_dinov2,Ridge,150,IC,inam,apple,umbrella,1.0
vit_dinov2,Ridge,150,IC,inam,bicycle,airplane,0.925
vit_dinov2,Ridge,150,IC,inam,bicycle,apple,1.0
vit_dinov2,Ridge,150,IC,inam,bicycle,chair,1.0
vit_dinov2,Ridge,150,IC,inam,bicycle,flower,1.0
vit_dinov2,Ridge,150,IC,inam,bicycle,fork,0.925
vit_dinov2,Ridge,150,IC,inam,bicycle,guitar,1.0
vit_dinov2,Ridge,150,IC,inam,bicycle,key,0.975
vit_dinov2,Ridge,150,IC,inam,bicycle,kite,1.0
vit_dinov2,Ridge,150,IC,inam,bicycle,lamp,0.975
vit_dinov2,Ridge,150,IC,inam,bicycle,leaf,1.0
vit_dinov2,Ridge,150,IC,inam,bicycle,spoon,0.975
vit_dinov2,Ridge,150,IC,inam,bicycle,tree,1.0
vit_dinov2,Ridge,150,IC,inam,bicycle,truck,0.95
vit_dinov2,Ridge,150,IC,inam,bicycle,umbrella,0.95
vit_dinov2,Ridge,150,IC,inam,chair,airplane,0.925
vit_dinov2,Ridge,150,IC,inam,chair,apple,1.0
vit_dinov2,Ridge,150,IC,inam,chair,bicycle,1.0
vit_dinov2,Ridge,150,IC,inam,chair,flower,1.0
vit_dinov2,Ridge,150,IC,inam,chair,fork,0.95
vit_dinov2,Ridge,150,IC,inam,chair,guitar,1.0
vit_dinov2,Ridge,150,IC,inam,chair,key,1.0
vit_dinov2,Ridge,150,IC,inam,chair,kite,0.825
vit_dinov2,Ridge,150,IC,inam,chair,lamp,1.0
vit_dinov2,Ridge,150,IC,inam,chair,leaf,0.95
vit_dinov2,Ridge,150,IC,inam,chair,spoon,0.975
vit_dinov2,Ridge,150,IC,inam,chair,tree,1.0
vit_dinov2,Ridge,150,IC,inam,chair,truck,0.825
vit_dinov2,Ridge,150,IC,inam,chair,umbrella,0.95
vit_dinov2,Ridge,150,IC,inam,flower,airplane,1.0
vit_dinov2,Ridge,150,IC,inam,flower,apple,1.0
vit_dinov2,Ridge,150,IC,inam,flower,bicycle,1.0
vit_dinov2,Ridge,150,IC,inam,flower,chair,1.0
vit_dinov2,Ridge,150,IC,inam,flower,fork,0.975
vit_dinov2,Ridge,150,IC,inam,flower,guitar,1.0
vit_dinov2,Ridge,150,IC,inam,flower,key,0.85
vit_dinov2,Ridge,150,IC,inam,flower,kite,0.975
vit_dinov2,Ridge,150,IC,inam,flower,lamp,0.875
vit_dinov2,Ridge,150,IC,inam,flower,leaf,0.55
vit_dinov2,Ridge,150,IC,inam,flower,spoon,0.95
vit_dinov2,Ridge,150,IC,inam,flower,tree,0.9
vit_dinov2,Ridge,150,IC,inam,flower,truck,1.0
vit_dinov2,Ridge,150,IC,inam,flower,umbrella,0.975
vit_dinov2,Ridge,150,IC,inam,fork,airplane,0.975
vit_dinov2,Ridge,150,IC,inam,fork,apple,1.0
vit_dinov2,Ridge,150,IC,inam,fork,bicycle,1.0
vit_dinov2,Ridge,150,IC,inam,fork,chair,0.875
vit_dinov2,Ridge,150,IC,inam,fork,flower,0.9
vit_dinov2,Ridge,150,IC,inam,fork,guitar,0.975
vit_dinov2,Ridge,150,IC,inam,fork,key,0.625
vit_dinov2,Ridge,150,IC,inam,fork,kite,0.75
vit_dinov2,Ridge,150,IC,inam,fork,lamp,0.8
vit_dinov2,Ridge,150,IC,inam,fork,leaf,0.7
vit_dinov2,Ridge,150,IC,inam,fork,spoon,0.5
vit_dinov2,Ridge,150,IC,inam,fork,tree,0.975
vit_dinov2,Ridge,150,IC,inam,fork,truck,0.9
vit_dinov2,Ridge,150,IC,inam,fork,umbrella,0.625
vit_dinov2,Ridge,150,IC,inam,guitar,airplane,1.0
vit_dinov2,Ridge,150,IC,inam,guitar,apple,0.975
vit_dinov2,Ridge,150,IC,inam,guitar,bicycle,1.0
vit_dinov2,Ridge,150,IC,inam,guitar,chair,0.95
vit_dinov2,Ridge,150,IC,inam,guitar,flower,1.0
vit_dinov2,Ridge,150,IC,inam,guitar,fork,0.9
vit_dinov2,Ridge,150,IC,inam,guitar,key,0.875
vit_dinov2,Ridge,150,IC,inam,guitar,kite,1.0
vit_dinov2,Ridge,150,IC,inam,guitar,lamp,0.95
vit_dinov2,Ridge,150,IC,inam,guitar,leaf,0.95
vit_dinov2,Ridge,150,IC,inam,guitar,spoon,0.8
vit_dinov2,Ridge,150,IC,inam,guitar,tree,1.0
vit_dinov2,Ridge,150,IC,inam,guitar,truck,0.975
vit_dinov2,Ridge,150,IC,inam,guitar,umbrella,0.925
vit_dinov2,Ridge,150,IC,inam,key,airplane,0.8
vit_dinov2,Ridge,150,IC,inam,key,apple,1.0
vit_dinov2,Ridge,150,IC,inam,key,bicycle,1.0
vit_dinov2,Ridge,150,IC,inam,key,chair,0.95
vit_dinov2,Ridge,150,IC,inam,key,flower,0.85
vit_dinov2,Ridge,150,IC,inam,key,fork,0.65
vit_dinov2,Ridge,150,IC,inam,key,guitar,0.8
vit_dinov2,Ridge,150,IC,inam,key,kite,0.85
vit_dinov2,Ridge,150,IC,inam,key,lamp,0.675
vit_dinov2,Ridge,150,IC,inam,key,leaf,0.775
vit_dinov2,Ridge,150,IC,inam,key,spoon,0.55
vit_dinov2,Ridge,150,IC,inam,key,tree,0.9
vit_dinov2,Ridge,150,IC,inam,key,truck,0.65
vit_dinov2,Ridge,150,IC,inam,key,umbrella,0.725
vit_dinov2,Ridge,150,IC,inam,kite,airplane,0.725
vit_dinov2,Ridge,150,IC,inam,kite,apple,1.0
vit_dinov2,Ridge,150,IC,inam,kite,bicycle,0.975
vit_dinov2,Ridge,150,IC,inam,kite,chair,0.85
vit_dinov2,Ridge,150,IC,inam,kite,flower,0.95
vit_dinov2,Ridge,150,IC,inam,kite,fork,0.725
vit_dinov2,Ridge,150,IC,inam,kite,guitar,1.0
vit_dinov2,Ridge,150,IC,inam,kite,key,0.775
vit_dinov2,Ridge,150,IC,inam,kite,lamp,0.85
vit_dinov2,Ridge,150,IC,inam,kite,leaf,0.95
vit_dinov2,Ridge,150,IC,inam,kite,spoon,0.7
vit_dinov2,Ridge,150,IC,inam,kite,tree,0.95
vit_dinov2,Ridge,150,IC,inam,kite,truck,0.9
vit_dinov2,Ridge,150,IC,inam,kite,umbrella,0.475
vit_dinov2,Ridge,150,IC,inam,lamp,airplane,0.7
vit_dinov2,Ridge,150,IC,inam,lamp,apple,0.975
vit_dinov2,Ridge,150,IC,inam,lamp,bicycle,1.0
vit_dinov2,Ridge,150,IC,inam,lamp,chair,0.925
vit_dinov2,Ridge,150,IC,inam,lamp,flower,0.875
