model,layer,classifier,train_ims,condition,animacy,obj1,obj2,acc
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,apple,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,bicycle,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,chair,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,flower,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,fork,0.475
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,guitar,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,key,0.525
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,kite,0.55
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,lamp,0.525
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,leaf,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,spoon,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,tree,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,truck,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,airplane,umbrella,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,bicycle,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,chair,0.525
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,flower,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,fork,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,guitar,0.55
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,key,0.475
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,kite,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,lamp,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,leaf,0.525
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,spoon,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,tree,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,truck,0.475
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,apple,umbrella,0.55
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,chair,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,flower,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,fork,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,guitar,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,key,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,kite,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,lamp,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,leaf,0.55
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,spoon,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,tree,0.475
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,truck,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,bicycle,umbrella,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,flower,0.475
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,fork,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,guitar,0.475
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,key,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,kite,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,lamp,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,leaf,0.45
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,spoon,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,tree,0.525
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,truck,0.55
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,chair,umbrella,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,flower,fork,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,flower,guitar,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,flower,key,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,flower,kite,0.5
cvcl,vision_encoder.model.layer1.2.relu,KNN,150,Outline,inam,flower,lamp,0.5
