model,classifier,train_ims,condition,animacy,obj1,obj2,acc
vit_dinov2,NC,300,Pert,inam,airplane,apple,1.0
vit_dinov2,NC,300,Pert,inam,airplane,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,airplane,chair,1.0
vit_dinov2,NC,300,Pert,inam,airplane,flower,1.0
vit_dinov2,NC,300,Pert,inam,airplane,fork,1.0
vit_dinov2,NC,300,Pert,inam,airplane,guitar,1.0
vit_dinov2,NC,300,Pert,inam,airplane,key,1.0
vit_dinov2,NC,300,Pert,inam,airplane,kite,0.5
vit_dinov2,NC,300,Pert,inam,airplane,lamp,1.0
vit_dinov2,NC,300,Pert,inam,airplane,leaf,1.0
vit_dinov2,NC,300,Pert,inam,airplane,spoon,1.0
vit_dinov2,NC,300,Pert,inam,airplane,tree,1.0
vit_dinov2,NC,300,Pert,inam,airplane,truck,0.5
vit_dinov2,NC,300,Pert,inam,airplane,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,apple,airplane,1.0
vit_dinov2,NC,300,Pert,inam,apple,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,apple,chair,1.0
vit_dinov2,NC,300,Pert,inam,apple,flower,0.95
vit_dinov2,NC,300,Pert,inam,apple,fork,1.0
vit_dinov2,NC,300,Pert,inam,apple,guitar,1.0
vit_dinov2,NC,300,Pert,inam,apple,key,1.0
vit_dinov2,NC,300,Pert,inam,apple,kite,0.5
vit_dinov2,NC,300,Pert,inam,apple,lamp,1.0
vit_dinov2,NC,300,Pert,inam,apple,leaf,1.0
vit_dinov2,NC,300,Pert,inam,apple,spoon,1.0
vit_dinov2,NC,300,Pert,inam,apple,tree,1.0
vit_dinov2,NC,300,Pert,inam,apple,truck,1.0
vit_dinov2,NC,300,Pert,inam,apple,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,airplane,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,apple,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,chair,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,flower,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,fork,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,guitar,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,key,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,kite,0.5
vit_dinov2,NC,300,Pert,inam,bicycle,lamp,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,leaf,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,spoon,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,tree,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,truck,1.0
vit_dinov2,NC,300,Pert,inam,bicycle,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,chair,airplane,1.0
vit_dinov2,NC,300,Pert,inam,chair,apple,1.0
vit_dinov2,NC,300,Pert,inam,chair,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,chair,flower,1.0
vit_dinov2,NC,300,Pert,inam,chair,fork,1.0
vit_dinov2,NC,300,Pert,inam,chair,guitar,1.0
vit_dinov2,NC,300,Pert,inam,chair,key,1.0
vit_dinov2,NC,300,Pert,inam,chair,kite,0.5
vit_dinov2,NC,300,Pert,inam,chair,lamp,1.0
vit_dinov2,NC,300,Pert,inam,chair,leaf,1.0
vit_dinov2,NC,300,Pert,inam,chair,spoon,1.0
vit_dinov2,NC,300,Pert,inam,chair,tree,1.0
vit_dinov2,NC,300,Pert,inam,chair,truck,0.5
vit_dinov2,NC,300,Pert,inam,chair,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,flower,airplane,1.0
vit_dinov2,NC,300,Pert,inam,flower,apple,0.9
vit_dinov2,NC,300,Pert,inam,flower,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,flower,chair,1.0
vit_dinov2,NC,300,Pert,inam,flower,fork,1.0
vit_dinov2,NC,300,Pert,inam,flower,guitar,0.975
vit_dinov2,NC,300,Pert,inam,flower,key,0.55
vit_dinov2,NC,300,Pert,inam,flower,kite,0.5
vit_dinov2,NC,300,Pert,inam,flower,lamp,1.0
vit_dinov2,NC,300,Pert,inam,flower,leaf,1.0
vit_dinov2,NC,300,Pert,inam,flower,spoon,1.0
vit_dinov2,NC,300,Pert,inam,flower,tree,1.0
vit_dinov2,NC,300,Pert,inam,flower,truck,0.5
vit_dinov2,NC,300,Pert,inam,flower,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,fork,airplane,1.0
vit_dinov2,NC,300,Pert,inam,fork,apple,1.0
vit_dinov2,NC,300,Pert,inam,fork,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,fork,chair,1.0
vit_dinov2,NC,300,Pert,inam,fork,flower,1.0
vit_dinov2,NC,300,Pert,inam,fork,guitar,1.0
vit_dinov2,NC,300,Pert,inam,fork,key,1.0
vit_dinov2,NC,300,Pert,inam,fork,kite,1.0
vit_dinov2,NC,300,Pert,inam,fork,lamp,1.0
vit_dinov2,NC,300,Pert,inam,fork,leaf,1.0
vit_dinov2,NC,300,Pert,inam,fork,spoon,0.725
vit_dinov2,NC,300,Pert,inam,fork,tree,1.0
vit_dinov2,NC,300,Pert,inam,fork,truck,1.0
vit_dinov2,NC,300,Pert,inam,fork,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,guitar,airplane,1.0
vit_dinov2,NC,300,Pert,inam,guitar,apple,1.0
vit_dinov2,NC,300,Pert,inam,guitar,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,guitar,chair,1.0
vit_dinov2,NC,300,Pert,inam,guitar,flower,0.95
vit_dinov2,NC,300,Pert,inam,guitar,fork,1.0
vit_dinov2,NC,300,Pert,inam,guitar,key,0.55
vit_dinov2,NC,300,Pert,inam,guitar,kite,0.5
vit_dinov2,NC,300,Pert,inam,guitar,lamp,1.0
vit_dinov2,NC,300,Pert,inam,guitar,leaf,0.9
vit_dinov2,NC,300,Pert,inam,guitar,spoon,0.6
vit_dinov2,NC,300,Pert,inam,guitar,tree,1.0
vit_dinov2,NC,300,Pert,inam,guitar,truck,1.0
vit_dinov2,NC,300,Pert,inam,guitar,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,key,airplane,1.0
vit_dinov2,NC,300,Pert,inam,key,apple,1.0
vit_dinov2,NC,300,Pert,inam,key,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,key,chair,1.0
vit_dinov2,NC,300,Pert,inam,key,flower,0.5
vit_dinov2,NC,300,Pert,inam,key,fork,1.0
vit_dinov2,NC,300,Pert,inam,key,guitar,0.625
vit_dinov2,NC,300,Pert,inam,key,kite,0.5
vit_dinov2,NC,300,Pert,inam,key,lamp,1.0
vit_dinov2,NC,300,Pert,inam,key,leaf,0.875
vit_dinov2,NC,300,Pert,inam,key,spoon,1.0
vit_dinov2,NC,300,Pert,inam,key,tree,0.625
vit_dinov2,NC,300,Pert,inam,key,truck,0.5
vit_dinov2,NC,300,Pert,inam,key,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,kite,airplane,0.5
vit_dinov2,NC,300,Pert,inam,kite,apple,0.5
vit_dinov2,NC,300,Pert,inam,kite,bicycle,0.5
vit_dinov2,NC,300,Pert,inam,kite,chair,0.5
vit_dinov2,NC,300,Pert,inam,kite,flower,0.5
vit_dinov2,NC,300,Pert,inam,kite,fork,1.0
vit_dinov2,NC,300,Pert,inam,kite,guitar,0.5
vit_dinov2,NC,300,Pert,inam,kite,key,0.5
vit_dinov2,NC,300,Pert,inam,kite,lamp,0.5
vit_dinov2,NC,300,Pert,inam,kite,leaf,0.5
vit_dinov2,NC,300,Pert,inam,kite,spoon,0.5
vit_dinov2,NC,300,Pert,inam,kite,tree,0.5
vit_dinov2,NC,300,Pert,inam,kite,truck,0.5
vit_dinov2,NC,300,Pert,inam,kite,umbrella,0.5
vit_dinov2,NC,300,Pert,inam,lamp,airplane,1.0
vit_dinov2,NC,300,Pert,inam,lamp,apple,1.0
vit_dinov2,NC,300,Pert,inam,lamp,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,lamp,chair,1.0
vit_dinov2,NC,300,Pert,inam,lamp,flower,1.0
vit_dinov2,NC,300,Pert,inam,lamp,fork,1.0
vit_dinov2,NC,300,Pert,inam,lamp,guitar,1.0
vit_dinov2,NC,300,Pert,inam,lamp,key,1.0
vit_dinov2,NC,300,Pert,inam,lamp,kite,0.5
vit_dinov2,NC,300,Pert,inam,lamp,leaf,1.0
vit_dinov2,NC,300,Pert,inam,lamp,spoon,1.0
vit_dinov2,NC,300,Pert,inam,lamp,tree,1.0
vit_dinov2,NC,300,Pert,inam,lamp,truck,0.5
vit_dinov2,NC,300,Pert,inam,lamp,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,leaf,airplane,1.0
vit_dinov2,NC,300,Pert,inam,leaf,apple,1.0
vit_dinov2,NC,300,Pert,inam,leaf,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,leaf,chair,1.0
vit_dinov2,NC,300,Pert,inam,leaf,flower,1.0
vit_dinov2,NC,300,Pert,inam,leaf,fork,1.0
vit_dinov2,NC,300,Pert,inam,leaf,guitar,0.925
vit_dinov2,NC,300,Pert,inam,leaf,key,0.95
vit_dinov2,NC,300,Pert,inam,leaf,kite,0.5
vit_dinov2,NC,300,Pert,inam,leaf,lamp,1.0
vit_dinov2,NC,300,Pert,inam,leaf,spoon,1.0
vit_dinov2,NC,300,Pert,inam,leaf,tree,0.5
vit_dinov2,NC,300,Pert,inam,leaf,truck,0.5
vit_dinov2,NC,300,Pert,inam,leaf,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,spoon,airplane,1.0
vit_dinov2,NC,300,Pert,inam,spoon,apple,1.0
vit_dinov2,NC,300,Pert,inam,spoon,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,spoon,chair,1.0
vit_dinov2,NC,300,Pert,inam,spoon,flower,1.0
vit_dinov2,NC,300,Pert,inam,spoon,fork,0.8
vit_dinov2,NC,300,Pert,inam,spoon,guitar,0.525
vit_dinov2,NC,300,Pert,inam,spoon,key,1.0
vit_dinov2,NC,300,Pert,inam,spoon,kite,0.5
vit_dinov2,NC,300,Pert,inam,spoon,lamp,1.0
vit_dinov2,NC,300,Pert,inam,spoon,leaf,1.0
vit_dinov2,NC,300,Pert,inam,spoon,tree,1.0
vit_dinov2,NC,300,Pert,inam,spoon,truck,1.0
vit_dinov2,NC,300,Pert,inam,spoon,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,tree,airplane,1.0
vit_dinov2,NC,300,Pert,inam,tree,apple,1.0
vit_dinov2,NC,300,Pert,inam,tree,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,tree,chair,1.0
vit_dinov2,NC,300,Pert,inam,tree,flower,1.0
vit_dinov2,NC,300,Pert,inam,tree,fork,1.0
vit_dinov2,NC,300,Pert,inam,tree,guitar,1.0
vit_dinov2,NC,300,Pert,inam,tree,key,0.625
vit_dinov2,NC,300,Pert,inam,tree,kite,0.5
vit_dinov2,NC,300,Pert,inam,tree,lamp,1.0
vit_dinov2,NC,300,Pert,inam,tree,leaf,0.525
vit_dinov2,NC,300,Pert,inam,tree,spoon,1.0
vit_dinov2,NC,300,Pert,inam,tree,truck,0.5
vit_dinov2,NC,300,Pert,inam,tree,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,truck,airplane,0.5
vit_dinov2,NC,300,Pert,inam,truck,apple,1.0
vit_dinov2,NC,300,Pert,inam,truck,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,truck,chair,0.5
vit_dinov2,NC,300,Pert,inam,truck,flower,0.5
vit_dinov2,NC,300,Pert,inam,truck,fork,1.0
vit_dinov2,NC,300,Pert,inam,truck,guitar,1.0
vit_dinov2,NC,300,Pert,inam,truck,key,0.5
vit_dinov2,NC,300,Pert,inam,truck,kite,0.5
vit_dinov2,NC,300,Pert,inam,truck,lamp,0.525
vit_dinov2,NC,300,Pert,inam,truck,leaf,0.5
vit_dinov2,NC,300,Pert,inam,truck,spoon,1.0
vit_dinov2,NC,300,Pert,inam,truck,tree,0.5
vit_dinov2,NC,300,Pert,inam,truck,umbrella,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,airplane,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,apple,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,bicycle,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,chair,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,flower,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,fork,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,guitar,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,key,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,kite,0.5
vit_dinov2,NC,300,Pert,inam,umbrella,lamp,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,leaf,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,spoon,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,tree,1.0
vit_dinov2,NC,300,Pert,inam,umbrella,truck,1.0
vit_dinov2,NC,300,Pert,anim,bear,bird,1.0
vit_dinov2,NC,300,Pert,anim,bear,butterfly,1.0
vit_dinov2,NC,300,Pert,anim,bear,cat,1.0
vit_dinov2,NC,300,Pert,anim,bear,cow,1.0
vit_dinov2,NC,300,Pert,anim,bear,dog,1.0
vit_dinov2,NC,300,Pert,anim,bear,duck,1.0
vit_dinov2,NC,300,Pert,anim,bear,elephant,1.0
vit_dinov2,NC,300,Pert,anim,bear,fish,1.0
vit_dinov2,NC,300,Pert,anim,bear,foot,1.0
vit_dinov2,NC,300,Pert,anim,bear,frog,0.5
vit_dinov2,NC,300,Pert,anim,bear,hand,1.0
vit_dinov2,NC,300,Pert,anim,bear,rabbit,1.0
vit_dinov2,NC,300,Pert,anim,bear,squirrel,0.6
vit_dinov2,NC,300,Pert,anim,bear,turtle,1.0
vit_dinov2,NC,300,Pert,anim,bird,bear,1.0
vit_dinov2,NC,300,Pert,anim,bird,butterfly,1.0
vit_dinov2,NC,300,Pert,anim,bird,cat,1.0
vit_dinov2,NC,300,Pert,anim,bird,cow,0.975
vit_dinov2,NC,300,Pert,anim,bird,dog,1.0
vit_dinov2,NC,300,Pert,anim,bird,duck,1.0
vit_dinov2,NC,300,Pert,anim,bird,elephant,1.0
vit_dinov2,NC,300,Pert,anim,bird,fish,1.0
vit_dinov2,NC,300,Pert,anim,bird,foot,1.0
vit_dinov2,NC,300,Pert,anim,bird,frog,0.5
vit_dinov2,NC,300,Pert,anim,bird,hand,1.0
vit_dinov2,NC,300,Pert,anim,bird,rabbit,1.0
vit_dinov2,NC,300,Pert,anim,bird,squirrel,0.5
