model,classifier,train_ims,condition,animacy,obj1,obj2,acc
clip,NC,50,IC,inam,airplane,apple,0.525
clip,NC,50,IC,inam,airplane,bicycle,0.5
clip,NC,50,IC,inam,airplane,chair,0.5
clip,NC,50,IC,inam,airplane,flower,0.5
clip,NC,50,IC,inam,airplane,fork,0.65
clip,NC,50,IC,inam,airplane,guitar,0.975
clip,NC,50,IC,inam,airplane,key,0.5
clip,NC,50,IC,inam,airplane,kite,0.5
clip,NC,50,IC,inam,airplane,lamp,0.5
clip,NC,50,IC,inam,airplane,leaf,0.5
clip,NC,50,IC,inam,airplane,spoon,0.5
clip,NC,50,IC,inam,airplane,tree,0.5
clip,NC,50,IC,inam,airplane,truck,0.575
clip,NC,50,IC,inam,airplane,umbrella,0.5
clip,NC,50,IC,inam,apple,airplane,0.625
clip,NC,50,IC,inam,apple,bicycle,1.0
clip,NC,50,IC,inam,apple,chair,1.0
clip,NC,50,IC,inam,apple,flower,1.0
clip,NC,50,IC,inam,apple,fork,1.0
clip,NC,50,IC,inam,apple,guitar,0.6
clip,NC,50,IC,inam,apple,key,1.0
clip,NC,50,IC,inam,apple,kite,1.0
clip,NC,50,IC,inam,apple,lamp,1.0
clip,NC,50,IC,inam,apple,leaf,1.0
clip,NC,50,IC,inam,apple,spoon,1.0
clip,NC,50,IC,inam,apple,tree,1.0
clip,NC,50,IC,inam,apple,truck,1.0
clip,NC,50,IC,inam,apple,umbrella,1.0
clip,NC,50,IC,inam,bicycle,airplane,0.5
clip,NC,50,IC,inam,bicycle,apple,1.0
clip,NC,50,IC,inam,bicycle,chair,1.0
clip,NC,50,IC,inam,bicycle,flower,1.0
clip,NC,50,IC,inam,bicycle,fork,1.0
clip,NC,50,IC,inam,bicycle,guitar,0.55
clip,NC,50,IC,inam,bicycle,key,1.0
clip,NC,50,IC,inam,bicycle,kite,1.0
clip,NC,50,IC,inam,bicycle,lamp,1.0
clip,NC,50,IC,inam,bicycle,leaf,1.0
clip,NC,50,IC,inam,bicycle,spoon,1.0
clip,NC,50,IC,inam,bicycle,tree,1.0
clip,NC,50,IC,inam,bicycle,truck,0.925
clip,NC,50,IC,inam,bicycle,umbrella,1.0
clip,NC,50,IC,inam,chair,airplane,0.5
clip,NC,50,IC,inam,chair,apple,1.0
clip,NC,50,IC,inam,chair,bicycle,1.0
clip,NC,50,IC,inam,chair,flower,1.0
clip,NC,50,IC,inam,chair,fork,0.675
clip,NC,50,IC,inam,chair,guitar,0.5
clip,NC,50,IC,inam,chair,key,1.0
clip,NC,50,IC,inam,chair,kite,1.0
clip,NC,50,IC,inam,chair,lamp,1.0
clip,NC,50,IC,inam,chair,leaf,0.95
clip,NC,50,IC,inam,chair,spoon,1.0
clip,NC,50,IC,inam,chair,tree,1.0
clip,NC,50,IC,inam,chair,truck,0.65
clip,NC,50,IC,inam,chair,umbrella,1.0
clip,NC,50,IC,inam,flower,airplane,0.5
clip,NC,50,IC,inam,flower,apple,1.0
clip,NC,50,IC,inam,flower,bicycle,1.0
clip,NC,50,IC,inam,flower,chair,1.0
clip,NC,50,IC,inam,flower,fork,0.8
clip,NC,50,IC,inam,flower,guitar,0.5
clip,NC,50,IC,inam,flower,key,0.975
clip,NC,50,IC,inam,flower,kite,1.0
clip,NC,50,IC,inam,flower,lamp,1.0
clip,NC,50,IC,inam,flower,leaf,0.525
clip,NC,50,IC,inam,flower,spoon,1.0
clip,NC,50,IC,inam,flower,tree,1.0
clip,NC,50,IC,inam,flower,truck,0.75
clip,NC,50,IC,inam,flower,umbrella,1.0
clip,NC,50,IC,inam,fork,airplane,0.575
clip,NC,50,IC,inam,fork,apple,1.0
clip,NC,50,IC,inam,fork,bicycle,1.0
clip,NC,50,IC,inam,fork,chair,0.675
clip,NC,50,IC,inam,fork,flower,0.775
