model,classifier,train_ims,condition,animacy,obj1,obj2,acc
clip,KNN,10,IC,inam,airplane,apple,0.5
clip,KNN,10,IC,inam,airplane,bicycle,0.575
clip,KNN,10,IC,inam,airplane,chair,0.525
clip,KNN,10,IC,inam,airplane,flower,0.525
clip,KNN,10,IC,inam,airplane,fork,0.5
clip,KNN,10,IC,inam,airplane,guitar,0.6
clip,KNN,10,IC,inam,airplane,key,0.55
clip,KNN,10,IC,inam,airplane,kite,0.5
clip,KNN,10,IC,inam,airplane,lamp,0.5
clip,KNN,10,IC,inam,airplane,leaf,0.5
clip,KNN,10,IC,inam,airplane,spoon,0.5
clip,KNN,10,IC,inam,airplane,tree,0.5
clip,KNN,10,IC,inam,airplane,truck,0.775
clip,KNN,10,IC,inam,airplane,umbrella,0.5
clip,KNN,10,IC,inam,apple,airplane,0.5
clip,KNN,10,IC,inam,apple,bicycle,1.0
clip,KNN,10,IC,inam,apple,chair,1.0
clip,KNN,10,IC,inam,apple,flower,1.0
clip,KNN,10,IC,inam,apple,fork,1.0
clip,KNN,10,IC,inam,apple,guitar,0.6
clip,KNN,10,IC,inam,apple,key,0.925
clip,KNN,10,IC,inam,apple,kite,1.0
clip,KNN,10,IC,inam,apple,lamp,0.875
clip,KNN,10,IC,inam,apple,leaf,0.85
clip,KNN,10,IC,inam,apple,spoon,0.95
clip,KNN,10,IC,inam,apple,tree,1.0
clip,KNN,10,IC,inam,apple,truck,0.6
clip,KNN,10,IC,inam,apple,umbrella,0.925
clip,KNN,10,IC,inam,bicycle,airplane,0.65
clip,KNN,10,IC,inam,bicycle,apple,1.0
clip,KNN,10,IC,inam,bicycle,chair,1.0
clip,KNN,10,IC,inam,bicycle,flower,1.0
clip,KNN,10,IC,inam,bicycle,fork,1.0
clip,KNN,10,IC,inam,bicycle,guitar,0.825
clip,KNN,10,IC,inam,bicycle,key,0.925
clip,KNN,10,IC,inam,bicycle,kite,1.0
clip,KNN,10,IC,inam,bicycle,lamp,0.95
clip,KNN,10,IC,inam,bicycle,leaf,0.925
clip,KNN,10,IC,inam,bicycle,spoon,0.975
clip,KNN,10,IC,inam,bicycle,tree,1.0
clip,KNN,10,IC,inam,bicycle,truck,0.775
clip,KNN,10,IC,inam,bicycle,umbrella,1.0
clip,KNN,10,IC,inam,chair,airplane,0.5
clip,KNN,10,IC,inam,chair,apple,1.0
clip,KNN,10,IC,inam,chair,bicycle,1.0
clip,KNN,10,IC,inam,chair,flower,1.0
clip,KNN,10,IC,inam,chair,fork,0.8
clip,KNN,10,IC,inam,chair,guitar,0.725
clip,KNN,10,IC,inam,chair,key,0.8
clip,KNN,10,IC,inam,chair,kite,0.975
clip,KNN,10,IC,inam,chair,lamp,0.9
clip,KNN,10,IC,inam,chair,leaf,0.925
clip,KNN,10,IC,inam,chair,spoon,0.95
clip,KNN,10,IC,inam,chair,tree,0.975
clip,KNN,10,IC,inam,chair,truck,0.6
clip,KNN,10,IC,inam,chair,umbrella,0.85
clip,KNN,10,IC,inam,flower,airplane,0.5
clip,KNN,10,IC,inam,flower,apple,0.975
clip,KNN,10,IC,inam,flower,bicycle,1.0
clip,KNN,10,IC,inam,flower,chair,1.0
clip,KNN,10,IC,inam,flower,fork,0.925
clip,KNN,10,IC,inam,flower,guitar,0.7
clip,KNN,10,IC,inam,flower,key,0.8
clip,KNN,10,IC,inam,flower,kite,0.975
clip,KNN,10,IC,inam,flower,lamp,0.875
clip,KNN,10,IC,inam,flower,leaf,0.75
clip,KNN,10,IC,inam,flower,spoon,0.975
clip,KNN,10,IC,inam,flower,tree,0.825
clip,KNN,10,IC,inam,flower,truck,0.625
clip,KNN,10,IC,inam,flower,umbrella,0.9
clip,KNN,10,IC,inam,fork,airplane,0.5
clip,KNN,10,IC,inam,fork,apple,0.975
clip,KNN,10,IC,inam,fork,bicycle,1.0
clip,KNN,10,IC,inam,fork,chair,0.775
clip,KNN,10,IC,inam,fork,flower,0.725
clip,KNN,10,IC,inam,fork,guitar,0.525
clip,KNN,10,IC,inam,fork,key,0.6
clip,KNN,10,IC,inam,fork,kite,0.775
clip,KNN,10,IC,inam,fork,lamp,0.675
clip,KNN,10,IC,inam,fork,leaf,0.825
clip,KNN,10,IC,inam,fork,spoon,0.55
clip,KNN,10,IC,inam,fork,tree,1.0
clip,KNN,10,IC,inam,fork,truck,0.5
clip,KNN,10,IC,inam,fork,umbrella,0.625
clip,KNN,10,IC,inam,guitar,airplane,0.65
clip,KNN,10,IC,inam,guitar,apple,0.65
clip,KNN,10,IC,inam,guitar,bicycle,0.9
clip,KNN,10,IC,inam,guitar,chair,0.725
clip,KNN,10,IC,inam,guitar,flower,0.725
clip,KNN,10,IC,inam,guitar,fork,0.525
clip,KNN,10,IC,inam,guitar,key,0.55
clip,KNN,10,IC,inam,guitar,kite,0.525
clip,KNN,10,IC,inam,guitar,lamp,0.625
clip,KNN,10,IC,inam,guitar,leaf,0.625
clip,KNN,10,IC,inam,guitar,spoon,0.475
clip,KNN,10,IC,inam,guitar,tree,0.5
clip,KNN,10,IC,inam,guitar,truck,0.6
clip,KNN,10,IC,inam,guitar,umbrella,0.625
clip,KNN,10,IC,inam,key,airplane,0.525
clip,KNN,10,IC,inam,key,apple,0.95
clip,KNN,10,IC,inam,key,bicycle,0.925
clip,KNN,10,IC,inam,key,chair,0.875
clip,KNN,10,IC,inam,key,flower,0.9
clip,KNN,10,IC,inam,key,fork,0.6
clip,KNN,10,IC,inam,key,guitar,0.55
clip,KNN,10,IC,inam,key,kite,0.625
clip,KNN,10,IC,inam,key,lamp,0.5
clip,KNN,10,IC,inam,key,leaf,0.8
clip,KNN,10,IC,inam,key,spoon,0.75
clip,KNN,10,IC,inam,key,tree,0.7
clip,KNN,10,IC,inam,key,truck,0.5
clip,KNN,10,IC,inam,key,umbrella,0.625
clip,KNN,10,IC,inam,kite,airplane,0.5
clip,KNN,10,IC,inam,kite,apple,1.0
clip,KNN,10,IC,inam,kite,bicycle,1.0
clip,KNN,10,IC,inam,kite,chair,1.0
clip,KNN,10,IC,inam,kite,flower,0.95
clip,KNN,10,IC,inam,kite,fork,0.8
clip,KNN,10,IC,inam,kite,guitar,0.625
clip,KNN,10,IC,inam,kite,key,0.675
clip,KNN,10,IC,inam,kite,lamp,0.725
clip,KNN,10,IC,inam,kite,leaf,0.925
clip,KNN,10,IC,inam,kite,spoon,0.675
clip,KNN,10,IC,inam,kite,tree,0.95
clip,KNN,10,IC,inam,kite,truck,0.525
clip,KNN,10,IC,inam,kite,umbrella,0.6
clip,KNN,10,IC,inam,lamp,airplane,0.5
clip,KNN,10,IC,inam,lamp,apple,0.875
clip,KNN,10,IC,inam,lamp,bicycle,0.925
clip,KNN,10,IC,inam,lamp,chair,0.825
clip,KNN,10,IC,inam,lamp,flower,0.925
clip,KNN,10,IC,inam,lamp,fork,0.7
clip,KNN,10,IC,inam,lamp,guitar,0.6
clip,KNN,10,IC,inam,lamp,key,0.375
clip,KNN,10,IC,inam,lamp,kite,0.8
clip,KNN,10,IC,inam,lamp,leaf,0.75
clip,KNN,10,IC,inam,lamp,spoon,0.675
clip,KNN,10,IC,inam,lamp,tree,0.925
clip,KNN,10,IC,inam,lamp,truck,0.5
clip,KNN,10,IC,inam,lamp,umbrella,0.675
clip,KNN,10,IC,inam,leaf,airplane,0.5
clip,KNN,10,IC,inam,leaf,apple,0.9
clip,KNN,10,IC,inam,leaf,bicycle,0.975
clip,KNN,10,IC,inam,leaf,chair,1.0
clip,KNN,10,IC,inam,leaf,flower,0.6
clip,KNN,10,IC,inam,leaf,fork,0.775
clip,KNN,10,IC,inam,leaf,guitar,0.55
clip,KNN,10,IC,inam,leaf,key,0.825
clip,KNN,10,IC,inam,leaf,kite,0.925
clip,KNN,10,IC,inam,leaf,lamp,0.75
clip,KNN,10,IC,inam,leaf,spoon,0.825
clip,KNN,10,IC,inam,leaf,tree,0.85
clip,KNN,10,IC,inam,leaf,truck,0.55
clip,KNN,10,IC,inam,leaf,umbrella,0.75
clip,KNN,10,IC,inam,spoon,airplane,0.5
clip,KNN,10,IC,inam,spoon,apple,0.875
clip,KNN,10,IC,inam,spoon,bicycle,1.0
clip,KNN,10,IC,inam,spoon,chair,0.9
clip,KNN,10,IC,inam,spoon,flower,0.975
clip,KNN,10,IC,inam,spoon,fork,0.525
clip,KNN,10,IC,inam,spoon,guitar,0.5
clip,KNN,10,IC,inam,spoon,key,0.625
clip,KNN,10,IC,inam,spoon,kite,0.675
clip,KNN,10,IC,inam,spoon,lamp,0.7
clip,KNN,10,IC,inam,spoon,leaf,0.875
clip,KNN,10,IC,inam,spoon,tree,0.825
clip,KNN,10,IC,inam,spoon,truck,0.5
clip,KNN,10,IC,inam,spoon,umbrella,0.75
clip,KNN,10,IC,inam,tree,airplane,0.5
clip,KNN,10,IC,inam,tree,apple,0.975
clip,KNN,10,IC,inam,tree,bicycle,1.0
clip,KNN,10,IC,inam,tree,chair,1.0
clip,KNN,10,IC,inam,tree,flower,0.85
clip,KNN,10,IC,inam,tree,fork,0.95
clip,KNN,10,IC,inam,tree,guitar,0.525
clip,KNN,10,IC,inam,tree,key,0.7
clip,KNN,10,IC,inam,tree,kite,0.95
clip,KNN,10,IC,inam,tree,lamp,0.875
clip,KNN,10,IC,inam,tree,leaf,0.675
clip,KNN,10,IC,inam,tree,spoon,0.825
clip,KNN,10,IC,inam,tree,truck,0.5
clip,KNN,10,IC,inam,tree,umbrella,0.775
clip,KNN,10,IC,inam,truck,airplane,0.65
clip,KNN,10,IC,inam,truck,apple,0.525
clip,KNN,10,IC,inam,truck,bicycle,0.725
clip,KNN,10,IC,inam,truck,chair,0.7
clip,KNN,10,IC,inam,truck,flower,0.675
clip,KNN,10,IC,inam,truck,fork,0.5
clip,KNN,10,IC,inam,truck,guitar,0.7
clip,KNN,10,IC,inam,truck,key,0.525
clip,KNN,10,IC,inam,truck,kite,0.55
clip,KNN,10,IC,inam,truck,lamp,0.6
clip,KNN,10,IC,inam,truck,leaf,0.675
clip,KNN,10,IC,inam,truck,spoon,0.55
clip,KNN,10,IC,inam,truck,tree,0.5
clip,KNN,10,IC,inam,truck,umbrella,0.5
clip,KNN,10,IC,inam,umbrella,airplane,0.5
clip,KNN,10,IC,inam,umbrella,apple,0.875
clip,KNN,10,IC,inam,umbrella,bicycle,0.975
clip,KNN,10,IC,inam,umbrella,chair,0.975
clip,KNN,10,IC,inam,umbrella,flower,0.925
clip,KNN,10,IC,inam,umbrella,fork,0.6
clip,KNN,10,IC,inam,umbrella,guitar,0.6
clip,KNN,10,IC,inam,umbrella,key,0.525
clip,KNN,10,IC,inam,umbrella,kite,0.675
clip,KNN,10,IC,inam,umbrella,lamp,0.6
clip,KNN,10,IC,inam,umbrella,leaf,0.75
clip,KNN,10,IC,inam,umbrella,spoon,0.725
clip,KNN,10,IC,inam,umbrella,tree,0.725
clip,KNN,10,IC,inam,umbrella,truck,0.55
clip,KNN,10,IC,anim,bear,bird,1.0
clip,KNN,10,IC,anim,bear,butterfly,1.0
clip,KNN,10,IC,anim,bear,cat,1.0
clip,KNN,10,IC,anim,bear,cow,0.95
clip,KNN,10,IC,anim,bear,dog,0.95
clip,KNN,10,IC,anim,bear,duck,1.0
clip,KNN,10,IC,anim,bear,elephant,0.475
clip,KNN,10,IC,anim,bear,fish,0.7
clip,KNN,10,IC,anim,bear,foot,0.925
clip,KNN,10,IC,anim,bear,frog,0.6
clip,KNN,10,IC,anim,bear,hand,1.0
clip,KNN,10,IC,anim,bear,rabbit,1.0
clip,KNN,10,IC,anim,bear,squirrel,1.0
clip,KNN,10,IC,anim,bear,turtle,1.0
clip,KNN,10,IC,anim,bird,bear,1.0
clip,KNN,10,IC,anim,bird,butterfly,1.0
clip,KNN,10,IC,anim,bird,cat,0.975
clip,KNN,10,IC,anim,bird,cow,1.0
clip,KNN,10,IC,anim,bird,dog,1.0
clip,KNN,10,IC,anim,bird,duck,0.9
clip,KNN,10,IC,anim,bird,elephant,1.0
