model,classifier,train_ims,condition,animacy,obj1,obj2,acc
convnext,logistic,200,Outline,inam,airplane,apple,1.0
convnext,logistic,200,Outline,inam,airplane,bike,1.0
convnext,logistic,200,Outline,inam,airplane,chair,0.575
convnext,logistic,200,Outline,inam,airplane,flower,0.725
convnext,logistic,200,Outline,inam,airplane,fork,0.65
convnext,logistic,200,Outline,inam,airplane,guitar,1.0
convnext,logistic,200,Outline,inam,airplane,key,0.5
convnext,logistic,200,Outline,inam,airplane,kite,0.55
convnext,logistic,200,Outline,inam,airplane,lamp,0.55
convnext,logistic,200,Outline,inam,airplane,leaf,0.5
convnext,logistic,200,Outline,inam,airplane,spoon,0.825
convnext,logistic,200,Outline,inam,airplane,tree,0.675
convnext,logistic,200,Outline,inam,airplane,truck,0.85
convnext,logistic,200,Outline,inam,airplane,umbrella,0.95
convnext,logistic,200,Outline,inam,apple,airplane,0.975
convnext,logistic,200,Outline,inam,apple,bike,1.0
convnext,logistic,200,Outline,inam,apple,chair,0.95
convnext,logistic,200,Outline,inam,apple,flower,0.575
convnext,logistic,200,Outline,inam,apple,fork,1.0
convnext,logistic,200,Outline,inam,apple,guitar,1.0
convnext,logistic,200,Outline,inam,apple,key,0.5
convnext,logistic,200,Outline,inam,apple,kite,0.5
convnext,logistic,200,Outline,inam,apple,lamp,0.525
convnext,logistic,200,Outline,inam,apple,leaf,0.5
convnext,logistic,200,Outline,inam,apple,spoon,0.8
convnext,logistic,200,Outline,inam,apple,tree,0.55
convnext,logistic,200,Outline,inam,apple,truck,0.5
convnext,logistic,200,Outline,inam,apple,umbrella,0.525
convnext,logistic,200,Outline,inam,bike,airplane,1.0
convnext,logistic,200,Outline,inam,bike,apple,1.0
convnext,logistic,200,Outline,inam,bike,chair,0.875
convnext,logistic,200,Outline,inam,bike,flower,1.0
convnext,logistic,200,Outline,inam,bike,fork,1.0
convnext,logistic,200,Outline,inam,bike,guitar,1.0
convnext,logistic,200,Outline,inam,bike,key,1.0
convnext,logistic,200,Outline,inam,bike,kite,1.0
convnext,logistic,200,Outline,inam,bike,lamp,1.0
convnext,logistic,200,Outline,inam,bike,leaf,1.0
convnext,logistic,200,Outline,inam,bike,spoon,1.0
