model,layer,classifier,train_ims,condition,animacy,obj1,obj2,acc
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,apple,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,bicycle,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,chair,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,flower,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,fork,0.525
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,guitar,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,key,0.6
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,kite,0.525
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,lamp,0.75
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,leaf,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,spoon,0.725
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,tree,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,truck,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,airplane,umbrella,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,apple,bicycle,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,apple,chair,0.475
vit,blocks.0.ls1,KNN,150,IC,inam,apple,flower,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,apple,fork,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,apple,guitar,0.475
vit,blocks.0.ls1,KNN,150,IC,inam,apple,key,0.475
vit,blocks.0.ls1,KNN,150,IC,inam,apple,kite,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,apple,lamp,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,apple,leaf,0.45
vit,blocks.0.ls1,KNN,150,IC,inam,apple,spoon,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,apple,tree,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,apple,truck,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,apple,umbrella,0.475
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,chair,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,flower,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,fork,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,guitar,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,key,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,kite,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,lamp,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,leaf,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,spoon,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,tree,0.425
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,truck,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,bicycle,umbrella,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,chair,flower,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,chair,fork,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,chair,guitar,0.475
vit,blocks.0.ls1,KNN,150,IC,inam,chair,key,0.45
vit,blocks.0.ls1,KNN,150,IC,inam,chair,kite,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,chair,lamp,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,chair,leaf,0.375
vit,blocks.0.ls1,KNN,150,IC,inam,chair,spoon,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,chair,tree,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,chair,truck,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,chair,umbrella,0.425
vit,blocks.0.ls1,KNN,150,IC,inam,flower,fork,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,flower,guitar,0.525
vit,blocks.0.ls1,KNN,150,IC,inam,flower,key,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,flower,kite,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,flower,lamp,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,flower,leaf,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,flower,spoon,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,flower,tree,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,flower,truck,0.55
vit,blocks.0.ls1,KNN,150,IC,inam,flower,umbrella,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,fork,guitar,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,fork,key,0.475
vit,blocks.0.ls1,KNN,150,IC,inam,fork,kite,0.475
vit,blocks.0.ls1,KNN,150,IC,inam,fork,lamp,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,fork,leaf,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,fork,spoon,0.45
vit,blocks.0.ls1,KNN,150,IC,inam,fork,tree,0.5
vit,blocks.0.ls1,KNN,150,IC,inam,fork,truck,0.5
