model,layer,corr,acc
vonenet_ff_ecoset,vone_block.output,-0.021025187907690878,0.5011904761904762
vonenet_ff_ecoset,model.V2.norm3_0,-0.12111621399846711,0.5073809523809524
vonenet_ff_ecoset,model.V4.norm3_0,0.07462058934512467,0.5154761904761904
vonenet_ff_ecoset,model.IT.norm3_0,0.03682200048777227,0.5111904761904762
vonenet_ff_ecoset,top,0.13693855683703257,0.5376190476190477
vonenet_ff_stylized-ecoset,vone_block.output,-0.030718478246631084,0.5009523809523809
vonenet_ff_stylized-ecoset,model.V2.norm3_0,0.04737690209070014,0.506547619047619
vonenet_ff_stylized-ecoset,model.V4.norm3_0,0.10268420131198926,0.5134523809523809
vonenet_ff_stylized-ecoset,model.IT.norm3_0,0.043130368488601224,0.505
vonenet_ff_stylized-ecoset,top,0.061999827392481444,0.5713690476190476
vonenet_r_ecoset,vone_block.output,-0.019800593004361836,0.5002380952380953
vonenet_r_ecoset,model.V2.norm3_1,0.15564321800342412,0.5073809523809525
vonenet_r_ecoset,model.V4.norm3_3,0.15800792711957154,0.5478571428571429
vonenet_r_ecoset,model.IT.norm3_1,0.06459737921693057,0.5580952380952381
vonenet_r_ecoset,top,-0.05823164220788712,0.662797619047619
vonenet_r_stylized-ecoset,vone_block.output,-0.013703990438533813,0.4996428571428571
vonenet_r_stylized-ecoset,model.V2.norm3_1,0.12204621557759651,0.511547619047619
vonenet_r_stylized-ecoset,model.V4.norm3_3,0.09318811137845041,0.5936904761904762
vonenet_r_stylized-ecoset,model.IT.norm3_1,0.045033446929312014,0.575595238095238
vonenet_r_stylized-ecoset,top,0.027383764043218257,0.6782738095238096
SayCam,layer1.2.relu,0.0674001367461218,0.5025000000000001
SayCam,layer2.3.relu,0.07515273453599916,0.5078571428571429
SayCam,layer3.5.relu,0.10042178036749969,0.5361904761904762
SayCam,layer4.2.relu,0.08801555726783353,0.5321428571428571
SayCam,top,0.12561403452957143,0.6030952380952381
cvcl,vision_encoder.model.layer1.2.relu,-0.0043513997797702585,0.5059523809523809
cvcl,vision_encoder.model.layer2.3.relu,0.07763782842395646,0.5133333333333333
cvcl,vision_encoder.model.layer3.5.relu,0.054599511353175645,0.5364285714285715
cvcl,vision_encoder.model.layer4.2.relu,0.011121579685792934,0.5195238095238095
cvcl,top,-0.014157666914715488,0.5678571428571428
convnext,features.1.0.block.6,0.10963777518147705,0.5002380952380953
convnext,features.1.1.block.6,0.16874684471378576,0.5028571428571428
convnext,features.1.2.block.6,0.10731789975961312,0.503452380952381
convnext,features.3.0.block.6,0.11826498213209431,0.5042857142857143
convnext,features.3.1.block.6,0.175651726317417,0.5028571428571428
convnext,features.3.2.block.6,0.023107180192173192,0.5079761904761906
convnext,features.5.0.block.6,0.0303664009368841,0.5096428571428572
convnext,features.5.1.block.6,0.06575686480330765,0.5085714285714287
convnext,features.5.2.block.6,-0.05903755276557126,0.5072619047619048
convnext,features.5.3.block.6,-0.03245630022089273,0.5170238095238096
convnext,features.5.4.block.6,0.10126402928526354,0.5175000000000001
convnext,features.5.5.block.6,0.09791408936080676,0.5213095238095239
convnext,features.5.6.block.6,-0.024738458860492637,0.5085714285714286
convnext,features.5.7.block.6,0.035027835082197006,0.5046428571428572
convnext,features.5.8.block.6,0.04277601502329836,0.5047619047619047
convnext,features.5.9.block.6,0.06399522475325352,0.5142857142857142
convnext,features.5.10.block.6,-0.05019183272410113,0.5098809523809523
convnext,features.5.11.block.6,0.10471599935138629,0.5204761904761904
convnext,features.5.12.block.6,-0.05832482632129641,0.5119047619047619
convnext,features.5.13.block.6,-0.07636848322141111,0.5105952380952381
convnext,features.5.14.block.6,0.07401987592925847,0.5107142857142857
convnext,features.5.15.block.6,0.1136898294288659,0.5115476190476191
convnext,features.5.16.block.6,-0.025605235249952483,0.5111904761904762
convnext,features.5.17.block.6,0.07287642549331205,0.5121428571428571
convnext,features.5.18.block.6,-0.0006652983939987904,0.5053571428571428
convnext,features.5.19.block.6,0.02446802798153823,0.5104761904761905
convnext,features.5.20.block.6,0.06842050023357465,0.5120238095238095
convnext,features.5.21.block.6,0.026072166847047697,0.5044047619047619
convnext,features.5.22.block.6,0.03832679131223342,0.5116666666666667
convnext,features.5.23.block.6,0.09362787952323633,0.516547619047619
convnext,features.5.24.block.6,0.1347397902088911,0.5264285714285715
convnext,features.5.25.block.6,0.07888623039995206,0.5186904761904763
convnext,features.5.26.block.6,0.11358525664964138,0.5157142857142858
convnext,features.7.0.block.6,0.1435011171013878,0.5508333333333334
convnext,features.7.1.block.6,0.0488309856489661,0.5392857142857143
convnext,features.7.2.block.6,0.051964925736754854,0.5296428571428572
convnext,top,-0.04466892478997066,0.6873809523809523
vit,blocks.0.ls2,-0.018339758900051652,0.5033333333333334
vit,blocks.1.ls2,0.04970525074048248,0.5022619047619047
vit,blocks.2.ls2,0.09176661559877451,0.5011904761904762
vit,blocks.3.ls2,-0.09821721599933471,0.5064285714285715
vit,blocks.4.ls2,0.02367670406297492,0.5104761904761905
vit,blocks.5.ls2,0.023089082926956557,0.5239285714285714
vit,blocks.6.ls2,0.13344068030432138,0.5194047619047619
vit,blocks.7.ls2,-0.005966837090098846,0.5432142857142856
vit,blocks.8.ls2,0.035729398318390414,0.5396428571428572
vit,blocks.9.ls2,0.033270277573215684,0.5338095238095237
vit,blocks.10.ls2,0.12453549329051838,0.5289285714285714
vit,blocks.11.ls2,0.18836741269292417,0.5252380952380953
vit,top,0.11676767083458235,0.6094642857142857
vit_dinov2,blocks.0.ls1,0.025794995244511013,0.5204761904761905
vit_dinov2,blocks.0.ls2,-0.0366118409435259,0.5021428571428571
vit_dinov2,blocks.1.ls1,0.0921002332163928,0.5032142857142857
vit_dinov2,blocks.1.ls2,-0.03285260592871196,0.5022619047619047
vit_dinov2,blocks.2.ls2,0.013943026378909552,0.5016666666666667
vit_dinov2,blocks.3.ls2,0.09698169002042865,0.5107142857142857
vit_dinov2,blocks.4.ls2,0.031198309450307868,0.5147619047619048
vit_dinov2,blocks.5.ls2,0.05114935320353977,0.5320238095238095
vit_dinov2,blocks.6.ls2,0.020454405953454265,0.5247619047619048
vit_dinov2,blocks.7.ls2,0.018249413217492013,0.5520238095238096
vit_dinov2,blocks.8.ls2,0.07007465030590257,0.5623809523809523
vit_dinov2,blocks.9.ls2,-0.060243581980025336,0.5922619047619049
vit_dinov2,blocks.10.ls2,0.013761238105638014,0.6182142857142856
vit_dinov2,blocks.11.ls2,-0.10017779986843264,0.690595238095238
vit_dinov2,top,-0.02804719342688953,0.966845238095238
clip_vit,visual.transformer.resblocks.0.ln_2,0.168835458007714,0.5047619047619047
clip_vit,visual.transformer.resblocks.1.ln_2,-0.12699778843164772,0.5039285714285714
