model,obj1,obj2,condition,train_acc,acc
voneresnet,airplane,apple,IC,1.0,0.6333333333333333
voneresnet,airplane,bike,IC,1.0,0.5
voneresnet,airplane,chair,IC,1.0,0.5333333333333333
voneresnet,airplane,flower,IC,1.0,0.7
voneresnet,airplane,fork,IC,1.0,0.7333333333333333
voneresnet,airplane,guitar,IC,1.0,0.43333333333333335
voneresnet,airplane,key,IC,1.0,0.5666666666666667
voneresnet,airplane,kite,IC,1.0,0.5666666666666667
voneresnet,airplane,lamp,IC,1.0,0.5
voneresnet,airplane,leaf,IC,1.0,0.4666666666666667
voneresnet,airplane,spoon,IC,1.0,0.43333333333333335
voneresnet,airplane,tree,IC,1.0,0.6
voneresnet,airplane,truck,IC,1.0,0.5666666666666667
voneresnet,airplane,umbrella,IC,1.0,0.4666666666666667
voneresnet,apple,airplane,IC,1.0,0.6333333333333333
voneresnet,apple,bike,IC,1.0,0.36666666666666664
voneresnet,apple,chair,IC,1.0,0.5333333333333333
voneresnet,apple,flower,IC,1.0,0.6
voneresnet,apple,fork,IC,1.0,0.6333333333333333
voneresnet,apple,guitar,IC,1.0,0.5666666666666667
voneresnet,apple,key,IC,1.0,0.43333333333333335
voneresnet,apple,kite,IC,1.0,0.6666666666666666
voneresnet,apple,lamp,IC,1.0,0.5
voneresnet,apple,leaf,IC,1.0,0.5666666666666667
voneresnet,apple,spoon,IC,1.0,0.5
voneresnet,apple,tree,IC,1.0,0.4
voneresnet,apple,truck,IC,1.0,0.7
voneresnet,apple,umbrella,IC,1.0,0.43333333333333335
voneresnet,bike,airplane,IC,1.0,0.6
voneresnet,bike,apple,IC,1.0,0.5
voneresnet,bike,chair,IC,1.0,0.4
voneresnet,bike,flower,IC,1.0,0.5666666666666667
voneresnet,bike,fork,IC,1.0,0.5666666666666667
voneresnet,bike,guitar,IC,1.0,0.5666666666666667
voneresnet,bike,key,IC,1.0,0.6333333333333333
voneresnet,bike,kite,IC,1.0,0.5666666666666667
voneresnet,bike,lamp,IC,1.0,0.36666666666666664
voneresnet,bike,leaf,IC,1.0,0.5
voneresnet,bike,spoon,IC,1.0,0.4666666666666667
voneresnet,bike,tree,IC,1.0,0.6333333333333333
voneresnet,bike,truck,IC,1.0,0.3333333333333333
voneresnet,bike,umbrella,IC,1.0,0.5333333333333333
voneresnet,chair,airplane,IC,1.0,0.5666666666666667
voneresnet,chair,apple,IC,1.0,0.4666666666666667
voneresnet,chair,bike,IC,1.0,0.36666666666666664
voneresnet,chair,flower,IC,1.0,0.5666666666666667
voneresnet,chair,fork,IC,1.0,0.36666666666666664
voneresnet,chair,guitar,IC,1.0,0.5
voneresnet,chair,key,IC,1.0,0.36666666666666664
voneresnet,chair,kite,IC,1.0,0.7333333333333333
voneresnet,chair,lamp,IC,1.0,0.4
voneresnet,chair,leaf,IC,1.0,0.6666666666666666
voneresnet,chair,spoon,IC,1.0,0.43333333333333335
voneresnet,chair,tree,IC,1.0,0.3333333333333333
voneresnet,chair,truck,IC,1.0,0.36666666666666664
voneresnet,chair,umbrella,IC,1.0,0.5
voneresnet,flower,airplane,IC,1.0,0.6333333333333333
voneresnet,flower,apple,IC,1.0,0.43333333333333335
voneresnet,flower,bike,IC,1.0,0.5
voneresnet,flower,chair,IC,1.0,0.7
voneresnet,flower,fork,IC,1.0,0.6333333333333333
voneresnet,flower,guitar,IC,1.0,0.36666666666666664
voneresnet,flower,key,IC,1.0,0.4666666666666667
voneresnet,flower,kite,IC,1.0,0.5
voneresnet,flower,lamp,IC,1.0,0.5666666666666667
voneresnet,flower,leaf,IC,1.0,0.4666666666666667
voneresnet,flower,spoon,IC,1.0,0.6666666666666666
voneresnet,flower,tree,IC,1.0,0.43333333333333335
voneresnet,flower,truck,IC,1.0,0.5666666666666667
voneresnet,flower,umbrella,IC,1.0,0.4
voneresnet,fork,airplane,IC,1.0,0.5333333333333333
voneresnet,fork,apple,IC,1.0,0.7333333333333333
voneresnet,fork,bike,IC,1.0,0.7
voneresnet,fork,chair,IC,1.0,0.6333333333333333
voneresnet,fork,flower,IC,1.0,0.6666666666666666
voneresnet,fork,guitar,IC,1.0,0.4
voneresnet,fork,key,IC,1.0,0.6
voneresnet,fork,kite,IC,1.0,0.6333333333333333
voneresnet,fork,lamp,IC,1.0,0.6
voneresnet,fork,leaf,IC,1.0,0.5666666666666667
voneresnet,fork,spoon,IC,1.0,0.6333333333333333
voneresnet,fork,tree,IC,1.0,0.6
voneresnet,fork,truck,IC,1.0,0.6
voneresnet,fork,umbrella,IC,1.0,0.5
voneresnet,guitar,airplane,IC,1.0,0.3333333333333333
voneresnet,guitar,apple,IC,1.0,0.6333333333333333
voneresnet,guitar,bike,IC,1.0,0.6
voneresnet,guitar,chair,IC,1.0,0.4
voneresnet,guitar,flower,IC,1.0,0.5
voneresnet,guitar,fork,IC,1.0,0.5666666666666667
voneresnet,guitar,key,IC,1.0,0.5333333333333333
voneresnet,guitar,kite,IC,1.0,0.5
voneresnet,guitar,lamp,IC,1.0,0.4
voneresnet,guitar,leaf,IC,1.0,0.5666666666666667
voneresnet,guitar,spoon,IC,1.0,0.7
voneresnet,guitar,tree,IC,1.0,0.5666666666666667
voneresnet,guitar,truck,IC,1.0,0.7666666666666667
voneresnet,guitar,umbrella,IC,1.0,0.43333333333333335
voneresnet,key,airplane,IC,1.0,0.5333333333333333
voneresnet,key,apple,IC,1.0,0.4666666666666667
voneresnet,key,bike,IC,1.0,0.3
voneresnet,key,chair,IC,1.0,0.2
voneresnet,key,flower,IC,1.0,0.4666666666666667
voneresnet,key,fork,IC,1.0,0.5333333333333333
voneresnet,key,guitar,IC,1.0,0.7
voneresnet,key,kite,IC,1.0,0.6
voneresnet,key,lamp,IC,1.0,0.5666666666666667
voneresnet,key,leaf,IC,1.0,0.4666666666666667
voneresnet,key,spoon,IC,1.0,0.6333333333333333
voneresnet,key,tree,IC,1.0,0.6333333333333333
voneresnet,key,truck,IC,1.0,0.43333333333333335
voneresnet,key,umbrella,IC,1.0,0.5333333333333333
voneresnet,kite,airplane,IC,1.0,0.3333333333333333
voneresnet,kite,apple,IC,1.0,0.4666666666666667
voneresnet,kite,bike,IC,1.0,0.43333333333333335
voneresnet,kite,chair,IC,1.0,0.6666666666666666
voneresnet,kite,flower,IC,1.0,0.4666666666666667
voneresnet,kite,fork,IC,1.0,0.5666666666666667
voneresnet,kite,guitar,IC,1.0,0.4666666666666667
voneresnet,kite,key,IC,1.0,0.43333333333333335
voneresnet,kite,lamp,IC,1.0,0.5333333333333333
voneresnet,kite,leaf,IC,1.0,0.43333333333333335
voneresnet,kite,spoon,IC,1.0,0.36666666666666664
voneresnet,kite,tree,IC,1.0,0.5666666666666667
voneresnet,kite,truck,IC,1.0,0.5333333333333333
voneresnet,kite,umbrella,IC,1.0,0.5
voneresnet,lamp,airplane,IC,1.0,0.5333333333333333
voneresnet,lamp,apple,IC,1.0,0.5333333333333333
voneresnet,lamp,bike,IC,1.0,0.5666666666666667
voneresnet,lamp,chair,IC,1.0,0.4666666666666667
voneresnet,lamp,flower,IC,1.0,0.5
voneresnet,lamp,fork,IC,1.0,0.5666666666666667
voneresnet,lamp,guitar,IC,1.0,0.5333333333333333
voneresnet,lamp,key,IC,1.0,0.5666666666666667
voneresnet,lamp,kite,IC,1.0,0.5333333333333333
voneresnet,lamp,leaf,IC,1.0,0.5
voneresnet,lamp,spoon,IC,1.0,0.5333333333333333
voneresnet,lamp,tree,IC,1.0,0.6
voneresnet,lamp,truck,IC,1.0,0.6
voneresnet,lamp,umbrella,IC,1.0,0.5666666666666667
voneresnet,leaf,airplane,IC,1.0,0.5333333333333333
voneresnet,leaf,apple,IC,1.0,0.6333333333333333
voneresnet,leaf,bike,IC,1.0,0.4
voneresnet,leaf,chair,IC,1.0,0.6666666666666666
voneresnet,leaf,flower,IC,1.0,0.4666666666666667
voneresnet,leaf,fork,IC,1.0,0.5333333333333333
voneresnet,leaf,guitar,IC,1.0,0.5
voneresnet,leaf,key,IC,1.0,0.6666666666666666
voneresnet,leaf,kite,IC,1.0,0.6
voneresnet,leaf,lamp,IC,1.0,0.5666666666666667
voneresnet,leaf,spoon,IC,1.0,0.5333333333333333
voneresnet,leaf,tree,IC,1.0,0.36666666666666664
voneresnet,leaf,truck,IC,1.0,0.6
voneresnet,leaf,umbrella,IC,1.0,0.4666666666666667
voneresnet,spoon,airplane,IC,1.0,0.5
voneresnet,spoon,apple,IC,1.0,0.36666666666666664
voneresnet,spoon,bike,IC,1.0,0.5
voneresnet,spoon,chair,IC,1.0,0.43333333333333335
voneresnet,spoon,flower,IC,1.0,0.5333333333333333
voneresnet,spoon,fork,IC,1.0,0.5666666666666667
voneresnet,spoon,guitar,IC,1.0,0.5666666666666667
voneresnet,spoon,key,IC,1.0,0.5
voneresnet,spoon,kite,IC,1.0,0.5
voneresnet,spoon,lamp,IC,1.0,0.6333333333333333
voneresnet,spoon,leaf,IC,1.0,0.5
voneresnet,spoon,tree,IC,1.0,0.5
voneresnet,spoon,truck,IC,1.0,0.5333333333333333
voneresnet,spoon,umbrella,IC,1.0,0.6333333333333333
voneresnet,tree,airplane,IC,1.0,0.6333333333333333
voneresnet,tree,apple,IC,1.0,0.5666666666666667
voneresnet,tree,bike,IC,1.0,0.5333333333333333
voneresnet,tree,chair,IC,1.0,0.4
voneresnet,tree,flower,IC,1.0,0.4666666666666667
voneresnet,tree,fork,IC,1.0,0.6
voneresnet,tree,guitar,IC,1.0,0.4
voneresnet,tree,key,IC,1.0,0.4666666666666667
voneresnet,tree,kite,IC,1.0,0.6
voneresnet,tree,lamp,IC,1.0,0.5
voneresnet,tree,leaf,IC,1.0,0.5333333333333333
voneresnet,tree,spoon,IC,1.0,0.6
voneresnet,tree,truck,IC,1.0,0.43333333333333335
voneresnet,tree,umbrella,IC,1.0,0.3333333333333333
voneresnet,truck,airplane,IC,1.0,0.5333333333333333
voneresnet,truck,apple,IC,1.0,0.43333333333333335
voneresnet,truck,bike,IC,1.0,0.5666666666666667
voneresnet,truck,chair,IC,1.0,0.5666666666666667
voneresnet,truck,flower,IC,1.0,0.5666666666666667
voneresnet,truck,fork,IC,1.0,0.6333333333333333
voneresnet,truck,guitar,IC,1.0,0.5666666666666667
voneresnet,truck,key,IC,1.0,0.5666666666666667
voneresnet,truck,kite,IC,1.0,0.5
voneresnet,truck,lamp,IC,1.0,0.5333333333333333
voneresnet,truck,leaf,IC,1.0,0.6333333333333333
voneresnet,truck,spoon,IC,1.0,0.43333333333333335
voneresnet,truck,tree,IC,1.0,0.36666666666666664
voneresnet,truck,umbrella,IC,1.0,0.6666666666666666
voneresnet,umbrella,airplane,IC,1.0,0.5
voneresnet,umbrella,apple,IC,1.0,0.6
voneresnet,umbrella,bike,IC,1.0,0.5
voneresnet,umbrella,chair,IC,1.0,0.5666666666666667
voneresnet,umbrella,flower,IC,1.0,0.6
voneresnet,umbrella,fork,IC,1.0,0.5333333333333333
voneresnet,umbrella,guitar,IC,1.0,0.4
voneresnet,umbrella,key,IC,1.0,0.36666666666666664
voneresnet,umbrella,kite,IC,1.0,0.5666666666666667
voneresnet,umbrella,lamp,IC,1.0,0.5666666666666667
voneresnet,umbrella,leaf,IC,1.0,0.5
voneresnet,umbrella,spoon,IC,1.0,0.5666666666666667
voneresnet,umbrella,tree,IC,1.0,0.4666666666666667
voneresnet,umbrella,truck,IC,1.0,0.4666666666666667
voneresnet,bear,bird,IC,1.0,0.6666666666666666
voneresnet,bear,butterfly,IC,1.0,0.6333333333333333
voneresnet,bear,cat,IC,1.0,0.3333333333333333
voneresnet,bear,cow,IC,1.0,0.6
voneresnet,bear,dog,IC,1.0,0.5666666666666667
voneresnet,bear,duck,IC,1.0,0.5333333333333333
voneresnet,bear,elephant,IC,1.0,0.6666666666666666
voneresnet,bear,fish,IC,1.0,0.5666666666666667
voneresnet,bear,foot,IC,1.0,0.6
voneresnet,bear,frog,IC,1.0,0.6
voneresnet,bear,hand,IC,1.0,0.5666666666666667
voneresnet,bear,rabbit,IC,1.0,0.5666666666666667
voneresnet,bear,squirrel,IC,1.0,0.6
voneresnet,bear,turtle,IC,1.0,0.5
voneresnet,bird,bear,IC,1.0,0.6
