sub,age,age_group,cond,duration,speed,target,distractor,acc
6036,3.05,3yrold,complete,0.2,slow,lamp,airplane,1
6036,3.05,3yrold,complete,0.2,slow,spoon,truck,1
6036,3.05,3yrold,complete,0.15,fast,fork,leaf,1
6036,3.05,3yrold,complete,0.15,fast,foot,rabbit,1
6036,3.05,3yrold,complete,0.15,fast,butterfly,deer,1
6036,3.05,3yrold,complete,0.1,fast,apple,watch,1
6036,3.05,3yrold,complete,0.1,fast,turtle,ant,0
6036,3.05,3yrold,complete,0.1,fast,squirrel,mouse,1
6036,3.05,3yrold,complete,0.1,fast,chair,flower,1
6036,3.05,3yrold,complete,0.1,fast,key,chair,1
6036,3.05,3yrold,complete,0.1,fast,umbrella,spoon,1
6036,3.05,3yrold,complete,0.1,fast,flower,tree,0
6036,3.05,3yrold,complete,0.1,fast,duck,foot,1
6036,3.05,3yrold,complete,0.1,fast,frog,dog,0
6036,3.05,3yrold,complete,0.1,fast,guitar,tree,1
6036,3.05,3yrold,complete,0.1,fast,dog,foot,0
6036,3.05,3yrold,complete,0.1,fast,fish,deer,1
6036,3.05,3yrold,complete,0.1,fast,cat,hand,1
6036,3.05,3yrold,complete,0.1,fast,kite,key,1
6036,3.05,3yrold,complete,0.1,fast,truck,tree,1
6036,3.05,3yrold,complete,0.1,fast,tree,truck,1
6037,3.06,3yrold,perturbed,0.3,intro,kite,apple,0
6037,3.06,3yrold,perturbed,0.3,intro,rabbit,mouse,1
6037,3.06,3yrold,perturbed,0.3,intro,flower,fork,0
6037,3.06,3yrold,perturbed,0.3,intro,key,bicycle,0
6037,3.06,3yrold,perturbed,0.35,,cat,frog,0
6037,3.06,3yrold,perturbed,0.35,,bicycle,kite,1
6037,3.06,3yrold,perturbed,0.35,,lamp,apple,0
6037,3.06,3yrold,perturbed,0.35,,umbrella,flower,1
6037,3.06,3yrold,perturbed,0.35,,spoon,tree,0
6037,3.06,3yrold,perturbed,0.35,,cow,foot,1
6037,3.06,3yrold,perturbed,0.35,,duck,foot,0
6037,3.06,3yrold,perturbed,0.35,,frog,bird,0
6037,3.06,3yrold,perturbed,0.35,,leaf,watch,0
6037,3.06,3yrold,perturbed,0.35,,bear,ant,1
6037,3.06,3yrold,perturbed,0.35,,butterfly,foot,1
6037,3.06,3yrold,perturbed,0.35,,guitar,toothbrush,0
6037,3.06,3yrold,perturbed,0.35,,foot,hand,0
6037,3.06,3yrold,perturbed,0.35,,turtle,cow,1
6037,3.06,3yrold,perturbed,0.35,,airplane,toothbrush,1
6037,3.06,3yrold,perturbed,0.35,,fork,bicycle,0
6037,3.06,3yrold,perturbed,0.35,,tree,lamp,1
6037,3.06,3yrold,perturbed,0.35,,bird,frog,1
6037,3.06,3yrold,perturbed,0.3,intro,chair,key,1
6037,3.06,3yrold,perturbed,0.3,intro,truck,umbrella,1
6037,3.06,3yrold,perturbed,0.3,intro,fish,turtle,1
6037,3.06,3yrold,perturbed,0.3,intro,squirrel,bird,0
6037,3.06,3yrold,perturbed,0.3,intro,apple,watch,0
6037,3.06,3yrold,perturbed,0.3,intro,hand,duck,1
6037,3.06,3yrold,perturbed,0.3,intro,dog,kangaroo,0
6037,3.06,3yrold,perturbed,0.3,intro,elephant,kangaroo,1
6038,3.36,3yrold,deleted,0.3,intro,bird,cow,0
6038,3.36,3yrold,deleted,0.3,intro,key,bicycle,0
6038,3.36,3yrold,deleted,0.35,,spoon,truck,0
6038,3.36,3yrold,deleted,0.35,,frog,cow,1
6038,3.36,3yrold,deleted,0.35,,lamp,apple,0
6038,3.36,3yrold,deleted,0.35,,leaf,flower,0
6038,3.36,3yrold,deleted,0.35,,guitar,umbrella,0
6038,3.36,3yrold,deleted,0.35,,truck,airplane,0
6038,3.36,3yrold,deleted,0.35,,airplane,bicycle,0
6038,3.36,3yrold,deleted,0.35,,apple,bicycle,1
6038,3.36,3yrold,deleted,0.35,,fork,toothbrush,0
6038,3.36,3yrold,deleted,0.35,,cat,dog,1
6038,3.36,3yrold,deleted,0.35,,tree,flower,1
6038,3.36,3yrold,deleted,0.35,,butterfly,elephant,0
6038,3.36,3yrold,deleted,0.35,,umbrella,guitar,0
6038,3.36,3yrold,deleted,0.35,,dog,hand,1
6038,3.36,3yrold,deleted,0.35,,turtle,ant,0
6038,3.36,3yrold,deleted,0.35,,kite,spoon,1
6038,3.36,3yrold,deleted,0.35,,chair,lamp,1
6038,3.36,3yrold,deleted,0.35,,bicycle,airplane,0
6038,3.36,3yrold,deleted,0.35,,bear,fish,1
6038,3.36,3yrold,deleted,0.35,,fish,penguin,0
6038,3.36,3yrold,deleted,0.35,,duck,frog,1
6038,3.36,3yrold,deleted,0.35,,foot,bird,1
6038,3.36,3yrold,deleted,0.35,,squirrel,kangaroo,0
6038,3.36,3yrold,deleted,0.35,,elephant,bird,1
6038,3.36,3yrold,deleted,0.35,,rabbit,elephant,1
6038,3.36,3yrold,deleted,0.3,intro,flower,tree,1
6038,3.36,3yrold,deleted,0.3,intro,hand,rabbit,1
6038,3.36,3yrold,deleted,0.3,intro,cow,cat,1
6039,3.95,3yrold,complete,0.3,intro,apple,kite,1
6039,3.95,3yrold,complete,0.3,intro,guitar,scissors,0
6039,3.95,3yrold,complete,0.3,intro,spoon,scissors,1
6039,3.95,3yrold,complete,0.3,intro,rabbit,foot,0
6039,3.95,3yrold,complete,0.3,intro,kite,key,0
6039,3.95,3yrold,complete,0.3,intro,lamp,apple,1
6039,3.95,3yrold,complete,0.3,intro,leaf,umbrella,1
6039,3.95,3yrold,complete,0.25,slow,fork,watch,1
6039,3.95,3yrold,complete,0.25,slow,hand,turtle,1
6039,3.95,3yrold,complete,0.25,slow,bear,ant,1
6039,3.95,3yrold,complete,0.2,slow,airplane,fork,1
6039,3.95,3yrold,complete,0.2,slow,duck,bear,1
6039,3.95,3yrold,complete,0.2,slow,turtle,rabbit,1
6039,3.95,3yrold,complete,0.2,slow,cow,hand,0
6039,3.95,3yrold,complete,0.2,slow,foot,bear,1
6039,3.95,3yrold,complete,0.2,slow,cat,penguin,1
6039,3.95,3yrold,complete,0.15,fast,bicycle,key,1
6039,3.95,3yrold,complete,0.15,fast,chair,key,1
6039,3.95,3yrold,complete,0.15,fast,flower,guitar,1
6039,3.95,3yrold,complete,0.1,fast,frog,hand,1
6039,3.95,3yrold,complete,0.1,fast,truck,flower,1
6039,3.95,3yrold,complete,0.1,fast,tree,chair,0
6039,3.95,3yrold,complete,0.1,fast,squirrel,kangaroo,0
6039,3.95,3yrold,complete,0.15,fast,fish,mouse,0
6039,3.95,3yrold,complete,0.15,fast,dog,foot,1
6039,3.95,3yrold,complete,0.15,fast,butterfly,cow,0
6039,3.95,3yrold,complete,0.15,fast,key,bicycle,1
6039,3.95,3yrold,complete,0.15,fast,bird,penguin,1
6039,3.95,3yrold,complete,0.15,fast,elephant,dog,0
6039,3.95,3yrold,complete,0.15,fast,umbrella,lamp,1
6040,3.53,3yrold,perturbed,0.3,intro,cat,ant,1
6040,3.53,3yrold,perturbed,0.3,intro,airplane,leaf,1
6040,3.53,3yrold,perturbed,0.25,slow,apple,tree,1
6040,3.53,3yrold,perturbed,0.25,slow,spoon,scissors,0
6040,3.53,3yrold,perturbed,0.25,slow,bird,kangaroo,1
6040,3.53,3yrold,perturbed,0.25,slow,chair,tree,0
6040,3.53,3yrold,perturbed,0.25,slow,rabbit,mouse,1
6040,3.53,3yrold,perturbed,0.25,slow,duck,ant,0
6040,3.53,3yrold,perturbed,0.25,slow,cow,bird,0
6040,3.53,3yrold,perturbed,0.25,slow,turtle,hand,1
6040,3.53,3yrold,perturbed,0.25,slow,foot,fish,1
6040,3.53,3yrold,perturbed,0.25,slow,bicycle,toothbrush,0
6040,3.53,3yrold,perturbed,0.25,slow,umbrella,airplane,0
6040,3.53,3yrold,perturbed,0.3,intro,bear,elephant,0
6040,3.53,3yrold,perturbed,0.3,intro,elephant,cow,1
6040,3.53,3yrold,perturbed,0.3,intro,flower,scissors,1
6040,3.53,3yrold,perturbed,0.3,intro,key,airplane,0
6040,3.53,3yrold,perturbed,0.3,intro,kite,tree,1
6040,3.53,3yrold,perturbed,0.3,intro,dog,kangaroo,1
6040,3.53,3yrold,perturbed,0.25,slow,lamp,key,1
6040,3.53,3yrold,perturbed,0.25,slow,frog,ant,1
6040,3.53,3yrold,perturbed,0.25,slow,hand,cow,1
6040,3.53,3yrold,perturbed,0.2,slow,squirrel,cat,1
6040,3.53,3yrold,perturbed,0.2,slow,tree,bicycle,0
6040,3.53,3yrold,perturbed,0.2,slow,fish,dog,1
6040,3.53,3yrold,perturbed,0.2,slow,fork,scissors,0
6040,3.53,3yrold,perturbed,0.2,slow,butterfly,bear,1
6040,3.53,3yrold,perturbed,0.2,slow,leaf,airplane,0
6040,3.53,3yrold,perturbed,0.2,slow,guitar,glasses,1
6040,3.53,3yrold,perturbed,0.2,slow,truck,spoon,1
6041,3.62,3yrold,deleted,0.3,intro,tree,chair,1
6041,3.62,3yrold,deleted,0.3,intro,guitar,spoon,1
6041,3.62,3yrold,deleted,0.25,slow,bear,penguin,1
6041,3.62,3yrold,deleted,0.25,slow,hand,duck,1
6041,3.62,3yrold,deleted,0.25,slow,airplane,umbrella,0
6041,3.62,3yrold,deleted,0.25,slow,leaf,guitar,1
6041,3.62,3yrold,deleted,0.25,slow,truck,toothbrush,1
6041,3.62,3yrold,deleted,0.2,slow,chair,umbrella,1
6041,3.62,3yrold,deleted,0.2,slow,dog,hand,1
6041,3.62,3yrold,deleted,0.2,slow,fork,lamp,1
6041,3.62,3yrold,deleted,0.2,slow,frog,cow,0
6041,3.62,3yrold,deleted,0.2,slow,bicycle,umbrella,1
6041,3.62,3yrold,deleted,0.2,slow,umbrella,fork,1
6041,3.62,3yrold,deleted,0.15,fast,foot,fish,1
6041,3.62,3yrold,deleted,0.15,fast,elephant,turtle,1
6041,3.62,3yrold,deleted,0.15,fast,rabbit,dog,1
6041,3.62,3yrold,deleted,0.1,fast,fish,kangaroo,1
6041,3.62,3yrold,deleted,0.1,fast,turtle,mouse,0
6041,3.62,3yrold,deleted,0.1,fast,bird,squirrel,0
6041,3.62,3yrold,deleted,0.15,fast,apple,fork,0
6041,3.62,3yrold,deleted,0.15,fast,spoon,umbrella,1
6041,3.62,3yrold,deleted,0.15,fast,cow,deer,1
6041,3.62,3yrold,deleted,0.1,fast,cat,elephant,1
6041,3.62,3yrold,deleted,0.1,fast,flower,key,1
6041,3.62,3yrold,deleted,0.1,fast,key,truck,0
6041,3.62,3yrold,deleted,0.1,fast,butterfly,rabbit,1
6041,3.62,3yrold,deleted,0.1,fast,duck,turtle,0
6041,3.62,3yrold,deleted,0.1,fast,kite,fork,1
6041,3.62,3yrold,deleted,0.1,fast,squirrel,turtle,1
6041,3.62,3yrold,deleted,0.1,fast,lamp,fork,1
6042,3.85,3yrold,complete,0.3,intro,frog,hand,0
6042,3.85,3yrold,complete,0.3,intro,bicycle,umbrella,1
6042,3.85,3yrold,complete,0.3,intro,kite,scissors,1
6042,3.85,3yrold,complete,0.25,slow,elephant,ant,1
6042,3.85,3yrold,complete,0.25,slow,truck,key,1
6042,3.85,3yrold,complete,0.25,slow,cat,foot,1
6042,3.85,3yrold,complete,0.2,slow,leaf,apple,1
6042,3.85,3yrold,complete,0.2,slow,bird,frog,1
6042,3.85,3yrold,complete,0.2,slow,turtle,deer,1
6042,3.85,3yrold,complete,0.15,fast,hand,duck,1
6042,3.85,3yrold,complete,0.15,fast,cow,squirrel,1
6042,3.85,3yrold,complete,0.15,fast,tree,kite,1
6042,3.85,3yrold,complete,0.1,fast,spoon,chair,1
6042,3.85,3yrold,complete,0.1,fast,dog,butterfly,1
6042,3.85,3yrold,complete,0.1,fast,umbrella,flower,1
6042,3.85,3yrold,complete,0.1,fast,squirrel,bear,1
6042,3.85,3yrold,complete,0.1,fast,flower,tree,0
6042,3.85,3yrold,complete,0.1,fast,foot,ant,0
6042,3.85,3yrold,complete,0.15,fast,duck,ant,0
6042,3.85,3yrold,complete,0.15,fast,butterfly,rabbit,1
6042,3.85,3yrold,complete,0.15,fast,key,chair,0
6042,3.85,3yrold,complete,0.15,fast,apple,flower,1
6042,3.85,3yrold,complete,0.15,fast,airplane,spoon,1
6042,3.85,3yrold,complete,0.1,fast,lamp,kite,1
6042,3.85,3yrold,complete,0.1,fast,chair,bicycle,1
6042,3.85,3yrold,complete,0.1,fast,rabbit,foot,1
6042,3.85,3yrold,complete,0.1,fast,fork,key,1
6042,3.85,3yrold,complete,0.1,fast,fish,rabbit,1
6042,3.85,3yrold,complete,0.1,fast,bear,dog,1
6042,3.85,3yrold,complete,0.1,fast,guitar,glasses,1
6043,4.25,4yrold,perturbed,0.3,intro,cow,dog,1
6043,4.25,4yrold,perturbed,0.3,intro,tree,toothbrush,0
6043,4.25,4yrold,perturbed,0.3,intro,dog,foot,0
6043,4.25,4yrold,perturbed,0.3,intro,butterfly,rabbit,1
6043,4.25,4yrold,perturbed,0.3,intro,chair,spoon,1
6043,4.25,4yrold,perturbed,0.25,slow,lamp,bicycle,1
6043,4.25,4yrold,perturbed,0.25,slow,frog,elephant,0
6043,4.25,4yrold,perturbed,0.25,slow,foot,dog,0
6043,4.25,4yrold,perturbed,0.25,slow,guitar,apple,1
6043,4.25,4yrold,perturbed,0.25,slow,cat,dog,1
6043,4.25,4yrold,perturbed,0.2,slow,key,guitar,1
6043,4.25,4yrold,perturbed,0.2,slow,bear,cat,1
6043,4.25,4yrold,perturbed,0.2,slow,bird,cow,1
6043,4.25,4yrold,perturbed,0.15,fast,bicycle,lamp,1
6043,4.25,4yrold,perturbed,0.15,fast,squirrel,fish,0
6043,4.25,4yrold,perturbed,0.15,fast,kite,guitar,1
6043,4.25,4yrold,perturbed,0.15,fast,umbrella,guitar,1
6043,4.25,4yrold,perturbed,0.1,fast,duck,hand,1
6043,4.25,4yrold,perturbed,0.1,fast,elephant,turtle,1
6043,4.25,4yrold,perturbed,0.1,fast,turtle,dog,0
6043,4.25,4yrold,perturbed,0.1,fast,apple,lamp,1
6043,4.25,4yrold,perturbed,0.1,fast,fish,bird,1
6043,4.25,4yrold,perturbed,0.1,fast,airplane,leaf,1
6043,4.25,4yrold,perturbed,0.1,fast,rabbit,elephant,1
6043,4.25,4yrold,perturbed,0.1,fast,leaf,key,1
6043,4.25,4yrold,perturbed,0.1,fast,flower,fork,0
6043,4.25,4yrold,perturbed,0.1,fast,hand,foot,1
6043,4.25,4yrold,perturbed,0.1,fast,truck,guitar,0
6043,4.25,4yrold,perturbed,0.1,fast,spoon,truck,0
6043,4.25,4yrold,perturbed,0.1,fast,fork,bicycle,1
6044,3.83,3yrold,deleted,0.3,intro,guitar,truck,1
6044,3.83,3yrold,deleted,0.3,intro,butterfly,frog,0
6044,3.83,3yrold,deleted,0.3,intro,rabbit,elephant,1
6044,3.83,3yrold,deleted,0.3,intro,truck,airplane,0
6044,3.83,3yrold,deleted,0.3,intro,cat,mouse,1
6044,3.83,3yrold,deleted,0.3,intro,bear,foot,0
6044,3.83,3yrold,deleted,0.3,intro,kite,chair,0
6044,3.83,3yrold,deleted,0.35,,elephant,fish,0
6044,3.83,3yrold,deleted,0.35,,flower,spoon,0
6044,3.83,3yrold,deleted,0.35,,airplane,flower,0
6044,3.83,3yrold,deleted,0.35,,hand,dog,1
6044,3.83,3yrold,deleted,0.35,,chair,apple,0
6044,3.83,3yrold,deleted,0.35,,umbrella,toothbrush,0
6044,3.83,3yrold,deleted,0.35,,duck,deer,1
6044,3.83,3yrold,deleted,0.35,,foot,cow,0
6044,3.83,3yrold,deleted,0.35,,bird,kangaroo,1
6044,3.83,3yrold,deleted,0.35,,apple,leaf,1
6044,3.83,3yrold,deleted,0.3,intro,turtle,butterfly,1
6044,3.83,3yrold,deleted,0.3,intro,lamp,airplane,1
6044,3.83,3yrold,deleted,0.3,intro,dog,hand,0
6044,3.83,3yrold,deleted,0.3,intro,fork,glasses,0
6044,3.83,3yrold,deleted,0.3,intro,leaf,glasses,1
6044,3.83,3yrold,deleted,0.3,intro,fish,elephant,0
6044,3.83,3yrold,deleted,0.3,intro,squirrel,ant,0
6044,3.83,3yrold,deleted,0.3,intro,bicycle,flower,1
6044,3.83,3yrold,deleted,0.3,intro,frog,penguin,1
6044,3.83,3yrold,deleted,0.3,intro,spoon,truck,0
6044,3.83,3yrold,deleted,0.3,intro,tree,key,1
6044,3.83,3yrold,deleted,0.3,intro,cow,fish,0
6044,3.83,3yrold,deleted,0.3,intro,key,chair,1
6045,5.52,5yrold,deleted,0.3,intro,bear,ant,0
6045,5.52,5yrold,deleted,0.3,intro,frog,deer,0
6045,5.52,5yrold,deleted,0.35,,chair,leaf,0
6045,5.52,5yrold,deleted,0.35,,bicycle,airplane,1
6045,5.52,5yrold,deleted,0.35,,lamp,fork,1
6045,5.52,5yrold,deleted,0.3,intro,duck,deer,1
6045,5.52,5yrold,deleted,0.3,intro,fish,ant,1
6045,5.52,5yrold,deleted,0.3,intro,spoon,flower,1
6045,5.52,5yrold,deleted,0.3,intro,fork,spoon,0
6045,5.52,5yrold,deleted,0.3,intro,kite,airplane,1
6045,5.52,5yrold,deleted,0.3,intro,elephant,fish,0
6045,5.52,5yrold,deleted,0.3,intro,bird,duck,0
6045,5.52,5yrold,deleted,0.3,intro,rabbit,squirrel,1
6045,5.52,5yrold,deleted,0.3,intro,hand,bear,1
6045,5.52,5yrold,deleted,0.25,slow,turtle,ant,1
6045,5.52,5yrold,deleted,0.25,slow,guitar,fork,1
6045,5.52,5yrold,deleted,0.25,slow,leaf,glasses,1
6045,5.52,5yrold,deleted,0.25,slow,cat,butterfly,0
6045,5.52,5yrold,deleted,0.25,slow,airplane,truck,1
6045,5.52,5yrold,deleted,0.25,slow,tree,umbrella,1
6045,5.52,5yrold,deleted,0.2,slow,umbrella,guitar,1
6045,5.52,5yrold,deleted,0.2,slow,dog,bear,1
6045,5.52,5yrold,deleted,0.2,slow,cow,dog,1
6045,5.52,5yrold,deleted,0.15,fast,butterfly,bear,1
6045,5.52,5yrold,deleted,0.15,fast,squirrel,frog,0
6045,5.52,5yrold,deleted,0.15,fast,truck,key,1
6045,5.52,5yrold,deleted,0.15,fast,apple,scissors,1
6045,5.52,5yrold,deleted,0.1,fast,key,bicycle,1
6045,5.52,5yrold,deleted,0.1,fast,foot,bear,0
6045,5.52,5yrold,deleted,0.1,fast,flower,key,0
6046,5.02,5yrold,complete,0.3,intro,foot,cow,1
6046,5.02,5yrold,complete,0.3,intro,kite,glasses,0
6046,5.02,5yrold,complete,0.3,intro,fish,mouse,1
6046,5.02,5yrold,complete,0.3,intro,leaf,truck,1
6046,5.02,5yrold,complete,0.25,slow,elephant,turtle,1
6046,5.02,5yrold,complete,0.25,slow,squirrel,frog,1
6046,5.02,5yrold,complete,0.25,slow,spoon,guitar,1
6046,5.02,5yrold,complete,0.2,slow,truck,umbrella,1
6046,5.02,5yrold,complete,0.2,slow,guitar,tree,1
6046,5.02,5yrold,complete,0.2,slow,turtle,bird,1
6046,5.02,5yrold,complete,0.15,fast,dog,butterfly,1
6046,5.02,5yrold,complete,0.15,fast,chair,tree,1
6046,5.02,5yrold,complete,0.15,fast,cow,frog,1
6046,5.02,5yrold,complete,0.1,fast,bird,kangaroo,1
6046,5.02,5yrold,complete,0.1,fast,rabbit,elephant,1
6046,5.02,5yrold,complete,0.1,fast,bear,penguin,1
6046,5.02,5yrold,complete,0.1,fast,fork,bicycle,1
6046,5.02,5yrold,complete,0.1,fast,cat,bird,1
6046,5.02,5yrold,complete,0.1,fast,lamp,spoon,1
6046,5.02,5yrold,complete,0.1,fast,bicycle,flower,1
6046,5.02,5yrold,complete,0.1,fast,flower,glasses,1
6046,5.02,5yrold,complete,0.1,fast,tree,glasses,1
6046,5.02,5yrold,complete,0.1,fast,umbrella,chair,1
6046,5.02,5yrold,complete,0.1,fast,frog,mouse,1
6046,5.02,5yrold,complete,0.1,fast,airplane,glasses,1
6046,5.02,5yrold,complete,0.1,fast,key,watch,1
6046,5.02,5yrold,complete,0.1,fast,butterfly,rabbit,1
6046,5.02,5yrold,complete,0.1,fast,duck,cow,1
6046,5.02,5yrold,complete,0.1,fast,apple,airplane,1
6046,5.02,5yrold,complete,0.1,fast,hand,frog,1
6047,5.74,5yrold,perturbed,0.3,intro,cow,bird,1
6047,5.74,5yrold,perturbed,0.3,intro,flower,kite,1
6047,5.74,5yrold,perturbed,0.25,slow,rabbit,mouse,1
6047,5.74,5yrold,perturbed,0.25,slow,foot,turtle,1
6047,5.74,5yrold,perturbed,0.25,slow,fish,squirrel,1
6047,5.74,5yrold,perturbed,0.2,slow,bear,duck,1
6047,5.74,5yrold,perturbed,0.2,slow,spoon,flower,1
6047,5.74,5yrold,perturbed,0.2,slow,airplane,flower,1
6047,5.74,5yrold,perturbed,0.15,fast,tree,kite,1
6047,5.74,5yrold,perturbed,0.15,fast,turtle,squirrel,0
6047,5.74,5yrold,perturbed,0.15,fast,lamp,truck,1
6047,5.74,5yrold,perturbed,0.15,fast,key,flower,1
6047,5.74,5yrold,perturbed,0.15,fast,elephant,dog,0
6047,5.74,5yrold,perturbed,0.15,fast,apple,scissors,1
6047,5.74,5yrold,perturbed,0.15,fast,bicycle,truck,1
6047,5.74,5yrold,perturbed,0.1,fast,duck,frog,1
6047,5.74,5yrold,perturbed,0.1,fast,truck,scissors,1
6047,5.74,5yrold,perturbed,0.1,fast,dog,duck,1
6047,5.74,5yrold,perturbed,0.1,fast,chair,bicycle,1
6047,5.74,5yrold,perturbed,0.1,fast,umbrella,chair,1
6047,5.74,5yrold,perturbed,0.1,fast,hand,deer,1
6047,5.74,5yrold,perturbed,0.1,fast,frog,foot,1
6047,5.74,5yrold,perturbed,0.1,fast,guitar,kite,1
6047,5.74,5yrold,perturbed,0.1,fast,squirrel,frog,1
6047,5.74,5yrold,perturbed,0.1,fast,cat,ant,0
6047,5.74,5yrold,perturbed,0.1,fast,leaf,scissors,0
6047,5.74,5yrold,perturbed,0.1,fast,butterfly,ant,1
6047,5.74,5yrold,perturbed,0.1,fast,kite,spoon,1
6047,5.74,5yrold,perturbed,0.1,fast,fork,tree,1
6047,5.74,5yrold,perturbed,0.1,fast,bird,penguin,1
6048,5.01,5yrold,deleted,0.3,intro,lamp,umbrella,1
6048,5.01,5yrold,deleted,0.3,intro,airplane,glasses,0
6048,5.01,5yrold,deleted,0.3,intro,squirrel,kangaroo,0
6048,5.01,5yrold,deleted,0.35,,bird,mouse,0
6048,5.01,5yrold,deleted,0.35,,cow,dog,1
6048,5.01,5yrold,deleted,0.35,,rabbit,bird,1
6048,5.01,5yrold,deleted,0.3,intro,frog,penguin,1
6048,5.01,5yrold,deleted,0.3,intro,duck,dog,0
6048,5.01,5yrold,deleted,0.3,intro,hand,deer,0
6048,5.01,5yrold,deleted,0.3,intro,umbrella,apple,1
6048,5.01,5yrold,deleted,0.3,intro,spoon,key,1
6048,5.01,5yrold,deleted,0.25,slow,tree,toothbrush,1
6048,5.01,5yrold,deleted,0.25,slow,elephant,frog,1
6048,5.01,5yrold,deleted,0.25,slow,fork,tree,1
6048,5.01,5yrold,deleted,0.2,slow,butterfly,squirrel,1
6048,5.01,5yrold,deleted,0.2,slow,dog,turtle,1
6048,5.01,5yrold,deleted,0.2,slow,kite,apple,1
6048,5.01,5yrold,deleted,0.15,fast,leaf,watch,1
6048,5.01,5yrold,deleted,0.15,fast,chair,leaf,1
6048,5.01,5yrold,deleted,0.15,fast,fish,squirrel,1
6048,5.01,5yrold,deleted,0.1,fast,cat,bird,1
6048,5.01,5yrold,deleted,0.1,fast,bear,ant,1
6048,5.01,5yrold,deleted,0.1,fast,flower,leaf,1
6048,5.01,5yrold,deleted,0.1,fast,foot,rabbit,1
6048,5.01,5yrold,deleted,0.1,fast,turtle,bird,0
6048,5.01,5yrold,deleted,0.1,fast,guitar,airplane,1
6048,5.01,5yrold,deleted,0.1,fast,bicycle,lamp,0
6048,5.01,5yrold,deleted,0.1,fast,key,fork,1
6048,5.01,5yrold,deleted,0.1,fast,apple,lamp,1
6048,5.01,5yrold,deleted,0.1,fast,truck,tree,0
6049,5.72,5yrold,complete,0.3,intro,dog,rabbit,1
6049,5.72,5yrold,complete,0.3,intro,hand,deer,1
6049,5.72,5yrold,complete,0.25,slow,truck,bicycle,1
6049,5.72,5yrold,complete,0.25,slow,elephant,butterfly,1
6049,5.72,5yrold,complete,0.25,slow,lamp,key,1
6049,5.72,5yrold,complete,0.2,slow,fork,watch,1
6049,5.72,5yrold,complete,0.2,slow,fish,squirrel,1
6049,5.72,5yrold,complete,0.2,slow,foot,dog,1
6049,5.72,5yrold,complete,0.15,fast,bicycle,scissors,1
6049,5.72,5yrold,complete,0.15,fast,duck,cow,1
6049,5.72,5yrold,complete,0.15,fast,squirrel,penguin,1
6049,5.72,5yrold,complete,0.1,fast,flower,toothbrush,1
6049,5.72,5yrold,complete,0.1,fast,bear,ant,1
6049,5.72,5yrold,complete,0.1,fast,cat,turtle,1
6049,5.72,5yrold,complete,0.1,fast,chair,apple,1
6049,5.72,5yrold,complete,0.1,fast,guitar,scissors,1
6049,5.72,5yrold,complete,0.1,fast,airplane,chair,1
6049,5.72,5yrold,complete,0.1,fast,cow,elephant,1
6049,5.72,5yrold,complete,0.1,fast,spoon,key,1
6049,5.72,5yrold,complete,0.1,fast,apple,kite,1
6049,5.72,5yrold,complete,0.1,fast,rabbit,cow,1
6049,5.72,5yrold,complete,0.1,fast,turtle,mouse,0
6049,5.72,5yrold,complete,0.1,fast,leaf,spoon,1
6049,5.72,5yrold,complete,0.1,fast,butterfly,frog,1
6049,5.72,5yrold,complete,0.1,fast,bird,hand,0
6049,5.72,5yrold,complete,0.1,fast,key,truck,1
6049,5.72,5yrold,complete,0.1,fast,tree,leaf,1
6049,5.72,5yrold,complete,0.1,fast,frog,dog,0
6049,5.72,5yrold,complete,0.1,fast,kite,leaf,1
6049,5.72,5yrold,complete,0.1,fast,umbrella,truck,1
6050,5.9,5yrold,perturbed,0.3,intro,cow,mouse,0
6050,5.9,5yrold,perturbed,0.3,intro,leaf,toothbrush,1
6050,5.9,5yrold,perturbed,0.3,intro,lamp,toothbrush,1
6050,5.9,5yrold,perturbed,0.25,slow,dog,turtle,1
6050,5.9,5yrold,perturbed,0.25,slow,frog,butterfly,0
6050,5.9,5yrold,perturbed,0.25,slow,bird,elephant,1
6050,5.9,5yrold,perturbed,0.25,slow,rabbit,foot,1
6050,5.9,5yrold,perturbed,0.2,slow,hand,cow,1
6050,5.9,5yrold,perturbed,0.2,slow,kite,tree,1
6050,5.9,5yrold,perturbed,0.2,slow,guitar,key,1
6050,5.9,5yrold,perturbed,0.15,fast,duck,penguin,1
6050,5.9,5yrold,perturbed,0.15,fast,fish,penguin,1
6050,5.9,5yrold,perturbed,0.15,fast,butterfly,cat,0
6050,5.9,5yrold,perturbed,0.15,fast,truck,key,1
6050,5.9,5yrold,perturbed,0.15,fast,flower,toothbrush,1
6050,5.9,5yrold,perturbed,0.1,fast,bear,kangaroo,1
6050,5.9,5yrold,perturbed,0.1,fast,key,spoon,1
6050,5.9,5yrold,perturbed,0.1,fast,cat,cow,1
6050,5.9,5yrold,perturbed,0.1,fast,umbrella,apple,1
6050,5.9,5yrold,perturbed,0.1,fast,fork,glasses,0
6050,5.9,5yrold,perturbed,0.1,fast,elephant,penguin,1
6050,5.9,5yrold,perturbed,0.1,fast,turtle,duck,1
6050,5.9,5yrold,perturbed,0.1,fast,squirrel,hand,1
6050,5.9,5yrold,perturbed,0.1,fast,spoon,key,1
6050,5.9,5yrold,perturbed,0.1,fast,airplane,scissors,1
6050,5.9,5yrold,perturbed,0.1,fast,chair,key,1
6050,5.9,5yrold,perturbed,0.1,fast,tree,truck,1
