model,obj1,obj2,condition,train_acc,acc
cornets,airplane,apple,Pert,1.0,0.5
cornets,airplane,bike,Pert,1.0,0.85
cornets,airplane,chair,Pert,1.0,0.7
cornets,airplane,flower,Pert,0.9960000000000001,0.3
cornets,airplane,fork,Pert,1.0,0.55
cornets,airplane,guitar,Pert,0.9970000000000001,0.4
cornets,airplane,key,Pert,0.998,0.3
cornets,airplane,kite,Pert,0.998,0.25
cornets,airplane,lamp,Pert,0.998,0.2
cornets,airplane,leaf,Pert,0.998,0.5
cornets,airplane,spoon,Pert,0.999,0.2
cornets,airplane,tree,Pert,0.999,0.7
cornets,airplane,truck,Pert,0.999,0.85
cornets,airplane,umbrella,Pert,1.0,0.35
cornets,apple,airplane,Pert,1.0,0.6
cornets,apple,bike,Pert,0.999,0.55
cornets,apple,chair,Pert,1.0,0.6
cornets,apple,flower,Pert,1.0,0.7
cornets,apple,fork,Pert,0.999,0.65
cornets,apple,guitar,Pert,0.999,0.65
cornets,apple,key,Pert,0.999,0.55
cornets,apple,kite,Pert,0.999,0.5
cornets,apple,lamp,Pert,0.999,0.7
cornets,apple,leaf,Pert,0.9950000000000001,0.45
cornets,apple,spoon,Pert,1.0,0.65
cornets,apple,tree,Pert,1.0,0.7
cornets,apple,truck,Pert,1.0,0.6
cornets,apple,umbrella,Pert,0.999,0.45
cornets,bike,airplane,Pert,1.0,0.65
cornets,bike,apple,Pert,1.0,0.45
cornets,bike,chair,Pert,1.0,0.7
cornets,bike,flower,Pert,1.0,0.45
cornets,bike,fork,Pert,0.999,0.9
cornets,bike,guitar,Pert,1.0,0.45
cornets,bike,key,Pert,0.999,0.15
cornets,bike,kite,Pert,1.0,0.3
cornets,bike,lamp,Pert,1.0,0.85
cornets,bike,leaf,Pert,0.99,0.35
cornets,bike,spoon,Pert,0.999,0.55
cornets,bike,tree,Pert,1.0,0.55
cornets,bike,truck,Pert,1.0,0.7
cornets,bike,umbrella,Pert,1.0,0.3
cornets,chair,airplane,Pert,1.0,0.55
cornets,chair,apple,Pert,1.0,0.9
cornets,chair,bike,Pert,0.999,0.75
cornets,chair,flower,Pert,1.0,0.6
cornets,chair,fork,Pert,0.998,0.95
cornets,chair,guitar,Pert,0.999,0.7
cornets,chair,key,Pert,0.999,0.55
cornets,chair,kite,Pert,1.0,0.5
cornets,chair,lamp,Pert,1.0,0.55
cornets,chair,leaf,Pert,0.9950000000000001,0.6
cornets,chair,spoon,Pert,1.0,0.7
cornets,chair,tree,Pert,1.0,0.75
cornets,chair,truck,Pert,1.0,1.0
cornets,chair,umbrella,Pert,1.0,0.5
cornets,flower,airplane,Pert,0.999,0.5
cornets,flower,apple,Pert,0.999,0.55
cornets,flower,bike,Pert,0.999,0.3
cornets,flower,chair,Pert,1.0,0.45
cornets,flower,fork,Pert,0.998,0.55
cornets,flower,guitar,Pert,0.999,0.65
cornets,flower,key,Pert,1.0,0.65
cornets,flower,kite,Pert,0.998,0.45
cornets,flower,lamp,Pert,1.0,0.65
cornets,flower,leaf,Pert,1.0,0.45
cornets,flower,spoon,Pert,0.999,0.65
cornets,flower,tree,Pert,0.998,0.5
cornets,flower,truck,Pert,0.998,0.6
cornets,flower,umbrella,Pert,1.0,0.55
cornets,fork,airplane,Pert,0.999,0.35
cornets,fork,apple,Pert,1.0,0.45
cornets,fork,bike,Pert,0.999,0.7
cornets,fork,chair,Pert,1.0,0.55
cornets,fork,flower,Pert,0.998,0.6
cornets,fork,guitar,Pert,0.998,0.65
cornets,fork,key,Pert,0.998,0.45
cornets,fork,kite,Pert,0.9960000000000001,0.9
cornets,fork,lamp,Pert,1.0,0.5
cornets,fork,leaf,Pert,0.999,0.55
cornets,fork,spoon,Pert,0.998,0.5
cornets,fork,tree,Pert,1.0,0.75
cornets,fork,truck,Pert,1.0,0.6
cornets,fork,umbrella,Pert,0.999,0.55
cornets,guitar,airplane,Pert,0.999,0.15
cornets,guitar,apple,Pert,1.0,0.75
cornets,guitar,bike,Pert,1.0,0.6
cornets,guitar,chair,Pert,0.999,0.65
cornets,guitar,flower,Pert,0.999,0.6
cornets,guitar,fork,Pert,0.998,0.65
cornets,guitar,key,Pert,1.0,0.5
cornets,guitar,kite,Pert,1.0,0.6
cornets,guitar,lamp,Pert,0.999,0.65
cornets,guitar,leaf,Pert,0.9960000000000001,0.9
cornets,guitar,spoon,Pert,0.999,0.6
cornets,guitar,tree,Pert,1.0,0.9
cornets,guitar,truck,Pert,0.999,0.65
cornets,guitar,umbrella,Pert,0.999,0.45
cornets,key,airplane,Pert,0.999,0.45
cornets,key,apple,Pert,0.9970000000000001,0.65
cornets,key,bike,Pert,0.998,0.2
cornets,key,chair,Pert,0.999,0.5
cornets,key,flower,Pert,0.999,0.7
cornets,key,fork,Pert,1.0,0.65
cornets,key,guitar,Pert,1.0,0.5
cornets,key,kite,Pert,0.998,0.35
cornets,key,lamp,Pert,1.0,0.75
cornets,key,leaf,Pert,0.999,0.5
cornets,key,spoon,Pert,0.9970000000000001,0.6
cornets,key,tree,Pert,0.998,0.65
cornets,key,truck,Pert,0.998,0.4
cornets,key,umbrella,Pert,1.0,0.55
cornets,kite,airplane,Pert,0.998,0.2
cornets,kite,apple,Pert,1.0,0.45
cornets,kite,bike,Pert,0.998,0.35
cornets,kite,chair,Pert,1.0,0.7
cornets,kite,flower,Pert,0.999,0.35
cornets,kite,fork,Pert,0.999,0.9
cornets,kite,guitar,Pert,1.0,0.7
cornets,kite,key,Pert,0.999,0.5
cornets,kite,lamp,Pert,1.0,0.45
cornets,kite,leaf,Pert,0.9970000000000001,0.45
cornets,kite,spoon,Pert,1.0,0.7
cornets,kite,tree,Pert,0.999,0.45
cornets,kite,truck,Pert,1.0,0.5
cornets,kite,umbrella,Pert,1.0,0.4
cornets,lamp,airplane,Pert,0.998,0.45
cornets,lamp,apple,Pert,0.999,0.75
cornets,lamp,bike,Pert,1.0,0.6
cornets,lamp,chair,Pert,0.998,0.5
cornets,lamp,flower,Pert,1.0,0.6
cornets,lamp,fork,Pert,0.998,0.6
cornets,lamp,guitar,Pert,1.0,0.6
cornets,lamp,key,Pert,0.999,0.55
cornets,lamp,kite,Pert,1.0,0.55
cornets,lamp,leaf,Pert,0.999,0.6
cornets,lamp,spoon,Pert,1.0,0.75
cornets,lamp,tree,Pert,1.0,0.7
cornets,lamp,truck,Pert,0.998,0.65
cornets,lamp,umbrella,Pert,0.999,0.6
cornets,leaf,airplane,Pert,0.991,0.5
cornets,leaf,apple,Pert,0.999,0.75
cornets,leaf,bike,Pert,0.9949999999999999,0.4
cornets,leaf,chair,Pert,0.999,0.65
cornets,leaf,flower,Pert,1.0,0.65
cornets,leaf,fork,Pert,0.999,0.6
cornets,leaf,guitar,Pert,0.9960000000000001,0.8
cornets,leaf,key,Pert,0.999,0.55
cornets,leaf,kite,Pert,1.0,0.45
cornets,leaf,lamp,Pert,0.998,0.6
cornets,leaf,spoon,Pert,1.0,0.55
cornets,leaf,tree,Pert,0.998,0.55
