model,classifier,condition,acc
vonenet_ff_stylized-ecoset,NB,IC,0.11166666666666666
vonenet_ff_stylized-ecoset,NB,IC,0.11933333333333333
vonenet_ff_stylized-ecoset,NB,IC,0.124
vonenet_ff_stylized-ecoset,NB,IC,0.10166666666666667
vonenet_ff_stylized-ecoset,NB,IC,0.10066666666666667
vonenet_ff_stylized-ecoset,NB,IC,0.11366666666666667
vonenet_ff_stylized-ecoset,NB,IC,0.11466666666666667
vonenet_ff_stylized-ecoset,NB,IC,0.11033333333333334
vonenet_ff_stylized-ecoset,NB,IC,0.10966666666666666
vonenet_ff_stylized-ecoset,NB,IC,0.108
vonenet_ff_stylized-ecoset,NB,IC,0.10966666666666666
vonenet_ff_stylized-ecoset,NB,IC,0.10966666666666666
vonenet_ff_stylized-ecoset,NB,IC,0.108
vonenet_ff_stylized-ecoset,NB,IC,0.11733333333333333
vonenet_ff_stylized-ecoset,NB,IC,0.10566666666666667
vonenet_ff_stylized-ecoset,NB,IC,0.107
vonenet_ff_stylized-ecoset,NB,IC,0.11233333333333333
vonenet_ff_stylized-ecoset,NB,IC,0.11266666666666666
vonenet_ff_stylized-ecoset,NB,IC,0.10433333333333333
vonenet_ff_stylized-ecoset,NB,IC,0.121
vonenet_ff_stylized-ecoset,KNN,IC,0.20266666666666666
vonenet_ff_stylized-ecoset,KNN,IC,0.19933333333333333
vonenet_ff_stylized-ecoset,KNN,IC,0.20633333333333334
vonenet_ff_stylized-ecoset,KNN,IC,0.21666666666666667
vonenet_ff_stylized-ecoset,KNN,IC,0.20266666666666666
vonenet_ff_stylized-ecoset,KNN,IC,0.20733333333333334
vonenet_ff_stylized-ecoset,KNN,IC,0.20033333333333334
vonenet_ff_stylized-ecoset,KNN,IC,0.204
vonenet_ff_stylized-ecoset,KNN,IC,0.212
vonenet_ff_stylized-ecoset,KNN,IC,0.20833333333333334
vonenet_ff_stylized-ecoset,KNN,IC,0.20833333333333334
vonenet_ff_stylized-ecoset,KNN,IC,0.21033333333333334
vonenet_ff_stylized-ecoset,KNN,IC,0.212
vonenet_ff_stylized-ecoset,KNN,IC,0.193
vonenet_ff_stylized-ecoset,KNN,IC,0.19566666666666666
vonenet_ff_stylized-ecoset,KNN,IC,0.213
vonenet_ff_stylized-ecoset,KNN,IC,0.19766666666666666
vonenet_ff_stylized-ecoset,KNN,IC,0.20933333333333334
vonenet_ff_stylized-ecoset,KNN,IC,0.21266666666666667
vonenet_ff_stylized-ecoset,KNN,IC,0.20733333333333334
vonenet_ff_stylized-ecoset,logistic,IC,0.094
vonenet_ff_stylized-ecoset,logistic,IC,0.08533333333333333
vonenet_ff_stylized-ecoset,logistic,IC,0.098
vonenet_ff_stylized-ecoset,logistic,IC,0.09466666666666666
vonenet_ff_stylized-ecoset,logistic,IC,0.08833333333333333
vonenet_ff_stylized-ecoset,logistic,IC,0.08733333333333333
vonenet_ff_stylized-ecoset,logistic,IC,0.089
vonenet_ff_stylized-ecoset,logistic,IC,0.09866666666666667
vonenet_ff_stylized-ecoset,logistic,IC,0.088
vonenet_ff_stylized-ecoset,logistic,IC,0.09233333333333334
vonenet_ff_stylized-ecoset,logistic,IC,0.09
vonenet_ff_stylized-ecoset,logistic,IC,0.099
vonenet_ff_stylized-ecoset,logistic,IC,0.08866666666666667
vonenet_ff_stylized-ecoset,logistic,IC,0.09
vonenet_ff_stylized-ecoset,logistic,IC,0.09366666666666666
vonenet_ff_stylized-ecoset,logistic,IC,0.092
vonenet_ff_stylized-ecoset,logistic,IC,0.08833333333333333
vonenet_ff_stylized-ecoset,logistic,IC,0.09366666666666666
vonenet_ff_stylized-ecoset,logistic,IC,0.091
vonenet_ff_stylized-ecoset,logistic,IC,0.091
vonenet_ff_stylized-ecoset,NC,IC,0.033666666666666664
vonenet_ff_stylized-ecoset,NC,IC,0.029333333333333333
vonenet_ff_stylized-ecoset,NC,IC,0.03933333333333333
vonenet_ff_stylized-ecoset,NC,IC,0.025333333333333333
vonenet_ff_stylized-ecoset,NC,IC,0.030333333333333334
vonenet_ff_stylized-ecoset,NC,IC,0.033666666666666664
vonenet_ff_stylized-ecoset,NC,IC,0.037333333333333336
vonenet_ff_stylized-ecoset,NC,IC,0.03333333333333333
vonenet_ff_stylized-ecoset,NC,IC,0.03266666666666666
vonenet_ff_stylized-ecoset,NC,IC,0.03266666666666666
vonenet_ff_stylized-ecoset,NC,IC,0.035333333333333335
vonenet_ff_stylized-ecoset,NC,IC,0.035666666666666666
vonenet_ff_stylized-ecoset,NC,IC,0.03133333333333333
vonenet_ff_stylized-ecoset,NC,IC,0.03266666666666666
vonenet_ff_stylized-ecoset,NC,IC,0.03233333333333333
vonenet_ff_stylized-ecoset,NC,IC,0.037
vonenet_ff_stylized-ecoset,NC,IC,0.037
vonenet_ff_stylized-ecoset,NC,IC,0.03133333333333333
vonenet_ff_stylized-ecoset,NC,IC,0.03266666666666666
vonenet_ff_stylized-ecoset,NC,IC,0.034333333333333334
vonenet_ff_stylized-ecoset,SVM,IC,0.30666666666666664
vonenet_ff_stylized-ecoset,SVM,IC,0.312
vonenet_ff_stylized-ecoset,SVM,IC,0.305
vonenet_ff_stylized-ecoset,SVM,IC,0.31666666666666665
vonenet_ff_stylized-ecoset,SVM,IC,0.3006666666666667
vonenet_ff_stylized-ecoset,SVM,IC,0.2966666666666667
vonenet_ff_stylized-ecoset,SVM,IC,0.30266666666666664
vonenet_ff_stylized-ecoset,SVM,IC,0.315
vonenet_ff_stylized-ecoset,SVM,IC,0.308
vonenet_ff_stylized-ecoset,SVM,IC,0.30466666666666664
vonenet_ff_stylized-ecoset,SVM,IC,0.31366666666666665
