model,classifier,condition,acc
convnext,NB,IC,0.8726666666666667
convnext,NB,IC,0.886
convnext,NB,IC,0.872
convnext,NB,IC,0.8733333333333333
convnext,NB,IC,0.877
convnext,NB,IC,0.8736666666666667
convnext,NB,IC,0.873
convnext,NB,IC,0.879
convnext,NB,IC,0.879
convnext,NB,IC,0.8813333333333333
convnext,NB,IC,0.8746666666666667
convnext,NB,IC,0.8796666666666667
convnext,NB,IC,0.8676666666666667
convnext,NB,IC,0.87
convnext,NB,IC,0.8783333333333333
convnext,NB,IC,0.874
convnext,NB,IC,0.8746666666666667
convnext,NB,IC,0.8683333333333333
convnext,NB,IC,0.8693333333333333
convnext,NB,IC,0.8646666666666667
convnext,KNN,IC,0.9163333333333333
convnext,KNN,IC,0.922
convnext,KNN,IC,0.9086666666666666
convnext,KNN,IC,0.9186666666666666
convnext,KNN,IC,0.915
convnext,KNN,IC,0.9183333333333333
convnext,KNN,IC,0.9143333333333333
convnext,KNN,IC,0.923
convnext,KNN,IC,0.9186666666666666
convnext,KNN,IC,0.9136666666666666
convnext,KNN,IC,0.917
convnext,KNN,IC,0.915
convnext,KNN,IC,0.9176666666666666
convnext,KNN,IC,0.9176666666666666
convnext,KNN,IC,0.9166666666666666
convnext,KNN,IC,0.915
convnext,KNN,IC,0.9083333333333333
convnext,KNN,IC,0.9126666666666666
convnext,KNN,IC,0.914
convnext,KNN,IC,0.9123333333333333
convnext,logistic,IC,0.9466666666666667
convnext,logistic,IC,0.9463333333333334
convnext,logistic,IC,0.9466666666666667
convnext,logistic,IC,0.9423333333333334
convnext,logistic,IC,0.9483333333333334
convnext,logistic,IC,0.9416666666666667
convnext,logistic,IC,0.944
convnext,logistic,IC,0.945
convnext,logistic,IC,0.944
convnext,logistic,IC,0.9426666666666667
convnext,logistic,IC,0.9443333333333334
convnext,logistic,IC,0.9513333333333334
convnext,logistic,IC,0.944
convnext,logistic,IC,0.9506666666666667
convnext,logistic,IC,0.9493333333333334
convnext,logistic,IC,0.9436666666666667
convnext,logistic,IC,0.9403333333333334
convnext,logistic,IC,0.939
convnext,logistic,IC,0.947
convnext,logistic,IC,0.9436666666666667
convnext,NC,IC,0.901
convnext,NC,IC,0.9146666666666666
convnext,NC,IC,0.901
convnext,NC,IC,0.905
convnext,NC,IC,0.9016666666666666
convnext,NC,IC,0.9
convnext,NC,IC,0.9053333333333333
convnext,NC,IC,0.9076666666666666
convnext,NC,IC,0.9016666666666666
convnext,NC,IC,0.905
convnext,NC,IC,0.9006666666666666
convnext,NC,IC,0.9086666666666666
convnext,NC,IC,0.898
convnext,NC,IC,0.8973333333333333
convnext,NC,IC,0.9036666666666666
convnext,NC,IC,0.9026666666666666
convnext,NC,IC,0.8976666666666666
convnext,NC,IC,0.8986666666666666
convnext,NC,IC,0.8943333333333333
convnext,NC,IC,0.9013333333333333
convnext,SVM,IC,0.947
convnext,SVM,IC,0.9563333333333334
convnext,SVM,IC,0.9476666666666667
convnext,SVM,IC,0.943
convnext,SVM,IC,0.9476666666666667
convnext,SVM,IC,0.946
convnext,SVM,IC,0.9453333333333334
convnext,SVM,IC,0.9516666666666667
convnext,SVM,IC,0.9416666666666667
convnext,SVM,IC,0.947
convnext,SVM,IC,0.9456666666666667
convnext,SVM,IC,0.9483333333333334
convnext,SVM,IC,0.9463333333333334
convnext,SVM,IC,0.946
convnext,SVM,IC,0.9473333333333334
convnext,SVM,IC,0.945
convnext,SVM,IC,0.9433333333333334
convnext,SVM,IC,0.944
convnext,SVM,IC,0.9443333333333334
convnext,SVM,IC,0.944
convnext,Ridge,IC,0.9483333333333334
convnext,Ridge,IC,0.955
convnext,Ridge,IC,0.95
convnext,Ridge,IC,0.9483333333333334
convnext,Ridge,IC,0.9496666666666667
convnext,Ridge,IC,0.9476666666666667
convnext,Ridge,IC,0.9463333333333334
convnext,Ridge,IC,0.9536666666666667
convnext,Ridge,IC,0.945
convnext,Ridge,IC,0.9533333333333334
convnext,Ridge,IC,0.9496666666666667
convnext,Ridge,IC,0.9513333333333334
convnext,Ridge,IC,0.944
convnext,Ridge,IC,0.9496666666666667
convnext,Ridge,IC,0.95
convnext,Ridge,IC,0.9486666666666667
convnext,Ridge,IC,0.9456666666666667
convnext,Ridge,IC,0.9473333333333334
convnext,Ridge,IC,0.9483333333333334
convnext,Ridge,IC,0.947
