model,classifier,condition,acc
clip_resnet,NB,IC,0.8883333333333333
clip_resnet,NB,IC,0.8996666666666666
clip_resnet,NB,IC,0.898
clip_resnet,NB,IC,0.8913333333333333
clip_resnet,NB,IC,0.8993333333333333
clip_resnet,NB,IC,0.8986666666666666
clip_resnet,NB,IC,0.8966666666666666
clip_resnet,NB,IC,0.8986666666666666
clip_resnet,NB,IC,0.887
clip_resnet,NB,IC,0.8796666666666667
clip_resnet,NB,IC,0.892
clip_resnet,NB,IC,0.894
clip_resnet,NB,IC,0.888
clip_resnet,NB,IC,0.8953333333333333
clip_resnet,NB,IC,0.8916666666666667
clip_resnet,NB,IC,0.8983333333333333
clip_resnet,NB,IC,0.8993333333333333
clip_resnet,NB,IC,0.893
clip_resnet,NB,IC,0.8883333333333333
clip_resnet,NB,IC,0.885
clip_resnet,KNN,IC,0.9073333333333333
clip_resnet,KNN,IC,0.915
clip_resnet,KNN,IC,0.9103333333333333
clip_resnet,KNN,IC,0.9096666666666666
clip_resnet,KNN,IC,0.9123333333333333
clip_resnet,KNN,IC,0.9123333333333333
clip_resnet,KNN,IC,0.909
clip_resnet,KNN,IC,0.9173333333333333
clip_resnet,KNN,IC,0.9076666666666666
clip_resnet,KNN,IC,0.9016666666666666
clip_resnet,KNN,IC,0.9083333333333333
clip_resnet,KNN,IC,0.912
clip_resnet,KNN,IC,0.9073333333333333
clip_resnet,KNN,IC,0.917
clip_resnet,KNN,IC,0.9093333333333333
clip_resnet,KNN,IC,0.9153333333333333
clip_resnet,KNN,IC,0.9136666666666666
clip_resnet,KNN,IC,0.9036666666666666
clip_resnet,KNN,IC,0.905
clip_resnet,KNN,IC,0.907
clip_resnet,logistic,IC,0.9246666666666666
clip_resnet,logistic,IC,0.9306666666666666
clip_resnet,logistic,IC,0.927
clip_resnet,logistic,IC,0.9286666666666666
clip_resnet,logistic,IC,0.9256666666666666
clip_resnet,logistic,IC,0.929
clip_resnet,logistic,IC,0.9276666666666666
clip_resnet,logistic,IC,0.935
clip_resnet,logistic,IC,0.9283333333333333
clip_resnet,logistic,IC,0.9203333333333333
clip_resnet,logistic,IC,0.927
clip_resnet,logistic,IC,0.9283333333333333
clip_resnet,logistic,IC,0.9276666666666666
clip_resnet,logistic,IC,0.9233333333333333
clip_resnet,logistic,IC,0.9253333333333333
clip_resnet,logistic,IC,0.9246666666666666
clip_resnet,logistic,IC,0.924
clip_resnet,logistic,IC,0.923
clip_resnet,logistic,IC,0.929
clip_resnet,logistic,IC,0.9283333333333333
clip_resnet,NC,IC,0.888
clip_resnet,NC,IC,0.897
clip_resnet,NC,IC,0.8893333333333333
clip_resnet,NC,IC,0.8886666666666667
clip_resnet,NC,IC,0.8966666666666666
clip_resnet,NC,IC,0.898
clip_resnet,NC,IC,0.8946666666666667
clip_resnet,NC,IC,0.8933333333333333
clip_resnet,NC,IC,0.8816666666666667
clip_resnet,NC,IC,0.877
clip_resnet,NC,IC,0.8886666666666667
clip_resnet,NC,IC,0.891
clip_resnet,NC,IC,0.886
clip_resnet,NC,IC,0.8913333333333333
clip_resnet,NC,IC,0.8916666666666667
clip_resnet,NC,IC,0.894
clip_resnet,NC,IC,0.8926666666666667
clip_resnet,NC,IC,0.8923333333333333
clip_resnet,NC,IC,0.8866666666666667
clip_resnet,NC,IC,0.886
clip_resnet,SVM,IC,0.9353333333333333
clip_resnet,SVM,IC,0.9433333333333334
clip_resnet,SVM,IC,0.9393333333333334
clip_resnet,SVM,IC,0.9386666666666666
clip_resnet,SVM,IC,0.94
clip_resnet,SVM,IC,0.944
clip_resnet,SVM,IC,0.9363333333333334
clip_resnet,SVM,IC,0.946
clip_resnet,SVM,IC,0.939
clip_resnet,SVM,IC,0.931
clip_resnet,SVM,IC,0.9386666666666666
clip_resnet,SVM,IC,0.9376666666666666
clip_resnet,SVM,IC,0.9343333333333333
clip_resnet,SVM,IC,0.9393333333333334
clip_resnet,SVM,IC,0.9336666666666666
clip_resnet,SVM,IC,0.944
clip_resnet,SVM,IC,0.9413333333333334
clip_resnet,SVM,IC,0.932
clip_resnet,SVM,IC,0.942
clip_resnet,SVM,IC,0.9346666666666666
clip_resnet,Ridge,IC,0.928
clip_resnet,Ridge,IC,0.9366666666666666
clip_resnet,Ridge,IC,0.9363333333333334
clip_resnet,Ridge,IC,0.9343333333333333
clip_resnet,Ridge,IC,0.9386666666666666
clip_resnet,Ridge,IC,0.9386666666666666
clip_resnet,Ridge,IC,0.9296666666666666
clip_resnet,Ridge,IC,0.943
clip_resnet,Ridge,IC,0.9336666666666666
clip_resnet,Ridge,IC,0.9266666666666666
clip_resnet,Ridge,IC,0.9343333333333333
clip_resnet,Ridge,IC,0.9323333333333333
clip_resnet,Ridge,IC,0.9256666666666666
clip_resnet,Ridge,IC,0.9303333333333333
clip_resnet,Ridge,IC,0.9313333333333333
clip_resnet,Ridge,IC,0.9356666666666666
clip_resnet,Ridge,IC,0.9313333333333333
clip_resnet,Ridge,IC,0.9293333333333333
clip_resnet,Ridge,IC,0.9323333333333333
clip_resnet,Ridge,IC,0.9326666666666666
