model,classifier,condition,acc
vonenet_r_stylized-ecoset,NB,IC,0.09733333333333333
vonenet_r_stylized-ecoset,NB,IC,0.10133333333333333
vonenet_r_stylized-ecoset,NB,IC,0.11033333333333334
vonenet_r_stylized-ecoset,NB,IC,0.10633333333333334
vonenet_r_stylized-ecoset,NB,IC,0.10333333333333333
vonenet_r_stylized-ecoset,NB,IC,0.10466666666666667
vonenet_r_stylized-ecoset,NB,IC,0.102
vonenet_r_stylized-ecoset,NB,IC,0.11133333333333334
vonenet_r_stylized-ecoset,NB,IC,0.10733333333333334
vonenet_r_stylized-ecoset,NB,IC,0.108
vonenet_r_stylized-ecoset,NB,IC,0.11066666666666666
vonenet_r_stylized-ecoset,NB,IC,0.10066666666666667
vonenet_r_stylized-ecoset,NB,IC,0.10366666666666667
vonenet_r_stylized-ecoset,NB,IC,0.108
vonenet_r_stylized-ecoset,NB,IC,0.091
vonenet_r_stylized-ecoset,NB,IC,0.10333333333333333
vonenet_r_stylized-ecoset,NB,IC,0.107
vonenet_r_stylized-ecoset,NB,IC,0.10933333333333334
vonenet_r_stylized-ecoset,NB,IC,0.09966666666666667
vonenet_r_stylized-ecoset,NB,IC,0.10566666666666667
vonenet_r_stylized-ecoset,KNN,IC,0.21066666666666667
vonenet_r_stylized-ecoset,KNN,IC,0.205
vonenet_r_stylized-ecoset,KNN,IC,0.22933333333333333
vonenet_r_stylized-ecoset,KNN,IC,0.20733333333333334
vonenet_r_stylized-ecoset,KNN,IC,0.207
vonenet_r_stylized-ecoset,KNN,IC,0.196
vonenet_r_stylized-ecoset,KNN,IC,0.2
vonenet_r_stylized-ecoset,KNN,IC,0.21966666666666668
vonenet_r_stylized-ecoset,KNN,IC,0.21366666666666667
vonenet_r_stylized-ecoset,KNN,IC,0.20666666666666667
vonenet_r_stylized-ecoset,KNN,IC,0.206
vonenet_r_stylized-ecoset,KNN,IC,0.20966666666666667
vonenet_r_stylized-ecoset,KNN,IC,0.20266666666666666
vonenet_r_stylized-ecoset,KNN,IC,0.20133333333333334
vonenet_r_stylized-ecoset,KNN,IC,0.20033333333333334
vonenet_r_stylized-ecoset,KNN,IC,0.21933333333333332
vonenet_r_stylized-ecoset,KNN,IC,0.20466666666666666
vonenet_r_stylized-ecoset,KNN,IC,0.21066666666666667
vonenet_r_stylized-ecoset,KNN,IC,0.212
vonenet_r_stylized-ecoset,KNN,IC,0.20466666666666666
vonenet_r_stylized-ecoset,logistic,IC,0.013333333333333334
vonenet_r_stylized-ecoset,logistic,IC,0.013333333333333334
vonenet_r_stylized-ecoset,logistic,IC,0.012333333333333333
vonenet_r_stylized-ecoset,logistic,IC,0.012333333333333333
vonenet_r_stylized-ecoset,logistic,IC,0.016666666666666666
vonenet_r_stylized-ecoset,logistic,IC,0.013666666666666667
vonenet_r_stylized-ecoset,logistic,IC,0.019
vonenet_r_stylized-ecoset,logistic,IC,0.011666666666666667
vonenet_r_stylized-ecoset,logistic,IC,0.015333333333333332
vonenet_r_stylized-ecoset,logistic,IC,0.014333333333333333
vonenet_r_stylized-ecoset,logistic,IC,0.012666666666666666
vonenet_r_stylized-ecoset,logistic,IC,0.014
vonenet_r_stylized-ecoset,logistic,IC,0.014333333333333333
vonenet_r_stylized-ecoset,logistic,IC,0.01
vonenet_r_stylized-ecoset,logistic,IC,0.012666666666666666
vonenet_r_stylized-ecoset,logistic,IC,0.013
vonenet_r_stylized-ecoset,logistic,IC,0.014
vonenet_r_stylized-ecoset,logistic,IC,0.015
vonenet_r_stylized-ecoset,logistic,IC,0.015333333333333332
vonenet_r_stylized-ecoset,logistic,IC,0.012333333333333333
vonenet_r_stylized-ecoset,NC,IC,0.017666666666666667
vonenet_r_stylized-ecoset,NC,IC,0.018666666666666668
vonenet_r_stylized-ecoset,NC,IC,0.018666666666666668
vonenet_r_stylized-ecoset,NC,IC,0.018333333333333333
vonenet_r_stylized-ecoset,NC,IC,0.023333333333333334
vonenet_r_stylized-ecoset,NC,IC,0.018333333333333333
vonenet_r_stylized-ecoset,NC,IC,0.027666666666666666
vonenet_r_stylized-ecoset,NC,IC,0.017666666666666667
vonenet_r_stylized-ecoset,NC,IC,0.023333333333333334
vonenet_r_stylized-ecoset,NC,IC,0.017666666666666667
vonenet_r_stylized-ecoset,NC,IC,0.018333333333333333
vonenet_r_stylized-ecoset,NC,IC,0.015333333333333332
vonenet_r_stylized-ecoset,NC,IC,0.018666666666666668
vonenet_r_stylized-ecoset,NC,IC,0.013
vonenet_r_stylized-ecoset,NC,IC,0.02033333333333333
vonenet_r_stylized-ecoset,NC,IC,0.025666666666666667
vonenet_r_stylized-ecoset,NC,IC,0.022
vonenet_r_stylized-ecoset,NC,IC,0.022
vonenet_r_stylized-ecoset,NC,IC,0.018333333333333333
vonenet_r_stylized-ecoset,NC,IC,0.025666666666666667
vonenet_r_stylized-ecoset,SVM,IC,0.241
vonenet_r_stylized-ecoset,SVM,IC,0.22533333333333333
vonenet_r_stylized-ecoset,SVM,IC,0.231
vonenet_r_stylized-ecoset,SVM,IC,0.226
vonenet_r_stylized-ecoset,SVM,IC,0.22633333333333333
vonenet_r_stylized-ecoset,SVM,IC,0.21866666666666668
vonenet_r_stylized-ecoset,SVM,IC,0.22933333333333333
vonenet_r_stylized-ecoset,SVM,IC,0.22733333333333333
vonenet_r_stylized-ecoset,SVM,IC,0.226
vonenet_r_stylized-ecoset,SVM,IC,0.215
vonenet_r_stylized-ecoset,SVM,IC,0.22933333333333333
vonenet_r_stylized-ecoset,SVM,IC,0.23
vonenet_r_stylized-ecoset,SVM,IC,0.22666666666666666
vonenet_r_stylized-ecoset,SVM,IC,0.23566666666666666
vonenet_r_stylized-ecoset,SVM,IC,0.21866666666666668
vonenet_r_stylized-ecoset,SVM,IC,0.231
vonenet_r_stylized-ecoset,SVM,IC,0.226
vonenet_r_stylized-ecoset,SVM,IC,0.23266666666666666
vonenet_r_stylized-ecoset,SVM,IC,0.22333333333333333
vonenet_r_stylized-ecoset,SVM,IC,0.22733333333333333
vonenet_r_stylized-ecoset,Ridge,IC,0.01633333333333333
vonenet_r_stylized-ecoset,Ridge,IC,0.015666666666666666
vonenet_r_stylized-ecoset,Ridge,IC,0.015666666666666666
vonenet_r_stylized-ecoset,Ridge,IC,0.016
vonenet_r_stylized-ecoset,Ridge,IC,0.015
vonenet_r_stylized-ecoset,Ridge,IC,0.018333333333333333
vonenet_r_stylized-ecoset,Ridge,IC,0.023333333333333334
vonenet_r_stylized-ecoset,Ridge,IC,0.015666666666666666
vonenet_r_stylized-ecoset,Ridge,IC,0.017666666666666667
vonenet_r_stylized-ecoset,Ridge,IC,0.017333333333333333
vonenet_r_stylized-ecoset,Ridge,IC,0.014333333333333333
vonenet_r_stylized-ecoset,Ridge,IC,0.015666666666666666
vonenet_r_stylized-ecoset,Ridge,IC,0.014333333333333333
vonenet_r_stylized-ecoset,Ridge,IC,0.012
vonenet_r_stylized-ecoset,Ridge,IC,0.014333333333333333
vonenet_r_stylized-ecoset,Ridge,IC,0.015666666666666666
vonenet_r_stylized-ecoset,Ridge,IC,0.016
vonenet_r_stylized-ecoset,Ridge,IC,0.02
vonenet_r_stylized-ecoset,Ridge,IC,0.014
vonenet_r_stylized-ecoset,Ridge,IC,0.016666666666666666
