model,classifier,condition,acc
resnet50_dino,NB,IC,0.30033333333333334
resnet50_dino,NB,IC,0.282
resnet50_dino,NB,IC,0.31366666666666665
resnet50_dino,NB,IC,0.299
resnet50_dino,NB,IC,0.2976666666666667
resnet50_dino,NB,IC,0.286
resnet50_dino,NB,IC,0.302
resnet50_dino,NB,IC,0.31466666666666665
resnet50_dino,NB,IC,0.29633333333333334
resnet50_dino,NB,IC,0.2896666666666667
resnet50_dino,NB,IC,0.2876666666666667
resnet50_dino,NB,IC,0.29133333333333333
resnet50_dino,NB,IC,0.29933333333333334
resnet50_dino,NB,IC,0.312
resnet50_dino,NB,IC,0.28733333333333333
resnet50_dino,NB,IC,0.2906666666666667
resnet50_dino,NB,IC,0.31533333333333335
resnet50_dino,NB,IC,0.28833333333333333
resnet50_dino,NB,IC,0.29333333333333333
resnet50_dino,NB,IC,0.29833333333333334
resnet50_dino,KNN,IC,0.31033333333333335
resnet50_dino,KNN,IC,0.30833333333333335
resnet50_dino,KNN,IC,0.31633333333333336
resnet50_dino,KNN,IC,0.30666666666666664
resnet50_dino,KNN,IC,0.32033333333333336
resnet50_dino,KNN,IC,0.305
resnet50_dino,KNN,IC,0.30266666666666664
resnet50_dino,KNN,IC,0.317
resnet50_dino,KNN,IC,0.29533333333333334
resnet50_dino,KNN,IC,0.31066666666666665
resnet50_dino,KNN,IC,0.30366666666666664
resnet50_dino,KNN,IC,0.30566666666666664
resnet50_dino,KNN,IC,0.31433333333333335
resnet50_dino,KNN,IC,0.298
resnet50_dino,KNN,IC,0.307
resnet50_dino,KNN,IC,0.31
resnet50_dino,KNN,IC,0.31566666666666665
resnet50_dino,KNN,IC,0.3006666666666667
resnet50_dino,KNN,IC,0.308
resnet50_dino,KNN,IC,0.314
resnet50_dino,logistic,IC,0.448
resnet50_dino,logistic,IC,0.43333333333333335
resnet50_dino,logistic,IC,0.453
resnet50_dino,logistic,IC,0.44566666666666666
resnet50_dino,logistic,IC,0.4593333333333333
resnet50_dino,logistic,IC,0.44066666666666665
resnet50_dino,logistic,IC,0.435
resnet50_dino,logistic,IC,0.44866666666666666
resnet50_dino,logistic,IC,0.44066666666666665
resnet50_dino,logistic,IC,0.44133333333333336
resnet50_dino,logistic,IC,0.43066666666666664
resnet50_dino,logistic,IC,0.43433333333333335
resnet50_dino,logistic,IC,0.43066666666666664
resnet50_dino,logistic,IC,0.43166666666666664
resnet50_dino,logistic,IC,0.454
resnet50_dino,logistic,IC,0.4256666666666667
resnet50_dino,logistic,IC,0.428
resnet50_dino,logistic,IC,0.43166666666666664
resnet50_dino,logistic,IC,0.43666666666666665
resnet50_dino,logistic,IC,0.43766666666666665
resnet50_dino,NC,IC,0.22466666666666665
resnet50_dino,NC,IC,0.21066666666666667
resnet50_dino,NC,IC,0.222
resnet50_dino,NC,IC,0.214
resnet50_dino,NC,IC,0.22133333333333333
resnet50_dino,NC,IC,0.208
resnet50_dino,NC,IC,0.23133333333333334
resnet50_dino,NC,IC,0.23166666666666666
resnet50_dino,NC,IC,0.212
resnet50_dino,NC,IC,0.221
resnet50_dino,NC,IC,0.21066666666666667
resnet50_dino,NC,IC,0.221
resnet50_dino,NC,IC,0.214
resnet50_dino,NC,IC,0.22166666666666668
resnet50_dino,NC,IC,0.21066666666666667
resnet50_dino,NC,IC,0.21666666666666667
resnet50_dino,NC,IC,0.216
resnet50_dino,NC,IC,0.21166666666666667
resnet50_dino,NC,IC,0.20666666666666667
resnet50_dino,NC,IC,0.22166666666666668
resnet50_dino,SVM,IC,0.515
resnet50_dino,SVM,IC,0.5033333333333333
resnet50_dino,SVM,IC,0.5353333333333333
resnet50_dino,SVM,IC,0.5216666666666666
resnet50_dino,SVM,IC,0.5246666666666666
resnet50_dino,SVM,IC,0.49366666666666664
resnet50_dino,SVM,IC,0.5136666666666667
resnet50_dino,SVM,IC,0.5153333333333333
resnet50_dino,SVM,IC,0.49733333333333335
resnet50_dino,SVM,IC,0.5013333333333333
resnet50_dino,SVM,IC,0.5076666666666667
resnet50_dino,SVM,IC,0.5153333333333333
resnet50_dino,SVM,IC,0.5076666666666667
resnet50_dino,SVM,IC,0.5136666666666667
resnet50_dino,SVM,IC,0.518
resnet50_dino,SVM,IC,0.515
resnet50_dino,SVM,IC,0.5233333333333333
resnet50_dino,SVM,IC,0.49166666666666664
resnet50_dino,SVM,IC,0.5186666666666667
resnet50_dino,SVM,IC,0.514
resnet50_dino,Ridge,IC,0.492
resnet50_dino,Ridge,IC,0.49066666666666664
resnet50_dino,Ridge,IC,0.5026666666666667
resnet50_dino,Ridge,IC,0.49566666666666664
resnet50_dino,Ridge,IC,0.5063333333333333
resnet50_dino,Ridge,IC,0.486
resnet50_dino,Ridge,IC,0.49733333333333335
resnet50_dino,Ridge,IC,0.502
resnet50_dino,Ridge,IC,0.47733333333333333
resnet50_dino,Ridge,IC,0.499
resnet50_dino,Ridge,IC,0.49733333333333335
resnet50_dino,Ridge,IC,0.49166666666666664
resnet50_dino,Ridge,IC,0.49266666666666664
resnet50_dino,Ridge,IC,0.4886666666666667
resnet50_dino,Ridge,IC,0.499
resnet50_dino,Ridge,IC,0.48433333333333334
resnet50_dino,Ridge,IC,0.48433333333333334
resnet50_dino,Ridge,IC,0.4876666666666667
resnet50_dino,Ridge,IC,0.48533333333333334
resnet50_dino,Ridge,IC,0.49466666666666664
