model,classifier,condition,acc
cvcl,NB,IC,0.426
cvcl,NB,IC,0.43633333333333335
cvcl,NB,IC,0.431
cvcl,NB,IC,0.43633333333333335
cvcl,NB,IC,0.439
cvcl,NB,IC,0.4116666666666667
cvcl,NB,IC,0.422
cvcl,NB,IC,0.441
cvcl,NB,IC,0.41933333333333334
cvcl,NB,IC,0.42766666666666664
cvcl,NB,IC,0.42766666666666664
cvcl,NB,IC,0.426
cvcl,NB,IC,0.43333333333333335
cvcl,NB,IC,0.432
cvcl,NB,IC,0.4196666666666667
cvcl,NB,IC,0.44333333333333336
cvcl,NB,IC,0.419
cvcl,NB,IC,0.441
cvcl,NB,IC,0.426
cvcl,NB,IC,0.437
cvcl,KNN,IC,0.45166666666666666
cvcl,KNN,IC,0.457
cvcl,KNN,IC,0.44866666666666666
cvcl,KNN,IC,0.456
cvcl,KNN,IC,0.4583333333333333
cvcl,KNN,IC,0.4503333333333333
cvcl,KNN,IC,0.433
cvcl,KNN,IC,0.4523333333333333
cvcl,KNN,IC,0.44233333333333336
cvcl,KNN,IC,0.45366666666666666
cvcl,KNN,IC,0.445
cvcl,KNN,IC,0.4483333333333333
cvcl,KNN,IC,0.44966666666666666
cvcl,KNN,IC,0.455
cvcl,KNN,IC,0.447
cvcl,KNN,IC,0.458
cvcl,KNN,IC,0.44866666666666666
cvcl,KNN,IC,0.442
cvcl,KNN,IC,0.45766666666666667
cvcl,KNN,IC,0.4523333333333333
cvcl,logistic,IC,0.517
cvcl,logistic,IC,0.5296666666666666
cvcl,logistic,IC,0.521
cvcl,logistic,IC,0.5136666666666667
cvcl,logistic,IC,0.5213333333333333
cvcl,logistic,IC,0.5
cvcl,logistic,IC,0.505
cvcl,logistic,IC,0.5123333333333333
cvcl,logistic,IC,0.49866666666666665
cvcl,logistic,IC,0.5183333333333333
cvcl,logistic,IC,0.506
cvcl,logistic,IC,0.506
cvcl,logistic,IC,0.5226666666666666
cvcl,logistic,IC,0.5203333333333333
cvcl,logistic,IC,0.52
cvcl,logistic,IC,0.508
cvcl,logistic,IC,0.512
cvcl,logistic,IC,0.5196666666666667
cvcl,logistic,IC,0.5273333333333333
cvcl,logistic,IC,0.5163333333333333
cvcl,NC,IC,0.414
cvcl,NC,IC,0.412
cvcl,NC,IC,0.42033333333333334
cvcl,NC,IC,0.4236666666666667
cvcl,NC,IC,0.42333333333333334
cvcl,NC,IC,0.39566666666666667
cvcl,NC,IC,0.41
cvcl,NC,IC,0.4196666666666667
cvcl,NC,IC,0.40066666666666667
cvcl,NC,IC,0.413
cvcl,NC,IC,0.411
cvcl,NC,IC,0.41733333333333333
cvcl,NC,IC,0.417
cvcl,NC,IC,0.41533333333333333
cvcl,NC,IC,0.4063333333333333
cvcl,NC,IC,0.4226666666666667
cvcl,NC,IC,0.4063333333333333
cvcl,NC,IC,0.4246666666666667
cvcl,NC,IC,0.406
cvcl,NC,IC,0.426
cvcl,SVM,IC,0.559
cvcl,SVM,IC,0.5633333333333334
cvcl,SVM,IC,0.5693333333333334
cvcl,SVM,IC,0.566
cvcl,SVM,IC,0.5716666666666667
cvcl,SVM,IC,0.5523333333333333
cvcl,SVM,IC,0.5476666666666666
cvcl,SVM,IC,0.574
cvcl,SVM,IC,0.555
cvcl,SVM,IC,0.557
cvcl,SVM,IC,0.5653333333333334
cvcl,SVM,IC,0.5516666666666666
cvcl,SVM,IC,0.5636666666666666
cvcl,SVM,IC,0.556
cvcl,SVM,IC,0.5556666666666666
cvcl,SVM,IC,0.576
cvcl,SVM,IC,0.559
cvcl,SVM,IC,0.5606666666666666
cvcl,SVM,IC,0.564
cvcl,SVM,IC,0.5656666666666667
cvcl,Ridge,IC,0.5396666666666666
cvcl,Ridge,IC,0.5513333333333333
cvcl,Ridge,IC,0.5476666666666666
cvcl,Ridge,IC,0.5453333333333333
cvcl,Ridge,IC,0.5533333333333333
cvcl,Ridge,IC,0.5286666666666666
cvcl,Ridge,IC,0.5406666666666666
cvcl,Ridge,IC,0.553
cvcl,Ridge,IC,0.5343333333333333
cvcl,Ridge,IC,0.5486666666666666
cvcl,Ridge,IC,0.5473333333333333
cvcl,Ridge,IC,0.553
cvcl,Ridge,IC,0.555
cvcl,Ridge,IC,0.552
cvcl,Ridge,IC,0.5463333333333333
cvcl,Ridge,IC,0.554
cvcl,Ridge,IC,0.538
cvcl,Ridge,IC,0.5446666666666666
cvcl,Ridge,IC,0.5496666666666666
cvcl,Ridge,IC,0.553
