model,classifier,condition,acc
resnet50_21k,NB,IC,0.377
resnet50_21k,NB,IC,0.36133333333333334
resnet50_21k,NB,IC,0.36666666666666664
resnet50_21k,NB,IC,0.3636666666666667
resnet50_21k,NB,IC,0.366
resnet50_21k,NB,IC,0.3516666666666667
resnet50_21k,NB,IC,0.37466666666666665
resnet50_21k,NB,IC,0.37033333333333335
resnet50_21k,NB,IC,0.341
resnet50_21k,NB,IC,0.3566666666666667
resnet50_21k,NB,IC,0.3606666666666667
resnet50_21k,NB,IC,0.36466666666666664
resnet50_21k,NB,IC,0.3556666666666667
resnet50_21k,NB,IC,0.379
resnet50_21k,NB,IC,0.366
resnet50_21k,NB,IC,0.3546666666666667
resnet50_21k,NB,IC,0.37433333333333335
resnet50_21k,NB,IC,0.37133333333333335
resnet50_21k,NB,IC,0.36233333333333334
resnet50_21k,NB,IC,0.38266666666666665
resnet50_21k,KNN,IC,0.342
resnet50_21k,KNN,IC,0.32133333333333336
resnet50_21k,KNN,IC,0.334
resnet50_21k,KNN,IC,0.33066666666666666
resnet50_21k,KNN,IC,0.337
resnet50_21k,KNN,IC,0.31866666666666665
resnet50_21k,KNN,IC,0.3313333333333333
resnet50_21k,KNN,IC,0.3383333333333333
resnet50_21k,KNN,IC,0.32766666666666666
resnet50_21k,KNN,IC,0.31266666666666665
resnet50_21k,KNN,IC,0.32966666666666666
resnet50_21k,KNN,IC,0.31866666666666665
resnet50_21k,KNN,IC,0.31933333333333336
resnet50_21k,KNN,IC,0.33466666666666667
resnet50_21k,KNN,IC,0.3313333333333333
resnet50_21k,KNN,IC,0.33366666666666667
resnet50_21k,KNN,IC,0.3373333333333333
resnet50_21k,KNN,IC,0.3343333333333333
resnet50_21k,KNN,IC,0.33066666666666666
resnet50_21k,KNN,IC,0.33266666666666667
resnet50_21k,logistic,IC,0.6656666666666666
resnet50_21k,logistic,IC,0.663
resnet50_21k,logistic,IC,0.6743333333333333
resnet50_21k,logistic,IC,0.6716666666666666
resnet50_21k,logistic,IC,0.6793333333333333
resnet50_21k,logistic,IC,0.6746666666666666
resnet50_21k,logistic,IC,0.6733333333333333
resnet50_21k,logistic,IC,0.6806666666666666
resnet50_21k,logistic,IC,0.6483333333333333
resnet50_21k,logistic,IC,0.6623333333333333
resnet50_21k,logistic,IC,0.6626666666666666
resnet50_21k,logistic,IC,0.671
resnet50_21k,logistic,IC,0.6586666666666666
resnet50_21k,logistic,IC,0.6763333333333333
resnet50_21k,logistic,IC,0.6703333333333333
resnet50_21k,logistic,IC,0.6803333333333333
resnet50_21k,logistic,IC,0.6863333333333334
resnet50_21k,logistic,IC,0.6696666666666666
resnet50_21k,logistic,IC,0.666
resnet50_21k,logistic,IC,0.676
resnet50_21k,NC,IC,0.30366666666666664
resnet50_21k,NC,IC,0.30133333333333334
resnet50_21k,NC,IC,0.307
resnet50_21k,NC,IC,0.292
resnet50_21k,NC,IC,0.295
resnet50_21k,NC,IC,0.29133333333333333
resnet50_21k,NC,IC,0.29733333333333334
resnet50_21k,NC,IC,0.30333333333333334
resnet50_21k,NC,IC,0.2743333333333333
resnet50_21k,NC,IC,0.30033333333333334
resnet50_21k,NC,IC,0.2986666666666667
resnet50_21k,NC,IC,0.28633333333333333
resnet50_21k,NC,IC,0.2853333333333333
resnet50_21k,NC,IC,0.30766666666666664
resnet50_21k,NC,IC,0.29
resnet50_21k,NC,IC,0.2836666666666667
resnet50_21k,NC,IC,0.30666666666666664
resnet50_21k,NC,IC,0.30033333333333334
resnet50_21k,NC,IC,0.29
resnet50_21k,NC,IC,0.30733333333333335
resnet50_21k,SVM,IC,0.602
resnet50_21k,SVM,IC,0.5983333333333334
resnet50_21k,SVM,IC,0.6113333333333333
resnet50_21k,SVM,IC,0.5973333333333334
resnet50_21k,SVM,IC,0.5986666666666667
resnet50_21k,SVM,IC,0.588
resnet50_21k,SVM,IC,0.6153333333333333
resnet50_21k,SVM,IC,0.6116666666666667
resnet50_21k,SVM,IC,0.5796666666666667
resnet50_21k,SVM,IC,0.588
resnet50_21k,SVM,IC,0.5993333333333334
resnet50_21k,SVM,IC,0.5896666666666667
resnet50_21k,SVM,IC,0.5923333333333334
resnet50_21k,SVM,IC,0.6143333333333333
resnet50_21k,SVM,IC,0.608
resnet50_21k,SVM,IC,0.606
resnet50_21k,SVM,IC,0.611
resnet50_21k,SVM,IC,0.602
resnet50_21k,SVM,IC,0.6083333333333333
resnet50_21k,SVM,IC,0.6046666666666667
resnet50_21k,Ridge,IC,0.6753333333333333
resnet50_21k,Ridge,IC,0.6636666666666666
resnet50_21k,Ridge,IC,0.678
resnet50_21k,Ridge,IC,0.669
resnet50_21k,Ridge,IC,0.686
resnet50_21k,Ridge,IC,0.6753333333333333
resnet50_21k,Ridge,IC,0.6863333333333334
resnet50_21k,Ridge,IC,0.6876666666666666
resnet50_21k,Ridge,IC,0.6526666666666666
resnet50_21k,Ridge,IC,0.6643333333333333
resnet50_21k,Ridge,IC,0.6763333333333333
resnet50_21k,Ridge,IC,0.6783333333333333
resnet50_21k,Ridge,IC,0.6763333333333333
resnet50_21k,Ridge,IC,0.684
resnet50_21k,Ridge,IC,0.668
resnet50_21k,Ridge,IC,0.6753333333333333
resnet50_21k,Ridge,IC,0.679
resnet50_21k,Ridge,IC,0.6723333333333333
resnet50_21k,Ridge,IC,0.6793333333333333
resnet50_21k,Ridge,IC,0.685
