model,classifier,condition,acc
clip_vit,NB,IC,0.9363333333333334
clip_vit,NB,IC,0.9386666666666666
clip_vit,NB,IC,0.944
clip_vit,NB,IC,0.9426666666666667
clip_vit,NB,IC,0.9446666666666667
clip_vit,NB,IC,0.941
clip_vit,NB,IC,0.9363333333333334
clip_vit,NB,IC,0.9426666666666667
clip_vit,NB,IC,0.9353333333333333
clip_vit,NB,IC,0.9363333333333334
clip_vit,NB,IC,0.9413333333333334
clip_vit,NB,IC,0.942
clip_vit,NB,IC,0.9383333333333334
clip_vit,NB,IC,0.9383333333333334
clip_vit,NB,IC,0.942
clip_vit,NB,IC,0.9413333333333334
clip_vit,NB,IC,0.941
clip_vit,NB,IC,0.9346666666666666
clip_vit,NB,IC,0.9343333333333333
clip_vit,NB,IC,0.9373333333333334
clip_vit,KNN,IC,0.9553333333333334
clip_vit,KNN,IC,0.9603333333333334
clip_vit,KNN,IC,0.9573333333333334
clip_vit,KNN,IC,0.9573333333333334
clip_vit,KNN,IC,0.9573333333333334
clip_vit,KNN,IC,0.952
clip_vit,KNN,IC,0.951
clip_vit,KNN,IC,0.9656666666666667
clip_vit,KNN,IC,0.953
clip_vit,KNN,IC,0.955
clip_vit,KNN,IC,0.957
clip_vit,KNN,IC,0.9586666666666667
clip_vit,KNN,IC,0.9553333333333334
clip_vit,KNN,IC,0.956
clip_vit,KNN,IC,0.956
clip_vit,KNN,IC,0.9586666666666667
clip_vit,KNN,IC,0.9583333333333334
clip_vit,KNN,IC,0.9486666666666667
clip_vit,KNN,IC,0.956
clip_vit,KNN,IC,0.955
clip_vit,logistic,IC,0.9603333333333334
clip_vit,logistic,IC,0.9606666666666667
clip_vit,logistic,IC,0.9603333333333334
clip_vit,logistic,IC,0.9566666666666667
clip_vit,logistic,IC,0.9593333333333334
clip_vit,logistic,IC,0.9633333333333334
clip_vit,logistic,IC,0.956
clip_vit,logistic,IC,0.9586666666666667
clip_vit,logistic,IC,0.9586666666666667
clip_vit,logistic,IC,0.9526666666666667
clip_vit,logistic,IC,0.9563333333333334
clip_vit,logistic,IC,0.9603333333333334
clip_vit,logistic,IC,0.958
clip_vit,logistic,IC,0.957
clip_vit,logistic,IC,0.9586666666666667
clip_vit,logistic,IC,0.9603333333333334
clip_vit,logistic,IC,0.9583333333333334
clip_vit,logistic,IC,0.95
clip_vit,logistic,IC,0.958
clip_vit,logistic,IC,0.9616666666666667
clip_vit,NC,IC,0.9433333333333334
clip_vit,NC,IC,0.946
clip_vit,NC,IC,0.947
clip_vit,NC,IC,0.9486666666666667
clip_vit,NC,IC,0.945
clip_vit,NC,IC,0.9416666666666667
clip_vit,NC,IC,0.939
clip_vit,NC,IC,0.9446666666666667
clip_vit,NC,IC,0.9456666666666667
clip_vit,NC,IC,0.9393333333333334
clip_vit,NC,IC,0.944
clip_vit,NC,IC,0.9466666666666667
clip_vit,NC,IC,0.942
clip_vit,NC,IC,0.9406666666666667
clip_vit,NC,IC,0.9446666666666667
clip_vit,NC,IC,0.9403333333333334
clip_vit,NC,IC,0.9466666666666667
clip_vit,NC,IC,0.9383333333333334
clip_vit,NC,IC,0.938
clip_vit,NC,IC,0.946
clip_vit,SVM,IC,0.9656666666666667
clip_vit,SVM,IC,0.9696666666666667
clip_vit,SVM,IC,0.97
clip_vit,SVM,IC,0.968
clip_vit,SVM,IC,0.965
clip_vit,SVM,IC,0.9706666666666667
clip_vit,SVM,IC,0.9616666666666667
clip_vit,SVM,IC,0.9696666666666667
clip_vit,SVM,IC,0.9676666666666667
clip_vit,SVM,IC,0.963
clip_vit,SVM,IC,0.9646666666666667
clip_vit,SVM,IC,0.97
clip_vit,SVM,IC,0.964
clip_vit,SVM,IC,0.9653333333333334
clip_vit,SVM,IC,0.9636666666666667
clip_vit,SVM,IC,0.9676666666666667
clip_vit,SVM,IC,0.967
clip_vit,SVM,IC,0.9583333333333334
clip_vit,SVM,IC,0.9653333333333334
clip_vit,SVM,IC,0.9676666666666667
clip_vit,Ridge,IC,0.9593333333333334
clip_vit,Ridge,IC,0.963
clip_vit,Ridge,IC,0.9676666666666667
clip_vit,Ridge,IC,0.9603333333333334
clip_vit,Ridge,IC,0.9636666666666667
clip_vit,Ridge,IC,0.9643333333333334
clip_vit,Ridge,IC,0.953
clip_vit,Ridge,IC,0.968
clip_vit,Ridge,IC,0.9613333333333334
clip_vit,Ridge,IC,0.9593333333333334
clip_vit,Ridge,IC,0.9583333333333334
clip_vit,Ridge,IC,0.9603333333333334
clip_vit,Ridge,IC,0.9593333333333334
clip_vit,Ridge,IC,0.959
clip_vit,Ridge,IC,0.957
clip_vit,Ridge,IC,0.9606666666666667
clip_vit,Ridge,IC,0.961
clip_vit,Ridge,IC,0.9523333333333334
clip_vit,Ridge,IC,0.9586666666666667
clip_vit,Ridge,IC,0.964
