model,classifier,condition,acc
vit_dinov2,NB,IC,0.911
vit_dinov2,NB,IC,0.919
vit_dinov2,NB,IC,0.9166666666666666
vit_dinov2,NB,IC,0.9143333333333333
vit_dinov2,NB,IC,0.9156666666666666
vit_dinov2,NB,IC,0.9143333333333333
vit_dinov2,NB,IC,0.905
vit_dinov2,NB,IC,0.916
vit_dinov2,NB,IC,0.914
vit_dinov2,NB,IC,0.908
vit_dinov2,NB,IC,0.911
vit_dinov2,NB,IC,0.9173333333333333
vit_dinov2,NB,IC,0.9106666666666666
vit_dinov2,NB,IC,0.916
vit_dinov2,NB,IC,0.911
vit_dinov2,NB,IC,0.9113333333333333
vit_dinov2,NB,IC,0.9136666666666666
vit_dinov2,NB,IC,0.9106666666666666
vit_dinov2,NB,IC,0.908
vit_dinov2,NB,IC,0.914
vit_dinov2,KNN,IC,0.9536666666666667
vit_dinov2,KNN,IC,0.957
vit_dinov2,KNN,IC,0.9586666666666667
vit_dinov2,KNN,IC,0.9563333333333334
vit_dinov2,KNN,IC,0.9583333333333334
vit_dinov2,KNN,IC,0.9556666666666667
vit_dinov2,KNN,IC,0.9523333333333334
vit_dinov2,KNN,IC,0.958
vit_dinov2,KNN,IC,0.9543333333333334
vit_dinov2,KNN,IC,0.9516666666666667
vit_dinov2,KNN,IC,0.9553333333333334
vit_dinov2,KNN,IC,0.9596666666666667
vit_dinov2,KNN,IC,0.9563333333333334
vit_dinov2,KNN,IC,0.9553333333333334
vit_dinov2,KNN,IC,0.955
vit_dinov2,KNN,IC,0.9546666666666667
vit_dinov2,KNN,IC,0.9573333333333334
vit_dinov2,KNN,IC,0.9513333333333334
vit_dinov2,KNN,IC,0.954
vit_dinov2,KNN,IC,0.9576666666666667
vit_dinov2,logistic,IC,0.9586666666666667
vit_dinov2,logistic,IC,0.9596666666666667
vit_dinov2,logistic,IC,0.9646666666666667
vit_dinov2,logistic,IC,0.9653333333333334
vit_dinov2,logistic,IC,0.9643333333333334
vit_dinov2,logistic,IC,0.964
vit_dinov2,logistic,IC,0.9596666666666667
vit_dinov2,logistic,IC,0.9623333333333334
vit_dinov2,logistic,IC,0.961
vit_dinov2,logistic,IC,0.9596666666666667
vit_dinov2,logistic,IC,0.9626666666666667
vit_dinov2,logistic,IC,0.9643333333333334
vit_dinov2,logistic,IC,0.9633333333333334
vit_dinov2,logistic,IC,0.9606666666666667
vit_dinov2,logistic,IC,0.9653333333333334
vit_dinov2,logistic,IC,0.962
vit_dinov2,logistic,IC,0.9623333333333334
vit_dinov2,logistic,IC,0.9596666666666667
vit_dinov2,logistic,IC,0.959
vit_dinov2,logistic,IC,0.9636666666666667
vit_dinov2,NC,IC,0.9256666666666666
vit_dinov2,NC,IC,0.926
vit_dinov2,NC,IC,0.9283333333333333
vit_dinov2,NC,IC,0.9323333333333333
vit_dinov2,NC,IC,0.9283333333333333
vit_dinov2,NC,IC,0.923
vit_dinov2,NC,IC,0.925
vit_dinov2,NC,IC,0.9283333333333333
vit_dinov2,NC,IC,0.9293333333333333
vit_dinov2,NC,IC,0.921
vit_dinov2,NC,IC,0.925
vit_dinov2,NC,IC,0.9336666666666666
vit_dinov2,NC,IC,0.9236666666666666
vit_dinov2,NC,IC,0.927
vit_dinov2,NC,IC,0.9253333333333333
vit_dinov2,NC,IC,0.9256666666666666
vit_dinov2,NC,IC,0.9293333333333333
vit_dinov2,NC,IC,0.9256666666666666
vit_dinov2,NC,IC,0.9233333333333333
vit_dinov2,NC,IC,0.931
vit_dinov2,SVM,IC,0.9606666666666667
vit_dinov2,SVM,IC,0.9643333333333334
vit_dinov2,SVM,IC,0.967
vit_dinov2,SVM,IC,0.9646666666666667
vit_dinov2,SVM,IC,0.9703333333333334
vit_dinov2,SVM,IC,0.9653333333333334
vit_dinov2,SVM,IC,0.959
vit_dinov2,SVM,IC,0.9676666666666667
vit_dinov2,SVM,IC,0.962
vit_dinov2,SVM,IC,0.9613333333333334
vit_dinov2,SVM,IC,0.962
vit_dinov2,SVM,IC,0.9643333333333334
vit_dinov2,SVM,IC,0.9643333333333334
vit_dinov2,SVM,IC,0.9616666666666667
vit_dinov2,SVM,IC,0.9643333333333334
vit_dinov2,SVM,IC,0.9636666666666667
vit_dinov2,SVM,IC,0.966
vit_dinov2,SVM,IC,0.962
vit_dinov2,SVM,IC,0.958
vit_dinov2,SVM,IC,0.964
vit_dinov2,Ridge,IC,0.958
vit_dinov2,Ridge,IC,0.9633333333333334
vit_dinov2,Ridge,IC,0.9693333333333334
vit_dinov2,Ridge,IC,0.9653333333333334
vit_dinov2,Ridge,IC,0.97
vit_dinov2,Ridge,IC,0.9623333333333334
vit_dinov2,Ridge,IC,0.9566666666666667
vit_dinov2,Ridge,IC,0.9663333333333334
vit_dinov2,Ridge,IC,0.9673333333333334
vit_dinov2,Ridge,IC,0.9603333333333334
vit_dinov2,Ridge,IC,0.9603333333333334
vit_dinov2,Ridge,IC,0.9683333333333334
vit_dinov2,Ridge,IC,0.9626666666666667
vit_dinov2,Ridge,IC,0.9643333333333334
vit_dinov2,Ridge,IC,0.9673333333333334
vit_dinov2,Ridge,IC,0.966
vit_dinov2,Ridge,IC,0.966
vit_dinov2,Ridge,IC,0.9613333333333334
vit_dinov2,Ridge,IC,0.9636666666666667
vit_dinov2,Ridge,IC,0.9643333333333334
