model,classifier,condition,acc
resnet50_imagenet-sketch,NB,IC,0.20633333333333334
resnet50_imagenet-sketch,NB,IC,0.19866666666666666
resnet50_imagenet-sketch,NB,IC,0.21233333333333335
resnet50_imagenet-sketch,NB,IC,0.22233333333333333
resnet50_imagenet-sketch,NB,IC,0.21533333333333332
resnet50_imagenet-sketch,NB,IC,0.21166666666666667
resnet50_imagenet-sketch,NB,IC,0.20966666666666667
resnet50_imagenet-sketch,NB,IC,0.20866666666666667
resnet50_imagenet-sketch,NB,IC,0.196
resnet50_imagenet-sketch,NB,IC,0.216
resnet50_imagenet-sketch,NB,IC,0.219
resnet50_imagenet-sketch,NB,IC,0.21866666666666668
resnet50_imagenet-sketch,NB,IC,0.21833333333333332
resnet50_imagenet-sketch,NB,IC,0.213
resnet50_imagenet-sketch,NB,IC,0.21166666666666667
resnet50_imagenet-sketch,NB,IC,0.21333333333333335
resnet50_imagenet-sketch,NB,IC,0.22
resnet50_imagenet-sketch,NB,IC,0.21366666666666667
resnet50_imagenet-sketch,NB,IC,0.198
resnet50_imagenet-sketch,NB,IC,0.23066666666666666
resnet50_imagenet-sketch,KNN,IC,0.21066666666666667
resnet50_imagenet-sketch,KNN,IC,0.20366666666666666
resnet50_imagenet-sketch,KNN,IC,0.21133333333333335
resnet50_imagenet-sketch,KNN,IC,0.217
resnet50_imagenet-sketch,KNN,IC,0.21166666666666667
resnet50_imagenet-sketch,KNN,IC,0.20466666666666666
resnet50_imagenet-sketch,KNN,IC,0.21266666666666667
resnet50_imagenet-sketch,KNN,IC,0.21533333333333332
resnet50_imagenet-sketch,KNN,IC,0.198
resnet50_imagenet-sketch,KNN,IC,0.20966666666666667
resnet50_imagenet-sketch,KNN,IC,0.20933333333333334
resnet50_imagenet-sketch,KNN,IC,0.213
resnet50_imagenet-sketch,KNN,IC,0.19833333333333333
resnet50_imagenet-sketch,KNN,IC,0.21066666666666667
resnet50_imagenet-sketch,KNN,IC,0.209
resnet50_imagenet-sketch,KNN,IC,0.20433333333333334
resnet50_imagenet-sketch,KNN,IC,0.2
resnet50_imagenet-sketch,KNN,IC,0.20166666666666666
resnet50_imagenet-sketch,KNN,IC,0.21433333333333332
resnet50_imagenet-sketch,KNN,IC,0.21466666666666667
resnet50_imagenet-sketch,logistic,IC,0.2823333333333333
resnet50_imagenet-sketch,logistic,IC,0.2796666666666667
resnet50_imagenet-sketch,logistic,IC,0.268
resnet50_imagenet-sketch,logistic,IC,0.287
resnet50_imagenet-sketch,logistic,IC,0.2743333333333333
resnet50_imagenet-sketch,logistic,IC,0.27566666666666667
resnet50_imagenet-sketch,logistic,IC,0.2823333333333333
resnet50_imagenet-sketch,logistic,IC,0.281
resnet50_imagenet-sketch,logistic,IC,0.26666666666666666
resnet50_imagenet-sketch,logistic,IC,0.2713333333333333
resnet50_imagenet-sketch,logistic,IC,0.275
resnet50_imagenet-sketch,logistic,IC,0.289
resnet50_imagenet-sketch,logistic,IC,0.29
resnet50_imagenet-sketch,logistic,IC,0.27366666666666667
resnet50_imagenet-sketch,logistic,IC,0.27366666666666667
resnet50_imagenet-sketch,logistic,IC,0.29
resnet50_imagenet-sketch,logistic,IC,0.2866666666666667
resnet50_imagenet-sketch,logistic,IC,0.282
resnet50_imagenet-sketch,logistic,IC,0.27566666666666667
resnet50_imagenet-sketch,logistic,IC,0.2823333333333333
resnet50_imagenet-sketch,NC,IC,0.171
resnet50_imagenet-sketch,NC,IC,0.17533333333333334
resnet50_imagenet-sketch,NC,IC,0.175
resnet50_imagenet-sketch,NC,IC,0.18133333333333335
resnet50_imagenet-sketch,NC,IC,0.179
resnet50_imagenet-sketch,NC,IC,0.175
resnet50_imagenet-sketch,NC,IC,0.16533333333333333
resnet50_imagenet-sketch,NC,IC,0.18133333333333335
resnet50_imagenet-sketch,NC,IC,0.16466666666666666
resnet50_imagenet-sketch,NC,IC,0.166
