model,classifier,condition,acc
resnet50_imagenet-sketch,NC,IC,0.181
resnet50_imagenet-sketch,NC,IC,0.18533333333333332
resnet50_imagenet-sketch,NC,IC,0.183
resnet50_imagenet-sketch,NC,IC,0.17466666666666666
resnet50_imagenet-sketch,NC,IC,0.18566666666666667
resnet50_imagenet-sketch,NC,IC,0.18166666666666667
resnet50_imagenet-sketch,NC,IC,0.17566666666666667
resnet50_imagenet-sketch,NC,IC,0.17466666666666666
resnet50_imagenet-sketch,NC,IC,0.164
resnet50_imagenet-sketch,NC,IC,0.18966666666666668
resnet50_imagenet-sketch,SVM,IC,0.333
resnet50_imagenet-sketch,SVM,IC,0.31933333333333336
resnet50_imagenet-sketch,SVM,IC,0.325
resnet50_imagenet-sketch,SVM,IC,0.3323333333333333
resnet50_imagenet-sketch,SVM,IC,0.329
resnet50_imagenet-sketch,SVM,IC,0.32166666666666666
resnet50_imagenet-sketch,SVM,IC,0.31766666666666665
resnet50_imagenet-sketch,SVM,IC,0.33066666666666666
resnet50_imagenet-sketch,SVM,IC,0.3016666666666667
resnet50_imagenet-sketch,SVM,IC,0.311
resnet50_imagenet-sketch,SVM,IC,0.32966666666666666
resnet50_imagenet-sketch,SVM,IC,0.32766666666666666
resnet50_imagenet-sketch,SVM,IC,0.3253333333333333
resnet50_imagenet-sketch,SVM,IC,0.333
resnet50_imagenet-sketch,SVM,IC,0.331
resnet50_imagenet-sketch,SVM,IC,0.335
resnet50_imagenet-sketch,SVM,IC,0.3293333333333333
resnet50_imagenet-sketch,SVM,IC,0.32033333333333336
resnet50_imagenet-sketch,SVM,IC,0.32066666666666666
resnet50_imagenet-sketch,SVM,IC,0.33866666666666667
resnet50_imagenet-sketch,Ridge,IC,0.31966666666666665
resnet50_imagenet-sketch,Ridge,IC,0.317
resnet50_imagenet-sketch,Ridge,IC,0.33466666666666667
resnet50_imagenet-sketch,Ridge,IC,0.33466666666666667
resnet50_imagenet-sketch,Ridge,IC,0.33466666666666667
resnet50_imagenet-sketch,Ridge,IC,0.3283333333333333
resnet50_imagenet-sketch,Ridge,IC,0.32866666666666666
resnet50_imagenet-sketch,Ridge,IC,0.3396666666666667
resnet50_imagenet-sketch,Ridge,IC,0.31566666666666665
resnet50_imagenet-sketch,Ridge,IC,0.32166666666666666
resnet50_imagenet-sketch,Ridge,IC,0.31733333333333336
resnet50_imagenet-sketch,Ridge,IC,0.3456666666666667
resnet50_imagenet-sketch,Ridge,IC,0.32866666666666666
resnet50_imagenet-sketch,Ridge,IC,0.3323333333333333
resnet50_imagenet-sketch,Ridge,IC,0.3313333333333333
resnet50_imagenet-sketch,Ridge,IC,0.33266666666666667
resnet50_imagenet-sketch,Ridge,IC,0.33366666666666667
resnet50_imagenet-sketch,Ridge,IC,0.32966666666666666
resnet50_imagenet-sketch,Ridge,IC,0.3243333333333333
resnet50_imagenet-sketch,Ridge,IC,0.3423333333333333
