Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,right,0,10.50873,0,0,0,0,1,shoe,Stim/Prac (1).jpg,phone,left,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,,,,,,,,,,,
0.3,right,1,8.33446,0,1,1,2,1,balloon,Stim/Prac (3).jpg,computer,right,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,,,,,,,,,,,
0.3,right,1,6.374635,0,2,2,1,1,castle,Stim/Prac (2).png,car,right,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,,,,,,,,,,,
0.25,left,1,7.614365,0,3,3,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,,,,,,,,,,,
0.3,right,1,7.148805,,,,,,hand,Stim/OBJ (25)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,right,kangaroo,0.29442,0,0,0,17,1,25,Animate,3
0.3,left,1,8.377835,,,,,,turtle,Stim/OBJ (46)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,left,hand,0.288905,0,1,1,28,1,46,Animate,3
0.3,left,0,15.93166,,,,,,elephant,Stim/OBJ (18)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,right,cow,0.293385,0,2,2,11,1,18,Animate,3
0.3,left,0,7.16999,,,,,,cat,Stim/OBJ (11)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,right,bird,0.289615,0,3,3,6,1,11,Animate,3
0.3,left,1,8.649415,,,,,,flower,Stim/OBJ (20)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,left,glasses,0.289,0,4,4,13,1,20,Inanimate,3
0.3,left,0,9.146305,,,,,,frog,Stim/OBJ (23)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,right,fish,0.296945,0,5,5,16,1,23,Animate,3
0.3,right,1,7.338935,,,,,,leaf,Stim/OBJ (32)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,right,tree,0.288515,0,6,6,22,1,32,Inanimate,3
0.3,left,1,7.03517,,,,,,lamp,Stim/OBJ (31)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,left,tree,0.301895,0,7,7,21,1,31,Inanimate,3
0.25,right,1,6.013165,,,,,,apple,Stim/OBJ (4)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,right,kite,0.30054,0,8,8,1,1,4,Inanimate,3
0.25,left,1,5.81021,,,,,,duck,Stim/OBJ (17)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,left,ant,0.24436,0,9,9,10,1,17,Animate,3
0.25,left,1,7.383775,,,,,,butterfly,Stim/OBJ (10)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,left,deer,0.242555,0,10,10,5,1,10,Animate,3
0.2,right,1,8.86937,,,,,,umbrella,Stim/OBJ (47)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,right,airplane,0.247165,0,11,11,29,1,47,Inanimate,3
0.2,right,1,8.54106,,,,,,foot,Stim/OBJ (21)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,right,hand,0.19459,0,12,12,14,1,21,Animate,3
0.2,left,1,7.41995,,,,,,chair,Stim/OBJ (12)_IC.png,,,6003,2021-04-16_16h01.58.931,KorNet_kid_deleted,2020.2.4,Win32,60,6003,left,flower,0.200335,0,13,13,7,1,12,Inanimate,3
