Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,left,1,21.364985,0,0,0,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,,,,,,,,,,,
0.3,right,1,8.22072,0,1,1,1,1,castle,Stim/Prac (2).png,car,right,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,,,,,,,,,,,
0.25,left,1,7.75996,0,2,2,0,1,shoe,Stim/Prac (1).jpg,phone,left,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,,,,,,,,,,,
0.25,right,1,6.25122,0,3,3,2,1,balloon,Stim/Prac (3).jpg,computer,right,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,,,,,,,,,,,
0.3,right,1,4.36371,,,,,,bicycle,Stim/OBJ (7)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,key,0.291825,0,0,0,3,1,7,Inanimate,3
0.3,right,1,8.517595,,,,,,fish,Stim/OBJ (19)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,dog,0.30186,0,1,1,12,1,19,Animate,3
0.3,right,0,6.2529,,,,,,cat,Stim/OBJ (11)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,left,hand,0.299755,0,2,2,6,1,11,Animate,3
0.3,right,1,5.83018,,,,,,leaf,Stim/OBJ (32)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,kite,0.29213,0,3,3,22,1,32,Inanimate,3
0.3,left,1,9.51494,,,,,,butterfly,Stim/OBJ (10)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,left,kangaroo,0.299755,0,4,4,5,1,10,Animate,3
0.25,left,1,5.809505,,,,,,bird,Stim/OBJ (8)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,left,kangaroo,0.29879,0,5,5,4,1,8,Animate,3
0.25,right,1,6.766915,,,,,,key,Stim/OBJ (29)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,spoon,0.241295,0,6,6,19,1,29,Inanimate,3
0.25,right,1,6.797645,,,,,,chair,Stim/OBJ (12)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,umbrella,0.241175,0,7,7,7,1,12,Inanimate,3
0.2,right,1,5.513605,,,,,,apple,Stim/OBJ (4)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,flower,0.248995,0,8,8,1,1,4,Inanimate,3
0.2,left,1,6.12578,,,,,,hand,Stim/OBJ (25)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,left,fish,0.19116,0,9,9,17,1,25,Animate,3
0.2,right,1,7.65933,,,,,,fork,Stim/OBJ (22)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,glasses,0.201415,0,10,10,15,1,22,Inanimate,3
0.15,right,1,6.152475,,,,,,squirrel,Stim/OBJ (42)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,fish,0.20014,0,11,11,25,1,42,Animate,3
0.15,right,0,6.46705,,,,,,lamp,Stim/OBJ (31)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,left,fork,0.14739,0,12,12,21,1,31,Inanimate,3
0.15,right,1,8.836465,,,,,,foot,Stim/OBJ (21)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,frog,0.19743,0,13,13,14,1,21,Animate,3
0.15,right,0,5.833285,,,,,,kite,Stim/OBJ (30)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,left,airplane,0.14843,0,14,14,20,1,30,Inanimate,3
0.15,right,1,6.266565,,,,,,duck,Stim/OBJ (17)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,turtle,0.15269,0,15,15,10,1,17,Animate,3
0.15,right,0,5.450715,,,,,,airplane,Stim/OBJ (1)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,left,truck,0.142465,0,16,16,0,1,1,Inanimate,3
0.15,right,1,6.362715,,,,,,dog,Stim/OBJ (16)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,penguin,0.164465,0,17,17,9,1,16,Animate,3
0.15,right,0,8.25436,,,,,,guitar,Stim/OBJ (27)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,left,tree,0.14974,0,18,18,18,1,27,Inanimate,3
0.15,right,1,6.51286,,,,,,truck,Stim/OBJ (45)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,airplane,0.15342,0,19,19,27,1,45,Inanimate,3
0.15,right,1,7.02092,,,,,,spoon,Stim/OBJ (41)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,key,0.146965,0,20,20,24,1,41,Inanimate,3
0.1,right,1,5.488485,,,,,,flower,Stim/OBJ (20)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,guitar,0.14068,0,21,21,13,1,20,Inanimate,3
0.1,right,0,5.67983,,,,,,turtle,Stim/OBJ (46)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,left,foot,0.10039,0,22,22,28,1,46,Animate,3
0.1,left,0,6.99923,,,,,,umbrella,Stim/OBJ (47)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,fork,0.099675,0,23,23,29,1,47,Inanimate,3
0.1,right,1,6.178735,,,,,,bear,Stim/OBJ (6)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,squirrel,0.099615,0,24,24,2,1,6,Animate,3
0.1,right,1,6.00806,,,,,,frog,Stim/OBJ (23)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,butterfly,0.09463,0,25,25,16,1,23,Animate,3
0.1,left,0,6.809705,,,,,,cow,Stim/OBJ (14)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,dog,0.099555,0,26,26,8,1,14,Animate,3
0.1,right,1,7.493305,,,,,,tree,Stim/OBJ (44)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,chair,0.10254,0,27,27,26,1,44,Inanimate,3
0.1,right,1,6.316565,,,,,,rabbit,Stim/OBJ (38)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,right,hand,0.10044,0,28,28,23,1,38,Animate,3
0.1,left,1,6.548565,,,,,,elephant,Stim/OBJ (18)_IC.png,,,6017,2021-04-05_15h34.42.645,KorNet_kid_deleted,2020.2.4,Win32,60,6017,left,butterfly,0.100085,0,29,29,11,1,18,Animate,3
