Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.2,left,1,5.0197,,,,,,kite,Stim/OBJ (30)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,glasses,0.2435,0,7,7,20,1,30,Inanimate,3
0.2,right,1,5.3378,,,,,,key,Stim/OBJ (29)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,right,bicycle,0.2001,0,8,8,19,1,29,Inanimate,3
0.2,right,1,4.7309,,,,,,duck,Stim/OBJ (17)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,right,fish,0.1971,0,9,9,10,1,17,Animate,3
0.15,right,1,5.8491,,,,,,cow,Stim/OBJ (14)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,right,frog,0.2022,0,10,10,8,1,14,Animate,3
0.15,right,0,5.1153,,,,,,spoon,Stim/OBJ (41)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,fork,0.1501,0,11,11,24,1,41,Inanimate,3
0.15,left,1,6.0137,,,,,,fish,Stim/OBJ (19)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,foot,0.149,0,12,12,12,1,19,Animate,3
0.15,right,1,5.4496,,,,,,dog,Stim/OBJ (16)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,right,foot,0.1573,0,13,13,9,1,16,Animate,3
0.15,right,0,5.8289,,,,,,squirrel,Stim/OBJ (42)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,deer,0.1516,0,14,14,25,1,42,Animate,3
0.15,right,1,5.4699,,,,,,rabbit,Stim/OBJ (38)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,right,elephant,0.1514,0,15,15,23,1,38,Animate,3
0.15,left,1,5.6894,,,,,,butterfly,Stim/OBJ (10)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,bear,0.1537,0,16,16,5,1,10,Animate,3
0.15,right,0,4.6613,,,,,,frog,Stim/OBJ (23)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,turtle,0.1506,0,17,17,16,1,23,Animate,3
0.15,left,1,5.3325,,,,,,airplane,Stim/OBJ (1)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,bicycle,0.1494,0,18,18,0,1,1,Inanimate,3
0.15,right,0,5.6464,,,,,,chair,Stim/OBJ (12)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,scissors,0.1616,0,19,19,7,1,12,Inanimate,3
0.15,right,0,5.4882,,,,,,turtle,Stim/OBJ (46)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,kangaroo,0.1458,0,20,20,28,1,46,Animate,3
0.15,left,1,6.6753,,,,,,foot,Stim/OBJ (21)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,duck,0.1578,0,21,21,14,1,21,Animate,3
0.15,left,1,6.6742,,,,,,elephant,Stim/OBJ (18)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,cow,0.1502,0,22,22,11,1,18,Animate,3
0.1,left,1,5.8586,,,,,,apple,Stim/OBJ (4)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,lamp,0.1473,0,23,23,1,1,4,Inanimate,3
0.1,right,1,5.6264,,,,,,guitar,Stim/OBJ (27)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,right,spoon,0.1006,0,24,24,18,1,27,Inanimate,3
0.1,right,0,8.2626,,,,,,bear,Stim/OBJ (6)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,squirrel,0.0957,0,25,25,2,1,6,Animate,3
0.1,right,1,6.0373,,,,,,leaf,Stim/OBJ (32)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,right,glasses,0.1032,0,26,26,22,1,32,Inanimate,3
0.1,right,1,5.4729,,,,,,truck,Stim/OBJ (45)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,right,watch,0.0933,0,27,27,27,1,45,Inanimate,3
0.1,right,1,4.8446,,,,,,flower,Stim/OBJ (20)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,right,leaf,0.1053,0,28,28,13,1,20,Inanimate,3
0.1,right,0,5.3825,,,,,,hand,Stim/OBJ (25)_IC.png,,,6023,2021-06-01_17h05.03.919,KorNet_kid_deleted,2020.2.4,MacIntel,60,6023,left,kangaroo,0.0983,0,29,29,17,1,25,Animate,3
