Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,right,1,8.882135,0,0,0,2,1,balloon,Stim/Prac (3).jpg,computer,right,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,,,,,,,,,,,
0.3,left,1,7.68492,0,1,1,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,,,,,,,,,,,
0.25,left,1,3.56469,0,2,2,0,1,shoe,Stim/Prac (1).jpg,phone,left,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,,,,,,,,,,,
0.25,left,0,28.325265,0,3,3,1,1,castle,Stim/Prac (2).png,car,right,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,,,,,,,,,,,
0.3,left,0,6.601135,,,,,,truck,Stim/OBJ (45)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,bicycle,0.29989,0,0,0,27,1,45,Inanimate,3
0.3,left,1,6.59078,,,,,,cow,Stim/OBJ (14)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,duck,0.30063,0,1,1,8,1,14,Animate,3
0.3,right,0,10.32694,,,,,,frog,Stim/OBJ (23)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,butterfly,0.30008,0,2,2,16,1,23,Animate,3
0.3,left,0,7.595585,,,,,,bicycle,Stim/OBJ (7)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,umbrella,0.300725,0,3,3,3,1,7,Inanimate,3
0.3,left,1,4.811215,,,,,,duck,Stim/OBJ (17)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,fish,0.300425,0,4,4,10,1,17,Animate,3
0.3,right,0,32.691835,,,,,,cat,Stim/OBJ (11)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,kangaroo,0.300415,0,5,5,6,1,11,Animate,3
0.3,right,0,5.46758,,,,,,spoon,Stim/OBJ (41)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,key,0.292945,0,6,6,24,1,41,Inanimate,3
0.3,left,1,5.84146,,,,,,hand,Stim/OBJ (25)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,ant,0.300835,0,7,7,17,1,25,Animate,3
0.3,left,1,6.226425,,,,,,turtle,Stim/OBJ (46)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,kangaroo,0.300075,0,8,8,28,1,46,Animate,3
0.25,left,1,5.900825,,,,,,guitar,Stim/OBJ (27)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,airplane,0.30067,0,9,9,18,1,27,Inanimate,3
0.25,left,1,6.26938,,,,,,umbrella,Stim/OBJ (47)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,scissors,0.253895,0,10,10,29,1,47,Inanimate,3
0.25,left,0,8.01008,,,,,,butterfly,Stim/OBJ (10)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,penguin,0.25072,0,11,11,5,1,10,Animate,3
0.25,left,1,14.65206,,,,,,chair,Stim/OBJ (12)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,umbrella,0.249915,0,12,12,7,1,12,Inanimate,3
0.25,right,1,8.58544,,,,,,lamp,Stim/OBJ (31)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,leaf,0.25014,0,13,13,21,1,31,Inanimate,3
0.25,left,0,5.8606,,,,,,bear,Stim/OBJ (6)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,deer,0.250215,0,14,14,2,1,6,Animate,3
0.25,right,1,8.26463,,,,,,bird,Stim/OBJ (8)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,bear,0.249795,0,15,15,4,1,8,Animate,3
0.25,right,1,5.670765,,,,,,foot,Stim/OBJ (21)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,hand,0.250345,0,16,16,14,1,21,Animate,3
0.2,right,1,6.23975,,,,,,kite,Stim/OBJ (30)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,guitar,0.24257,0,17,17,20,1,30,Inanimate,3
0.2,right,0,6.7609,,,,,,airplane,Stim/OBJ (1)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,apple,0.200295,0,18,18,0,1,1,Inanimate,3
0.2,right,0,6.24014,,,,,,apple,Stim/OBJ (4)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,glasses,0.19066,0,19,19,1,1,4,Inanimate,3
0.2,right,1,12.586195,,,,,,fork,Stim/OBJ (22)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,guitar,0.200475,0,20,20,15,1,22,Inanimate,3
0.2,right,1,29.356715,,,,,,fish,Stim/OBJ (19)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,elephant,0.206865,0,21,21,12,1,19,Animate,3
0.15,right,1,75.84653,,,,,,tree,Stim/OBJ (44)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,bicycle,0.200305,0,22,22,26,1,44,Inanimate,3
0.15,right,1,5.395135,,,,,,elephant,Stim/OBJ (18)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,duck,0.150575,0,23,23,11,1,18,Animate,3
0.15,right,1,5.44473,,,,,,rabbit,Stim/OBJ (38)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,right,bird,0.1503,0,24,24,23,1,38,Animate,3
0.1,left,1,6.26744,,,,,,flower,Stim/OBJ (20)_IC.png,,,6035,2021-05-28_14h07.55.724,KorNet_kid_deleted,2020.2.4,Linux x86_64,60,6035,left,bicycle,0.149435,0,25,25,13,1,20,Inanimate,3
