Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,left,1,6.86206,0,0,0,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,,,,,,,,,,,
0.3,right,1,5.23097,0,1,1,1,1,castle,Stim/Prac (2).png,car,right,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,,,,,,,,,,,
0.25,right,1,1.149015,0,2,2,2,1,balloon,Stim/Prac (3).jpg,computer,right,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,,,,,,,,,,,
0.25,left,1,5.12785,0,3,3,0,1,shoe,Stim/Prac (1).jpg,phone,left,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,,,,,,,,,,,
0.3,left,1,7.20324,,,,,,chair,Stim/OBJ (12)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,fork,0.301045,0,0,0,7,1,12,Inanimate,3
0.3,right,0,11.886005,,,,,,umbrella,Stim/OBJ (47)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,lamp,0.30151,0,1,1,29,1,47,Inanimate,3
0.3,right,1,4.80667,,,,,,tree,Stim/OBJ (44)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,right,airplane,0.299855,0,2,2,26,1,44,Inanimate,3
0.3,right,1,19.68558,,,,,,frog,Stim/OBJ (23)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,right,deer,0.298545,0,3,3,16,1,23,Animate,3
0.25,left,1,6.098405,,,,,,hand,Stim/OBJ (25)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,elephant,0.3034,0,4,4,17,1,25,Animate,3
0.25,right,1,5.00927,,,,,,rabbit,Stim/OBJ (38)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,right,fish,0.238435,0,5,5,23,1,38,Animate,3
0.25,right,1,6.03164,,,,,,bear,Stim/OBJ (6)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,right,cat,0.251555,0,6,6,2,1,6,Animate,3
0.25,right,0,8.66116,,,,,,cat,Stim/OBJ (11)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,squirrel,0.25053,0,7,7,6,1,11,Animate,3
0.25,right,1,5.705255,,,,,,butterfly,Stim/OBJ (10)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,right,fish,0.25003,0,8,8,5,1,10,Animate,3
0.25,right,1,7.16202,,,,,,key,Stim/OBJ (29)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,right,guitar,0.249285,0,9,9,19,1,29,Inanimate,3
0.25,left,0,7.24214,,,,,,fish,Stim/OBJ (19)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,right,mouse,0.249785,0,10,10,12,1,19,Animate,3
0.25,left,1,6.99931,,,,,,foot,Stim/OBJ (21)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,bear,0.247905,0,11,11,14,1,21,Animate,3
0.25,left,1,4.696255,,,,,,kite,Stim/OBJ (30)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,lamp,0.24988,0,12,12,20,1,30,Inanimate,3
0.2,left,1,6.079355,,,,,,truck,Stim/OBJ (45)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,apple,0.248875,0,13,13,27,1,45,Inanimate,3
0.2,right,0,11.035865,,,,,,turtle,Stim/OBJ (46)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,mouse,0.195965,0,14,14,28,1,46,Animate,3
0.2,left,1,4.61284,,,,,,dog,Stim/OBJ (16)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,elephant,0.200555,0,15,15,9,1,16,Animate,3
0.2,left,1,11.07997,,,,,,airplane,Stim/OBJ (1)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,watch,0.199055,0,16,16,0,1,1,Inanimate,3
0.2,right,0,15.49692,,,,,,cow,Stim/OBJ (14)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,kangaroo,0.19978,0,17,17,8,1,14,Animate,3
0.2,right,1,5.86945,,,,,,guitar,Stim/OBJ (27)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,right,toothbrush,0.1982,0,18,18,18,1,27,Inanimate,3
0.2,left,1,4.71297,,,,,,squirrel,Stim/OBJ (42)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,foot,0.199955,0,19,19,25,1,42,Animate,3
0.15,right,1,4.9518,,,,,,duck,Stim/OBJ (17)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,right,squirrel,0.200475,0,20,20,10,1,17,Animate,3
0.15,left,0,7.150175,,,,,,spoon,Stim/OBJ (41)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,right,bicycle,0.15089,0,21,21,24,1,41,Inanimate,3
0.15,left,1,6.09729,,,,,,elephant,Stim/OBJ (18)_IC.png,,,6006,2021-06-01_13h29.09.921,KorNet_kid_deleted,2020.2.4,MacIntel,60,6006,left,cow,0.14904,0,22,22,11,1,18,Animate,3
