Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.2,left,1,6.877445,,,,,,bird,Stim/OBJ (8)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,penguin,0.24268,0,7,7,4,1,8,Animate,3
0.2,left,0,11.54494,,,,,,fish,Stim/OBJ (19)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,right,penguin,0.204065,0,8,8,12,1,19,Animate,3
0.2,left,1,4.10182,,,,,,duck,Stim/OBJ (17)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,mouse,0.195305,0,9,9,10,1,17,Animate,3
0.2,right,1,9.249955,,,,,,hand,Stim/OBJ (25)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,right,elephant,0.189565,0,10,10,17,1,25,Animate,3
0.15,right,1,3.730215,,,,,,bear,Stim/OBJ (6)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,right,bird,0.209605,0,11,11,2,1,6,Animate,3
0.15,left,0,7.932915,,,,,,airplane,Stim/OBJ (1)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,right,chair,0.140705,0,12,12,0,1,1,Inanimate,3
0.15,left,0,8.50743,,,,,,elephant,Stim/OBJ (18)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,right,butterfly,0.14929,0,13,13,11,1,18,Animate,3
0.15,left,1,6.375785,,,,,,tree,Stim/OBJ (44)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,truck,0.1424,0,14,14,26,1,44,Inanimate,3
0.15,left,0,8.29974,,,,,,umbrella,Stim/OBJ (47)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,right,key,0.140605,0,15,15,29,1,47,Inanimate,3
0.15,left,1,6.742075,,,,,,foot,Stim/OBJ (21)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,bird,0.14882,0,16,16,14,1,21,Animate,3
0.15,left,1,7.55667,,,,,,apple,Stim/OBJ (4)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,key,0.153515,0,17,17,1,1,4,Inanimate,3
0.15,left,0,6.54422,,,,,,kite,Stim/OBJ (30)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,right,guitar,0.14506,0,18,18,20,1,30,Inanimate,3
0.15,left,1,6.52658,,,,,,frog,Stim/OBJ (23)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,dog,0.149845,0,19,19,16,1,23,Animate,3
0.15,left,1,6.87562,,,,,,leaf,Stim/OBJ (32)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,chair,0.145195,0,20,20,22,1,32,Inanimate,3
0.1,left,1,7.730135,,,,,,fork,Stim/OBJ (22)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,kite,0.14948,0,21,21,15,1,22,Inanimate,3
0.1,left,0,7.84472,,,,,,turtle,Stim/OBJ (46)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,right,bear,0.08781,0,22,22,28,1,46,Animate,3
0.1,left,1,5.31241,,,,,,cat,Stim/OBJ (11)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,frog,0.094175,0,23,23,6,1,11,Animate,3
0.1,left,1,6.743885,,,,,,bicycle,Stim/OBJ (7)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,apple,0.088325,0,24,24,3,1,7,Inanimate,3
0.1,left,1,8.43995,,,,,,key,Stim/OBJ (29)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,chair,0.100195,0,25,25,19,1,29,Inanimate,3
0.1,left,1,6.836585,,,,,,spoon,Stim/OBJ (41)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,guitar,0.09635,0,26,26,24,1,41,Inanimate,3
0.1,left,1,6.96571,,,,,,guitar,Stim/OBJ (27)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,watch,0.09158,0,27,27,18,1,27,Inanimate,3
0.1,right,1,6.856435,,,,,,truck,Stim/OBJ (45)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,right,airplane,0.088895,0,28,28,27,1,45,Inanimate,3
0.1,left,1,6.617255,,,,,,butterfly,Stim/OBJ (10)_IC.png,,,6020,2021-04-16_17h11.27.741,KorNet_kid_deleted,2020.2.4,Win32,60,6020,left,frog,0.104545,0,29,29,5,1,10,Animate,3
