Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.25,right,1,1.751215,,,,,,guitar,Stim/OBJ (27)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,spoon,0.24868,0,6,6,18,1,27,Inanimate,2
0.25,right,1,1.62237,,,,,,elephant,Stim/OBJ (18)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,kangaroo,0.25066,0,7,7,11,1,18,Animate,2
0.2,right,1,2.230345,,,,,,cow,Stim/OBJ (14)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,dog,0.250265,0,8,8,8,1,14,Animate,2
0.2,left,1,2.10048,,,,,,hand,Stim/OBJ (25)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,penguin,0.201025,0,9,9,17,1,25,Animate,2
0.2,left,1,2.109985,,,,,,butterfly,Stim/OBJ (10)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,deer,0.203325,0,10,10,5,1,10,Animate,2
0.15,left,1,1.55053,,,,,,rabbit,Stim/OBJ (38)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,duck,0.199725,0,11,11,23,1,38,Animate,2
0.15,right,1,1.829215,,,,,,bicycle,Stim/OBJ (7)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,spoon,0.1488,0,12,12,3,1,7,Inanimate,2
0.15,left,1,1.78514,,,,,,duck,Stim/OBJ (17)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,squirrel,0.138665,0,13,13,10,1,17,Animate,2
0.1,right,1,1.763745,,,,,,cat,Stim/OBJ (11)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,cow,0.14937,0,14,14,6,1,11,Animate,2
0.1,right,1,6.74595,,,,,,turtle,Stim/OBJ (46)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,cat,0.10173,0,15,15,28,1,46,Animate,2
0.1,right,1,8.481835,,,,,,frog,Stim/OBJ (23)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,dog,0.100405,0,16,16,16,1,23,Animate,2
0.1,left,1,19.897685,,,,,,lamp,Stim/OBJ (31)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,flower,0.099205,0,17,17,21,1,31,Inanimate,2
0.1,right,1,2.258065,,,,,,leaf,Stim/OBJ (32)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,umbrella,0.09805,0,18,18,22,1,32,Inanimate,2
0.1,left,1,8.03613,,,,,,fork,Stim/OBJ (22)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,leaf,0.08943,0,19,19,15,1,22,Inanimate,2
0.1,left,1,6.861355,,,,,,squirrel,Stim/OBJ (42)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,frog,0.10066,0,20,20,25,1,42,Animate,2
0.1,right,1,2.749585,,,,,,truck,Stim/OBJ (45)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,lamp,0.10055,0,21,21,27,1,45,Inanimate,2
0.1,left,1,1.431395,,,,,,umbrella,Stim/OBJ (47)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,guitar,0.09989,0,22,22,29,1,47,Inanimate,2
0.1,left,1,6.21865,,,,,,dog,Stim/OBJ (16)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,frog,0.098025,0,23,23,9,1,16,Animate,2
0.1,right,1,6.54869,,,,,,airplane,Stim/OBJ (1)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,spoon,0.09833,0,24,24,0,1,1,Inanimate,2
0.1,left,1,4.711185,,,,,,kite,Stim/OBJ (30)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,bicycle,0.09748,0,25,25,20,1,30,Inanimate,2
0.1,right,1,2.892945,,,,,,flower,Stim/OBJ (20)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,right,kite,0.099605,0,26,26,13,1,20,Inanimate,2
0.1,left,1,9.33664,,,,,,foot,Stim/OBJ (21)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,elephant,0.09822,0,27,27,14,1,21,Animate,2
0.1,left,1,1.634825,,,,,,chair,Stim/OBJ (12)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,bicycle,0.100195,0,28,28,7,1,12,Inanimate,2
0.1,left,1,1.33679,,,,,,tree,Stim/OBJ (44)_ripple.png,,,6005,2021-04-22_14h08.07.050,KorNet_kid_perturbed,2020.2.4,Win32,60,6005,left,umbrella,0.100085,0,29,29,26,1,44,Inanimate,2
