objLabel,imFile,distractLabel,corr,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,text.started,text.stopped,text_7.started,text_7.stopped,image_2.started,image_2.stopped,imMask.started,imMask.stopped,image.started,image.stopped,Duration,txtPrompt.started,txtPrompt.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,lChoice.started,lChoice.stopped,rChoice.started,rChoice.stopped,lArrow.started,lArrow.stopped,rArrow.started,rArrow.stopped,imFeedback.started,imFeedback.stopped,participant,date,expName,psychopyVersion,frameRate,
balloon,Stim/Prac (3).jpg,computer,right,0,0,0,2,11.435224899963941,None,13.932653099996969,None,14.92094039998483,None,16.520537099975627,None,16.031548800005112,None,0.3,16.726807500002906,None,right,1,0.5800335999811068,16.726807500002906,None,16.726807500002906,None,16.726807500002906,None,16.726807500002906,None,16.726807500002906,None,17.334616599953733,None,999,2021_Mar_29_2035,KorNet_Deleted,2020.2.4,59.83609697594168,
