Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,left,1,11.093665,0,0,0,0,1,shoe,Stim/Prac (1).jpg,phone,left,6031,2021-05-20_09h35.44.665,KorNet_kid_perturbed,2020.2.4,MacIntel,60,6031,,,,,,,,,,,
0.3,right,1,12.602695,0,1,1,1,1,castle,Stim/Prac (2).png,car,right,6031,2021-05-20_09h35.44.665,KorNet_kid_perturbed,2020.2.4,MacIntel,60,6031,,,,,,,,,,,
0.25,right,1,5.17447,0,2,2,2,1,balloon,Stim/Prac (3).jpg,computer,right,6031,2021-05-20_09h35.44.665,KorNet_kid_perturbed,2020.2.4,MacIntel,60,6031,,,,,,,,,,,
0.25,left,1,4.87212,0,3,3,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6031,2021-05-20_09h35.44.665,KorNet_kid_perturbed,2020.2.4,MacIntel,60,6031,,,,,,,,,,,
0.3,left,1,9.579005,,,,,,hand,Stim/OBJ (25)_ripple.png,,,6031,2021-05-20_09h35.44.665,KorNet_kid_perturbed,2020.2.4,MacIntel,60,6031,left,deer,0.31277,0,0,0,17,1,25,Animate,2
0.3,right,1,5.68993,,,,,,elephant,Stim/OBJ (18)_ripple.png,,,6031,2021-05-20_09h35.44.665,KorNet_kid_perturbed,2020.2.4,MacIntel,60,6031,right,butterfly,0.30773,0,1,1,11,1,18,Animate,2
0.3,right,0,3.738155,,,,,,fork,Stim/OBJ (22)_ripple.png,,,6031,2021-05-20_09h35.44.665,KorNet_kid_perturbed,2020.2.4,MacIntel,60,6031,left,guitar,0.297195,0,2,2,15,1,22,Inanimate,2
0.3,left,1,7.997945,,,,,,dog,Stim/OBJ (16)_ripple.png,,,6031,2021-05-20_09h35.44.665,KorNet_kid_perturbed,2020.2.4,MacIntel,60,6031,left,butterfly,0.319075,0,3,3,9,1,16,Animate,2
0.3,left,0,5.064225,,,,,,flower,Stim/OBJ (20)_ripple.png,,,6031,2021-05-20_09h35.44.665,KorNet_kid_perturbed,2020.2.4,MacIntel,60,6031,right,kite,0.316045,0,4,4,13,1,20,Inanimate,2
0.3,right,0,5.60562,,,,,,bicycle,Stim/OBJ (7)_ripple.png,,,6031,2021-05-20_09h35.44.665,KorNet_kid_perturbed,2020.2.4,MacIntel,60,6031,left,key,0.297325,0,5,5,3,1,7,Inanimate,2
