Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,right,1,9.83866,0,0,0,2,1,balloon,Stim/Prac (3).jpg,computer,right,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,,,,,,,,,,,
0.3,left,1,5.95604,0,1,1,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,,,,,,,,,,,
0.25,right,1,15.848245,0,2,2,1,1,castle,Stim/Prac (2).png,car,right,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,,,,,,,,,,,
0.25,left,1,3.87854,0,3,3,0,1,shoe,Stim/Prac (1).jpg,phone,left,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,,,,,,,,,,,
0.3,right,1,2.48972,,,,,,duck,Stim/OBJ (17)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,elephant,0.306055,0,0,0,10,1,17,Animate,2
0.3,left,0,24.459565,,,,,,squirrel,Stim/OBJ (42)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,bird,0.30677,0,1,1,25,1,42,Animate,2
0.3,right,1,4.40915,,,,,,bird,Stim/OBJ (8)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,duck,0.293375,0,2,2,4,1,8,Animate,2
0.3,left,1,2.97161,,,,,,hand,Stim/OBJ (25)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,elephant,0.30233,0,3,3,17,1,25,Animate,2
0.25,left,1,55.45093,,,,,,butterfly,Stim/OBJ (10)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,bird,0.30062,0,4,4,5,1,10,Animate,2
0.25,right,1,24.325625,,,,,,key,Stim/OBJ (29)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,chair,0.25149,0,5,5,19,1,29,Inanimate,2
0.25,right,1,14.134625,,,,,,frog,Stim/OBJ (23)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,butterfly,0.243985,0,6,6,16,1,23,Animate,2
0.2,left,1,7.76111,,,,,,spoon,Stim/OBJ (41)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,apple,0.24531,0,7,7,24,1,41,Inanimate,2
0.2,left,1,8.24644,,,,,,fish,Stim/OBJ (19)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,cow,0.20112,0,8,8,12,1,19,Animate,2
0.2,left,1,11.316475,,,,,,rabbit,Stim/OBJ (38)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,butterfly,0.204205,0,9,9,23,1,38,Animate,2
0.15,right,1,13.41204,,,,,,foot,Stim/OBJ (21)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,squirrel,0.20202,0,10,10,14,1,21,Animate,2
0.15,left,1,5.82993,,,,,,dog,Stim/OBJ (16)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,hand,0.15171,0,11,11,9,1,16,Animate,2
0.15,right,1,7.47627,,,,,,airplane,Stim/OBJ (1)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,lamp,0.150985,0,12,12,0,1,1,Inanimate,2
0.1,left,1,6.75041,,,,,,lamp,Stim/OBJ (31)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,chair,0.15168,0,13,13,21,1,31,Inanimate,2
0.1,right,1,8.159335,,,,,,umbrella,Stim/OBJ (47)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,truck,0.09787,0,14,14,29,1,47,Inanimate,2
0.1,left,1,15.945675,,,,,,flower,Stim/OBJ (20)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,key,0.09943,0,15,15,13,1,20,Inanimate,2
0.1,right,1,8.94484,,,,,,kite,Stim/OBJ (30)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,chair,0.099475,0,16,16,20,1,30,Inanimate,2
0.1,left,0,8.515975,,,,,,leaf,Stim/OBJ (32)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,scissors,0.09444,0,17,17,22,1,32,Inanimate,2
0.1,right,1,6.198845,,,,,,cow,Stim/OBJ (14)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,dog,0.108665,0,18,18,8,1,14,Animate,2
0.1,right,1,8.597315,,,,,,bear,Stim/OBJ (6)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,fish,0.1012,0,19,19,2,1,6,Animate,2
0.1,right,1,4.72061,,,,,,bicycle,Stim/OBJ (7)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,tree,0.098465,0,20,20,3,1,7,Inanimate,2
0.1,left,1,8.449165,,,,,,elephant,Stim/OBJ (18)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,fish,0.098725,0,21,21,11,1,18,Animate,2
0.1,right,0,6.450725,,,,,,tree,Stim/OBJ (44)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,bicycle,0.09332,0,22,22,26,1,44,Inanimate,2
0.1,right,1,7.82626,,,,,,chair,Stim/OBJ (12)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,spoon,0.09203,0,23,23,7,1,12,Inanimate,2
0.1,left,1,3.120465,,,,,,apple,Stim/OBJ (4)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,airplane,0.113015,0,24,24,1,1,4,Inanimate,2
0.1,left,0,12.38371,,,,,,guitar,Stim/OBJ (27)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,toothbrush,0.09819,0,25,25,18,1,27,Inanimate,2
0.1,right,0,12.26352,,,,,,fork,Stim/OBJ (22)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,spoon,0.09511,0,26,26,15,1,22,Inanimate,2
0.1,left,1,4.53898,,,,,,turtle,Stim/OBJ (46)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,left,fish,0.099685,0,27,27,28,1,46,Animate,2
0.1,right,1,5.643485,,,,,,truck,Stim/OBJ (45)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,guitar,0.091925,0,28,28,27,1,45,Inanimate,2
0.1,right,1,3.60278,,,,,,cat,Stim/OBJ (11)_ripple.png,,,6016,2021-04-02_13h04.30.324,KorNet_kid_perturbed,2020.2.4,Win32,60,6016,right,dog,0.097485,0,29,29,6,1,11,Animate,2
