Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,right,1,9.80396,0,0,0,2,1,balloon,Stim/Prac (3).jpg,computer,right,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,,,,,,,,,,,
0.3,left,1,7.3844,0,1,1,0,1,shoe,Stim/Prac (1).jpg,phone,left,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,,,,,,,,,,,
0.25,left,1,7.28311,0,2,2,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,,,,,,,,,,,
0.25,right,1,5.93814,0,3,3,1,1,castle,Stim/Prac (2).png,car,right,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,,,,,,,,,,,
0.3,left,1,11.18882,,,,,,key,Stim/OBJ (29)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,umbrella,0.300825,0,0,0,19,1,29,Inanimate,2
0.3,right,1,5.26764,,,,,,kite,Stim/OBJ (30)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,scissors,0.30335,0,1,1,20,1,30,Inanimate,2
0.25,left,1,8.782695,,,,,,flower,Stim/OBJ (20)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,chair,0.29891,0,2,2,13,1,20,Inanimate,2
0.25,left,1,8.321425,,,,,,leaf,Stim/OBJ (32)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,watch,0.25014,0,3,3,22,1,32,Inanimate,2
0.25,right,1,3.177575,,,,,,umbrella,Stim/OBJ (47)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,lamp,0.250005,0,4,4,29,1,47,Inanimate,2
0.2,left,1,3.68144,,,,,,fish,Stim/OBJ (19)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,frog,0.25013,0,5,5,12,1,19,Animate,2
0.2,right,1,4.76615,,,,,,spoon,Stim/OBJ (41)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,bicycle,0.20144,0,6,6,24,1,41,Inanimate,2
0.2,right,1,3.29237,,,,,,butterfly,Stim/OBJ (10)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,dog,0.201655,0,7,7,5,1,10,Animate,2
0.15,right,1,3.46308,,,,,,turtle,Stim/OBJ (46)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,duck,0.199465,0,8,8,28,1,46,Animate,2
0.15,left,1,5.55122,,,,,,rabbit,Stim/OBJ (38)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,duck,0.14047,0,9,9,23,1,38,Animate,2
0.15,right,1,2.934395,,,,,,chair,Stim/OBJ (12)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,toothbrush,0.150455,0,10,10,7,1,12,Inanimate,2
0.1,left,1,9.791925,,,,,,apple,Stim/OBJ (4)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,truck,0.150475,0,11,11,1,1,4,Inanimate,2
0.1,left,0,13.523525,,,,,,elephant,Stim/OBJ (18)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,duck,0.0998,0,12,12,11,1,18,Animate,2
0.1,right,0,9.83657,,,,,,dog,Stim/OBJ (16)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,rabbit,0.11055,0,13,13,9,1,16,Animate,2
0.1,left,1,8.514765,,,,,,bear,Stim/OBJ (6)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,kangaroo,0.099555,0,14,14,2,1,6,Animate,2
0.1,left,0,10.700625,,,,,,duck,Stim/OBJ (17)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,kangaroo,0.099065,0,15,15,10,1,17,Animate,2
0.1,left,0,7.72668,,,,,,squirrel,Stim/OBJ (42)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,deer,0.094115,0,16,16,25,1,42,Animate,2
0.1,right,1,8.58398,,,,,,bicycle,Stim/OBJ (7)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,chair,0.10139,0,17,17,3,1,7,Inanimate,2
0.1,left,0,13.904955,,,,,,cat,Stim/OBJ (11)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,penguin,0.097145,0,18,18,6,1,11,Animate,2
0.1,right,0,7.469495,,,,,,frog,Stim/OBJ (23)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,squirrel,0.090375,0,19,19,16,1,23,Animate,2
0.1,left,1,3.624405,,,,,,bird,Stim/OBJ (8)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,deer,0.099085,0,20,20,4,1,8,Animate,2
0.1,right,1,10.682925,,,,,,foot,Stim/OBJ (21)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,elephant,0.105145,0,21,21,14,1,21,Animate,2
0.1,left,1,8.545295,,,,,,fork,Stim/OBJ (22)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,toothbrush,0.10002,0,22,22,15,1,22,Inanimate,2
0.1,right,1,6.678535,,,,,,guitar,Stim/OBJ (27)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,truck,0.09903,0,23,23,18,1,27,Inanimate,2
0.1,right,1,6.087545,,,,,,cow,Stim/OBJ (14)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,butterfly,0.10051,0,24,24,8,1,14,Animate,2
0.1,left,1,7.624925,,,,,,hand,Stim/OBJ (25)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,cow,0.101455,0,25,25,17,1,25,Animate,2
0.1,left,1,5.24291,,,,,,truck,Stim/OBJ (45)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,fork,0.097115,0,26,26,27,1,45,Inanimate,2
0.1,right,1,5.02578,,,,,,lamp,Stim/OBJ (31)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,right,airplane,0.103705,0,27,27,21,1,31,Inanimate,2
0.1,left,1,8.656515,,,,,,airplane,Stim/OBJ (1)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,scissors,0.094415,0,28,28,0,1,1,Inanimate,2
0.1,left,1,5.72744,,,,,,tree,Stim/OBJ (44)_ripple.png,,,6002,2021-04-16_11h06.02.376,KorNet_kid_perturbed,2020.2.4,Win32,60,6002,left,bicycle,0.09688,0,29,29,26,1,44,Inanimate,2
