Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,right,0,10.079345,0,0,0,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,,,,,,,,,,,
0.3,right,1,5.771215,0,1,1,2,1,balloon,Stim/Prac (3).jpg,computer,right,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,,,,,,,,,,,
0.3,right,1,7.091175,0,2,2,1,1,castle,Stim/Prac (2).png,car,right,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,,,,,,,,,,,
0.25,left,1,4.67566,0,3,3,0,1,shoe,Stim/Prac (1).jpg,phone,left,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,,,,,,,,,,,
0.3,right,1,7.682285,,,,,,umbrella,Stim/OBJ (47)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,key,0.28947,0,0,0,29,1,47,Inanimate,2
0.3,right,1,5.86381,,,,,,guitar,Stim/OBJ (27)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,umbrella,0.302925,0,1,1,18,1,27,Inanimate,2
0.25,left,1,22.751765,,,,,,cat,Stim/OBJ (11)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,bear,0.295245,0,2,2,6,1,11,Animate,2
0.25,left,1,6.784185,,,,,,fish,Stim/OBJ (19)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,ant,0.24927,0,3,3,12,1,19,Animate,2
0.25,left,1,5.97921,,,,,,elephant,Stim/OBJ (18)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,bird,0.245145,0,4,4,11,1,18,Animate,2
0.2,left,1,5.66683,,,,,,duck,Stim/OBJ (17)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,butterfly,0.248685,0,5,5,10,1,17,Animate,2
0.2,right,1,6.87256,,,,,,spoon,Stim/OBJ (41)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,airplane,0.20022,0,6,6,24,1,41,Inanimate,2
0.2,right,1,5.91158,,,,,,fork,Stim/OBJ (22)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,tree,0.216645,0,7,7,15,1,22,Inanimate,2
0.2,left,0,7.05192,,,,,,cow,Stim/OBJ (14)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,penguin,0.19072,0,8,8,8,1,14,Animate,2
0.2,right,0,4.63794,,,,,,kite,Stim/OBJ (30)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,tree,0.20238,0,9,9,20,1,30,Inanimate,2
0.2,right,1,4.34759,,,,,,key,Stim/OBJ (29)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,spoon,0.19717,0,10,10,19,1,29,Inanimate,2
0.2,right,0,7.33778,,,,,,lamp,Stim/OBJ (31)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,truck,0.19707,0,11,11,21,1,31,Inanimate,2
0.2,left,1,5.810215,,,,,,tree,Stim/OBJ (44)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,fork,0.20435,0,12,12,26,1,44,Inanimate,2
0.2,right,0,5.52619,,,,,,flower,Stim/OBJ (20)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,key,0.20298,0,13,13,13,1,20,Inanimate,2
0.2,left,0,6.30123,,,,,,chair,Stim/OBJ (12)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,bicycle,0.221345,0,14,14,7,1,12,Inanimate,2
0.2,left,1,5.196555,,,,,,bird,Stim/OBJ (8)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,fish,0.223675,0,15,15,4,1,8,Animate,2
0.2,left,0,8.586915,,,,,,squirrel,Stim/OBJ (42)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,dog,0.189385,0,16,16,25,1,42,Animate,2
0.2,right,0,6.91362,,,,,,frog,Stim/OBJ (23)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,elephant,0.201175,0,17,17,16,1,23,Animate,2
0.2,left,1,5.75715,,,,,,dog,Stim/OBJ (16)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,squirrel,0.198065,0,18,18,9,1,16,Animate,2
0.2,left,1,4.98338,,,,,,apple,Stim/OBJ (4)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,leaf,0.189215,0,19,19,1,1,4,Inanimate,2
0.15,left,1,4.60453,,,,,,hand,Stim/OBJ (25)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,kangaroo,0.227375,0,20,20,17,1,25,Animate,2
0.15,left,1,6.44268,,,,,,rabbit,Stim/OBJ (38)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,penguin,0.1673,0,21,21,23,1,38,Animate,2
0.15,left,1,6.18107,,,,,,bicycle,Stim/OBJ (7)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,airplane,0.1382,0,22,22,3,1,7,Inanimate,2
0.15,left,0,7.567835,,,,,,bear,Stim/OBJ (6)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,mouse,0.146605,0,23,23,2,1,6,Animate,2
0.15,left,1,13.69329,,,,,,butterfly,Stim/OBJ (10)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,ant,0.16474,0,24,24,5,1,10,Animate,2
0.15,left,1,5.023135,,,,,,truck,Stim/OBJ (45)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,flower,0.146035,0,25,25,27,1,45,Inanimate,2
0.15,left,0,5.139655,,,,,,turtle,Stim/OBJ (46)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,foot,0.149465,0,26,26,28,1,46,Animate,2
0.15,left,1,5.05612,,,,,,leaf,Stim/OBJ (32)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,tree,0.15419,0,27,27,22,1,32,Inanimate,2
0.15,left,1,4.27064,,,,,,foot,Stim/OBJ (21)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,left,dog,0.15138,0,28,28,14,1,21,Animate,2
0.1,right,1,5.56598,,,,,,airplane,Stim/OBJ (1)_ripple.png,,,6022,2021-05-26_14h03.21.291,KorNet_kid_perturbed,2020.2.4,Win32,60,6022,right,tree,0.15293,0,29,29,0,1,1,Inanimate,2
