airplane,apple,0.7,1.0,0.6
airplane,bicycle,0.6,0.9,0.5
airplane,chair,0.4,0.7,0.5
airplane,flower,0.7,0.5,0.6
airplane,fork,0.6,0.5,0.7
airplane,guitar,0.5,0.5,0.7
airplane,key,0.6,0.9,0.7
airplane,kite,0.4,0.5,0.6
airplane,lamp,0.6,0.8,0.6
airplane,leaf,0.7,0.8,0.6
airplane,spoon,0.6,0.8,0.9
airplane,tree,0.7,0.9,0.8
airplane,truck,0.5,0.5,0.5
airplane,umbrella,0.7,0.7,0.9
apple,bicycle,0.8,0.7,0.7
apple,chair,1.0,0.7,0.7
apple,flower,0.7,0.6,0.5
apple,fork,0.7,1.0,0.5
apple,guitar,0.7,0.6,0.5
apple,key,0.5,0.9,0.2
apple,kite,0.5,1.0,0.5
apple,lamp,0.5,0.5,0.6
apple,leaf,0.6,0.7,0.6
apple,spoon,0.6,0.7,0.7
apple,tree,0.5,0.5,0.5
apple,truck,0.7,0.5,0.5
apple,umbrella,0.7,0.5,0.6
bear,bird,0.5,0.6,0.5
bear,butterfly,0.4,0.7,0.5
bear,cat,0.4,0.5,0.4
bear,cow,0.5,0.5,0.5
bear,dog,0.6,0.5,0.5
bear,duck,0.6,0.5,0.5
bear,elephant,0.5,0.6,0.5
bear,fish,0.5,0.5,0.5
bear,foot,0.5,0.5,0.4
bear,frog,0.4,0.6,0.5
bear,hand,0.5,0.5,0.7
bear,rabbit,0.5,0.5,0.5
bear,squirrel,0.5,0.5,0.4
bear,turtle,0.4,0.5,0.5
bicycle,chair,0.6,0.7,0.9
bicycle,flower,0.8,0.7,0.7
bicycle,fork,1.0,0.9,0.9
bicycle,guitar,0.7,0.6,0.6
bicycle,key,0.8,0.9,0.7
bicycle,kite,0.8,0.6,0.6
bicycle,lamp,1.0,0.6,0.7
bicycle,leaf,0.9,0.8,0.9
bicycle,spoon,0.8,0.9,0.8
bicycle,tree,0.6,0.6,0.5
bicycle,truck,0.5,0.5,0.7
bicycle,umbrella,0.6,0.6,0.7
bird,butterfly,0.6,0.6,0.5
bird,cat,0.7,0.7,0.5
bird,cow,0.6,0.6,0.6
bird,dog,0.5,0.5,0.5
bird,duck,0.5,0.6,0.5
bird,elephant,0.7,0.7,0.6
bird,fish,0.5,0.6,0.5
bird,foot,0.5,0.5,0.6
bird,frog,0.5,0.6,0.7
bird,hand,0.7,0.6,0.8
bird,rabbit,0.8,0.5,0.5
bird,squirrel,0.5,0.5,0.5
bird,turtle,0.6,0.6,0.5
butterfly,cat,0.5,0.7,0.6
butterfly,cow,0.6,0.6,0.6
butterfly,dog,0.5,0.6,0.5
butterfly,duck,0.5,0.5,0.6
butterfly,elephant,0.7,0.6,0.7
butterfly,fish,0.5,0.6,0.5
butterfly,foot,0.5,0.6,0.6
butterfly,frog,0.5,0.6,0.6
butterfly,hand,0.5,0.3,0.5
butterfly,rabbit,0.6,0.5,0.6
butterfly,squirrel,0.5,0.5,0.5
butterfly,turtle,0.5,0.5,0.5
cat,cow,0.8,0.5,0.6
cat,dog,0.6,0.5,0.5
cat,duck,0.6,0.6,0.5
cat,elephant,0.6,0.8,0.4
cat,fish,0.5,0.5,0.5
cat,foot,0.6,0.5,0.5
cat,frog,0.4,0.6,0.3
cat,hand,0.6,0.5,0.5
cat,rabbit,0.5,0.5,0.5
cat,squirrel,0.5,0.4,0.5
cat,turtle,0.5,0.8,0.5
chair,flower,0.8,0.5,0.6
chair,fork,0.8,0.7,0.5
chair,guitar,0.7,0.6,0.6
chair,key,0.5,0.5,0.5
chair,kite,0.6,0.5,0.5
chair,lamp,0.4,0.5,0.5
chair,leaf,1.0,0.8,0.8
chair,spoon,0.7,0.7,0.8
chair,tree,0.7,0.6,0.5
chair,truck,0.5,0.4,0.5
chair,umbrella,0.5,0.6,0.6
cow,dog,0.6,0.5,0.4
cow,duck,0.7,0.7,0.6
cow,elephant,0.6,0.7,0.9
cow,fish,0.5,0.5,0.6
cow,foot,0.7,0.6,0.5
cow,frog,0.6,0.5,0.5
cow,hand,0.5,0.5,0.5
cow,rabbit,0.6,0.6,0.7
cow,squirrel,0.5,0.5,0.5
cow,turtle,0.5,0.5,0.7
dog,duck,0.5,0.5,0.6
dog,elephant,0.6,0.7,0.5
dog,fish,0.5,0.5,0.5
dog,foot,0.5,0.5,0.6
dog,frog,0.5,0.5,0.6
dog,hand,0.5,0.5,0.5
dog,rabbit,0.5,0.6,0.5
dog,squirrel,0.4,0.3,0.5
dog,turtle,0.5,0.5,0.6
duck,elephant,0.7,0.8,0.7
duck,fish,0.6,0.5,0.5
duck,foot,0.6,0.7,0.5
duck,frog,0.6,0.5,0.4
duck,hand,0.6,0.5,0.5
duck,rabbit,0.5,0.6,0.5
duck,squirrel,0.6,0.5,0.5
duck,turtle,0.5,0.6,0.5
elephant,fish,0.6,0.5,0.6
elephant,foot,0.6,0.7,0.5
elephant,frog,0.6,0.6,0.6
elephant,hand,0.5,0.5,0.6
elephant,rabbit,0.5,0.6,0.6
elephant,squirrel,0.6,0.5,0.5
elephant,turtle,0.5,0.3,0.5
fish,foot,0.4,0.5,0.5
fish,frog,0.4,0.5,0.5
fish,hand,0.4,0.3,0.5
fish,rabbit,0.6,0.5,0.5
fish,squirrel,0.5,0.6,0.5
fish,turtle,0.5,0.5,0.5
flower,fork,0.8,0.6,0.9
flower,guitar,0.5,0.6,0.6
flower,key,0.7,0.5,0.6
flower,kite,0.5,0.5,0.6
flower,lamp,0.5,0.5,0.6
flower,leaf,0.4,0.3,0.5
flower,spoon,0.8,0.6,0.5
flower,tree,0.6,0.5,0.5
flower,truck,0.6,0.5,0.7
flower,umbrella,0.5,0.5,0.5
foot,frog,0.5,0.5,0.5
foot,hand,0.5,0.7,0.6
foot,rabbit,0.5,0.5,0.4
foot,squirrel,0.5,0.6,0.5
foot,turtle,0.6,0.5,0.5
fork,guitar,0.6,0.6,0.6
fork,key,0.6,0.5,0.5
fork,kite,0.6,0.6,0.6
fork,lamp,0.9,1.0,0.7
fork,leaf,0.9,0.6,0.8
fork,spoon,0.6,0.6,0.5
fork,tree,0.8,0.8,0.8
fork,truck,0.5,0.5,0.5
fork,umbrella,0.5,0.6,0.7
frog,hand,0.5,0.5,0.5
frog,rabbit,0.5,0.5,0.5
frog,squirrel,0.5,0.5,0.5
frog,turtle,0.5,0.5,0.5
hand,rabbit,0.5,0.5,0.6
hand,squirrel,0.5,0.5,0.5
hand,turtle,0.5,0.5,0.5
guitar,key,0.5,0.5,0.6
guitar,kite,0.7,0.8,0.6
guitar,lamp,0.8,0.6,0.5
guitar,leaf,0.7,0.7,0.7
guitar,spoon,0.7,0.7,0.7
guitar,tree,0.7,0.6,0.4
guitar,truck,0.5,0.5,0.5
guitar,umbrella,0.6,0.7,0.7
key,kite,0.8,0.6,0.5
key,lamp,0.4,0.4,0.7
key,leaf,0.8,0.9,0.8
key,spoon,0.5,0.7,0.5
key,tree,0.5,0.5,0.4
key,truck,0.5,0.5,0.5
key,umbrella,0.5,0.6,0.5
kite,lamp,0.9,0.5,0.7
kite,leaf,0.6,0.8,0.7
kite,spoon,0.8,0.5,0.5
kite,tree,0.6,0.6,0.7
kite,truck,0.5,0.5,0.5
kite,umbrella,0.5,0.6,0.5
lamp,leaf,0.8,0.8,0.5
lamp,spoon,0.8,0.7,0.6
lamp,tree,0.7,0.5,0.6
lamp,truck,0.5,0.5,0.5
lamp,umbrella,0.5,0.5,0.5
leaf,spoon,0.9,1.0,0.7
leaf,tree,0.4,0.5,0.2
leaf,truck,0.5,0.5,0.8
leaf,umbrella,0.8,0.6,0.7
rabbit,squirrel,0.3,0.5,0.4
rabbit,turtle,0.5,0.5,0.5
spoon,tree,0.7,0.7,0.7
spoon,truck,0.6,0.5,0.5
spoon,umbrella,0.5,0.6,0.5
squirrel,turtle,0.5,0.4,0.6
tree,truck,0.5,0.5,0.5
tree,umbrella,0.5,0.5,0.5
truck,umbrella,0.7,0.5,0.5
