airplane,apple,0.5,0.4,0.9
airplane,bicycle,0.6,0.6,0.9
airplane,chair,0.7,0.8,0.8
airplane,flower,0.5,0.6,1.0
airplane,fork,0.6,0.6,0.4
airplane,guitar,0.6,0.7,0.8
airplane,key,0.5,0.6,0.7
airplane,kite,0.5,0.5,0.7
airplane,lamp,0.6,0.8,0.9
airplane,leaf,0.5,0.6,0.5
airplane,spoon,0.8,0.5,0.9
airplane,tree,0.7,0.8,0.8
airplane,truck,0.5,0.5,0.6
airplane,umbrella,0.6,0.5,0.7
apple,bicycle,0.6,0.5,0.7
apple,chair,0.9,0.4,0.8
apple,flower,0.6,0.9,0.8
apple,fork,0.7,0.6,0.6
apple,guitar,0.5,0.5,0.5
apple,key,0.5,0.5,0.5
apple,kite,0.5,0.5,0.6
apple,lamp,0.5,0.5,0.8
apple,leaf,0.4,0.6,0.5
apple,spoon,0.6,0.5,0.4
apple,tree,0.6,0.3,0.6
apple,truck,0.5,0.6,0.8
apple,umbrella,0.5,0.5,0.5
bear,bird,0.6,0.5,0.7
bear,butterfly,0.7,0.6,1.0
bear,cat,0.6,0.6,0.7
bear,cow,0.5,0.8,0.6
bear,dog,0.5,0.4,0.6
bear,duck,0.6,0.6,0.6
bear,elephant,0.4,0.5,0.6
bear,fish,0.5,0.7,0.5
bear,foot,0.5,0.8,0.7
bear,frog,0.5,0.5,0.7
bear,hand,0.5,0.5,0.6
bear,rabbit,0.7,0.6,0.6
bear,squirrel,0.5,0.5,0.6
bear,turtle,0.5,0.6,0.5
bicycle,chair,0.7,0.6,1.0
bicycle,flower,0.7,0.9,0.9
bicycle,fork,0.8,0.6,0.8
bicycle,guitar,0.9,0.5,1.0
bicycle,key,0.7,0.5,0.4
bicycle,kite,0.7,0.7,0.9
bicycle,lamp,1.0,0.6,0.5
bicycle,leaf,0.5,0.8,1.0
bicycle,spoon,0.6,0.5,0.5
bicycle,tree,0.8,0.7,0.6
bicycle,truck,0.6,0.5,0.8
bicycle,umbrella,0.7,0.5,0.5
bird,butterfly,0.5,0.8,0.5
bird,cat,0.5,0.5,0.5
bird,cow,0.5,0.5,0.5
bird,dog,0.5,0.5,0.7
bird,duck,0.5,0.5,0.7
bird,elephant,0.7,0.7,0.8
bird,fish,0.5,0.6,0.5
bird,foot,0.6,0.6,0.5
bird,frog,0.5,0.5,0.5
bird,hand,0.7,0.9,0.6
bird,rabbit,0.7,0.6,0.6
bird,squirrel,0.5,0.5,0.5
bird,turtle,0.5,0.5,0.5
butterfly,cat,0.8,0.6,0.6
butterfly,cow,0.7,1.0,0.8
butterfly,dog,0.5,0.6,1.0
butterfly,duck,0.7,0.8,0.8
butterfly,elephant,0.5,0.7,0.5
butterfly,fish,0.8,0.8,0.5
butterfly,foot,0.5,0.6,0.7
butterfly,frog,0.6,0.6,0.7
butterfly,hand,0.5,0.5,0.5
butterfly,rabbit,0.5,0.6,0.6
butterfly,squirrel,0.5,0.5,0.7
butterfly,turtle,0.7,0.6,0.5
cat,cow,0.7,0.6,0.7
cat,dog,0.6,0.5,0.7
cat,duck,0.6,0.5,0.5
cat,elephant,0.5,0.6,0.6
cat,fish,0.5,0.5,0.5
cat,foot,0.5,0.5,0.5
cat,frog,0.4,0.5,0.7
cat,hand,0.5,0.5,0.5
cat,rabbit,0.5,0.5,0.8
cat,squirrel,0.5,0.6,0.6
cat,turtle,0.5,0.6,0.6
chair,flower,0.7,0.6,0.9
chair,fork,0.8,0.5,0.8
chair,guitar,0.6,0.7,0.9
chair,key,0.6,0.5,0.5
chair,kite,0.7,0.5,1.0
chair,lamp,0.6,0.6,0.7
chair,leaf,0.8,0.9,0.7
chair,spoon,0.8,0.6,0.8
chair,tree,0.8,0.5,0.8
chair,truck,0.5,0.5,0.5
chair,umbrella,0.6,0.7,0.5
cow,dog,0.4,0.5,0.4
cow,duck,0.8,0.8,0.8
cow,elephant,0.5,0.5,0.7
cow,fish,0.8,0.5,0.8
cow,foot,0.5,0.6,0.5
cow,frog,0.5,0.6,0.6
cow,hand,0.5,0.5,0.6
cow,rabbit,0.5,0.7,0.5
cow,squirrel,0.7,0.5,0.6
cow,turtle,0.5,0.5,0.5
dog,duck,0.6,0.5,0.7
dog,elephant,0.5,0.5,0.7
dog,fish,0.5,0.5,1.0
dog,foot,0.5,0.5,0.6
dog,frog,0.5,0.5,0.8
dog,hand,0.5,0.5,0.6
dog,rabbit,0.6,0.5,0.8
dog,squirrel,0.5,0.6,0.6
dog,turtle,0.5,0.4,0.7
duck,elephant,0.7,0.7,0.7
duck,fish,0.7,0.5,0.8
duck,foot,0.8,0.6,0.5
duck,frog,0.4,0.5,0.6
duck,hand,0.5,0.5,0.5
duck,rabbit,0.8,0.6,0.9
duck,squirrel,0.5,0.5,0.5
duck,turtle,0.5,0.7,0.5
elephant,fish,0.5,0.6,0.7
elephant,foot,0.5,0.5,0.6
elephant,frog,0.5,0.5,0.5
elephant,hand,0.6,0.7,0.9
elephant,rabbit,0.6,0.7,0.9
elephant,squirrel,0.5,0.5,0.5
elephant,turtle,0.5,0.5,0.5
fish,foot,0.6,0.5,0.5
