CorNet-R_1,IC,airplane,apple,0.5
CorNet-R_1,IC,airplane,bicycle,0.5
CorNet-R_1,IC,airplane,chair,0.5
CorNet-R_1,IC,airplane,flower,0.5
CorNet-R_1,IC,airplane,fork,0.5
CorNet-R_1,IC,airplane,guitar,0.5
CorNet-R_1,IC,airplane,key,0.5
CorNet-R_1,IC,airplane,kite,0.5
CorNet-R_1,IC,airplane,lamp,0.5
CorNet-R_1,IC,airplane,leaf,0.5
CorNet-R_1,IC,airplane,spoon,0.5
CorNet-R_1,IC,airplane,tree,0.5
CorNet-R_1,IC,airplane,truck,0.5
CorNet-R_1,IC,airplane,umbrella,0.5
CorNet-R_1,IC,apple,bicycle,0.5
CorNet-R_1,IC,apple,chair,0.5
CorNet-R_1,IC,apple,flower,0.5
CorNet-R_1,IC,apple,fork,0.5
CorNet-R_1,IC,apple,guitar,0.5
CorNet-R_1,IC,apple,key,0.5
CorNet-R_1,IC,apple,kite,0.5
CorNet-R_1,IC,apple,lamp,0.5
CorNet-R_1,IC,apple,leaf,0.5
CorNet-R_1,IC,apple,spoon,0.5
CorNet-R_1,IC,apple,tree,0.5
CorNet-R_1,IC,apple,truck,0.5
CorNet-R_1,IC,apple,umbrella,0.5
CorNet-R_1,IC,bear,bird,0.5
CorNet-R_1,IC,bear,butterfly,0.5
CorNet-R_1,IC,bear,cat,0.5
CorNet-R_1,IC,bear,cow,0.5
CorNet-R_1,IC,bear,dog,0.5
CorNet-R_1,IC,bear,duck,0.5
CorNet-R_1,IC,bear,elephant,0.5
CorNet-R_1,IC,bear,fish,0.5
CorNet-R_1,IC,bear,foot,0.5
CorNet-R_1,IC,bear,frog,0.5
CorNet-R_1,IC,bear,hand,0.5
CorNet-R_1,IC,bear,rabbit,0.5
CorNet-R_1,IC,bear,squirrel,0.5
CorNet-R_1,IC,bear,turtle,0.5
CorNet-R_1,IC,bicycle,chair,0.5
CorNet-R_1,IC,bicycle,flower,0.5
CorNet-R_1,IC,bicycle,fork,0.5
CorNet-R_1,IC,bicycle,guitar,0.5
CorNet-R_1,IC,bicycle,key,0.5
CorNet-R_1,IC,bicycle,kite,0.5
CorNet-R_1,IC,bicycle,lamp,0.5
CorNet-R_1,IC,bicycle,leaf,0.5
CorNet-R_1,IC,bicycle,spoon,0.5
CorNet-R_1,IC,bicycle,tree,0.5
CorNet-R_1,IC,bicycle,truck,0.5
CorNet-R_1,IC,bicycle,umbrella,0.5
CorNet-R_1,IC,bird,butterfly,0.5
CorNet-R_1,IC,bird,cat,0.5
CorNet-R_1,IC,bird,cow,0.5
CorNet-R_1,IC,bird,dog,0.5
CorNet-R_1,IC,bird,duck,0.5
CorNet-R_1,IC,bird,elephant,0.5
CorNet-R_1,IC,bird,fish,0.5
CorNet-R_1,IC,bird,foot,0.5
CorNet-R_1,IC,bird,frog,0.5
CorNet-R_1,IC,bird,hand,0.5
CorNet-R_1,IC,bird,rabbit,0.5
CorNet-R_1,IC,bird,squirrel,0.5
CorNet-R_1,IC,bird,turtle,0.5
CorNet-R_1,IC,butterfly,cat,0.5
CorNet-R_1,IC,butterfly,cow,0.5
CorNet-R_1,IC,butterfly,dog,0.5
CorNet-R_1,IC,butterfly,duck,0.5
CorNet-R_1,IC,butterfly,elephant,0.5
CorNet-R_1,IC,butterfly,fish,0.5
CorNet-R_1,IC,butterfly,foot,0.5
CorNet-R_1,IC,butterfly,frog,0.5
CorNet-R_1,IC,butterfly,hand,0.5
CorNet-R_1,IC,butterfly,rabbit,0.5
CorNet-R_1,IC,butterfly,squirrel,0.5
CorNet-R_1,IC,butterfly,turtle,0.5
CorNet-R_1,IC,cat,cow,0.5
CorNet-R_1,IC,cat,dog,0.5
CorNet-R_1,IC,cat,duck,0.5
CorNet-R_1,IC,cat,elephant,0.5
CorNet-R_1,IC,cat,fish,0.5
CorNet-R_1,IC,cat,foot,0.5
CorNet-R_1,IC,cat,frog,0.5
CorNet-R_1,IC,cat,hand,0.5
CorNet-R_1,IC,cat,rabbit,0.5
CorNet-R_1,IC,cat,squirrel,0.5
