CorNet-RT_1,Outline,airplane,apple,0.9
CorNet-RT_1,Outline,airplane,bicycle,0.8
CorNet-RT_1,Outline,airplane,chair,0.75
CorNet-RT_1,Outline,airplane,flower,0.7
CorNet-RT_1,Outline,airplane,fork,0.7
CorNet-RT_1,Outline,airplane,guitar,0.85
CorNet-RT_1,Outline,airplane,key,0.85
CorNet-RT_1,Outline,airplane,kite,0.7
CorNet-RT_1,Outline,airplane,lamp,0.9
CorNet-RT_1,Outline,airplane,leaf,0.55
CorNet-RT_1,Outline,airplane,spoon,0.9
CorNet-RT_1,Outline,airplane,tree,0.8
CorNet-RT_1,Outline,airplane,truck,0.5
CorNet-RT_1,Outline,airplane,umbrella,0.65
CorNet-RT_1,Outline,apple,bicycle,0.5
CorNet-RT_1,Outline,apple,chair,1.0
CorNet-RT_1,Outline,apple,flower,0.75
CorNet-RT_1,Outline,apple,fork,0.65
CorNet-RT_1,Outline,apple,guitar,0.5
CorNet-RT_1,Outline,apple,key,0.6
CorNet-RT_1,Outline,apple,kite,0.7
CorNet-RT_1,Outline,apple,lamp,0.5
CorNet-RT_1,Outline,apple,leaf,0.75
CorNet-RT_1,Outline,apple,spoon,0.7
CorNet-RT_1,Outline,apple,tree,0.65
CorNet-RT_1,Outline,apple,truck,0.55
CorNet-RT_1,Outline,apple,umbrella,0.5
CorNet-RT_1,Outline,bear,bird,0.7
CorNet-RT_1,Outline,bear,butterfly,0.85
CorNet-RT_1,Outline,bear,cat,0.7
CorNet-RT_1,Outline,bear,cow,0.7
CorNet-RT_1,Outline,bear,dog,0.5
CorNet-RT_1,Outline,bear,duck,0.45
CorNet-RT_1,Outline,bear,elephant,0.55
CorNet-RT_1,Outline,bear,fish,0.5
CorNet-RT_1,Outline,bear,foot,0.55
CorNet-RT_1,Outline,bear,frog,0.6
CorNet-RT_1,Outline,bear,hand,0.55
CorNet-RT_1,Outline,bear,rabbit,0.5
CorNet-RT_1,Outline,bear,squirrel,0.45
CorNet-RT_1,Outline,bear,turtle,0.5
CorNet-RT_1,Outline,bicycle,chair,0.8
