elephant,squirrel,0.5,None,None,None,None,None
elephant,turtle,0.5,None,None,None,None,None
fish,foot,0.7,None,None,None,None,None
fish,frog,0.5,None,None,None,None,None
fish,hand,0.5,None,None,None,None,None
fish,rabbit,0.6,None,None,None,None,None
fish,squirrel,0.5,None,None,None,None,None
fish,turtle,0.5,None,None,None,None,None
flower,fork,0.9,None,None,None,None,None
flower,guitar,0.9,None,None,None,None,None
flower,key,0.6,None,None,None,None,None
flower,kite,0.6,None,None,None,None,None
flower,lamp,0.8,None,None,None,None,None
flower,leaf,0.4,None,None,None,None,None
flower,spoon,0.9,None,None,None,None,None
flower,tree,0.6,None,None,None,None,None
flower,truck,0.5,None,None,None,None,None
flower,umbrella,0.5,None,None,None,None,None
foot,frog,0.5,None,None,None,None,None
foot,hand,0.5,None,None,None,None,None
foot,rabbit,0.6,None,None,None,None,None
foot,squirrel,0.5,None,None,None,None,None
foot,turtle,0.6,None,None,None,None,None
fork,guitar,0.7,None,None,None,None,None
fork,key,0.6,None,None,None,None,None
fork,kite,0.9,None,None,None,None,None
fork,lamp,0.8,None,None,None,None,None
fork,leaf,1.0,None,None,None,None,None
fork,spoon,0.6,None,None,None,None,None
fork,tree,1.0,None,None,None,None,None
fork,truck,0.5,None,None,None,None,None
fork,umbrella,0.5,None,None,None,None,None
frog,hand,0.5,None,None,None,None,None
frog,rabbit,0.5,None,None,None,None,None
frog,squirrel,0.5,None,None,None,None,None
frog,turtle,0.8,None,None,None,None,None
hand,rabbit,0.5,None,None,None,None,None
hand,squirrel,0.5,None,None,None,None,None
hand,turtle,0.5,None,None,None,None,None
guitar,key,0.4,None,None,None,None,None
guitar,kite,0.8,None,None,None,None,None
guitar,lamp,0.8,None,None,None,None,None
guitar,leaf,0.9,None,None,None,None,None
guitar,spoon,0.7,None,None,None,None,None
guitar,tree,0.9,None,None,None,None,None
guitar,truck,0.5,None,None,None,None,None
guitar,umbrella,0.6,None,None,None,None,None
key,kite,0.4,None,None,None,None,None
key,lamp,0.7,None,None,None,None,None
key,leaf,0.7,None,None,None,None,None
key,spoon,0.5,None,None,None,None,None
key,tree,0.3,None,None,None,None,None
key,truck,0.5,None,None,None,None,None
key,umbrella,0.5,None,None,None,None,None
kite,lamp,0.6,None,None,None,None,None
kite,leaf,0.5,None,None,None,None,None
kite,spoon,0.9,None,None,None,None,None
kite,tree,0.5,None,None,None,None,None
kite,truck,0.5,None,None,None,None,None
kite,umbrella,0.5,None,None,None,None,None
lamp,leaf,0.8,None,None,None,None,None
lamp,spoon,0.8,None,None,None,None,None
lamp,tree,0.8,None,None,None,None,None
lamp,truck,0.5,None,None,None,None,None
lamp,umbrella,0.5,None,None,None,None,None
leaf,spoon,1.0,None,None,None,None,None
leaf,tree,0.5,None,None,None,None,None
leaf,truck,0.5,None,None,None,None,None
leaf,umbrella,0.5,None,None,None,None,None
rabbit,squirrel,0.6,None,None,None,None,None
rabbit,turtle,0.5,None,None,None,None,None
spoon,tree,0.8,None,None,None,None,None
spoon,truck,0.5,None,None,None,None,None
spoon,umbrella,0.5,None,None,None,None,None
squirrel,turtle,0.5,None,None,None,None,None
tree,truck,0.6,None,None,None,None,None
tree,umbrella,0.5,None,None,None,None,None
truck,umbrella,0.8,None,None,None,None,None
