CorNet-R_1,Pert,airplane,apple,0.5
CorNet-R_1,Pert,airplane,bicycle,0.5
CorNet-R_1,Pert,airplane,chair,0.5
CorNet-R_1,Pert,airplane,flower,0.5
CorNet-R_1,Pert,airplane,fork,0.5
CorNet-R_1,Pert,airplane,guitar,0.5
CorNet-R_1,Pert,airplane,key,0.5
CorNet-R_1,Pert,airplane,kite,0.5
CorNet-R_1,Pert,airplane,lamp,0.5
CorNet-R_1,Pert,airplane,leaf,0.5
CorNet-R_1,Pert,airplane,spoon,0.5
CorNet-R_1,Pert,airplane,tree,0.5
CorNet-R_1,Pert,airplane,truck,0.5
CorNet-R_1,Pert,airplane,umbrella,0.5
CorNet-R_1,Pert,apple,bicycle,0.5
CorNet-R_1,Pert,apple,chair,0.5
CorNet-R_1,Pert,apple,flower,0.5
CorNet-R_1,Pert,apple,fork,0.5
CorNet-R_1,Pert,apple,guitar,0.5
CorNet-R_1,Pert,apple,key,0.5
CorNet-R_1,Pert,apple,kite,0.5
CorNet-R_1,Pert,apple,lamp,0.5
CorNet-R_1,Pert,apple,leaf,0.5
CorNet-R_1,Pert,apple,spoon,0.5
CorNet-R_1,Pert,apple,tree,0.5
CorNet-R_1,Pert,apple,truck,0.5
CorNet-R_1,Pert,apple,umbrella,0.5
CorNet-R_1,Pert,bear,bird,0.5
CorNet-R_1,Pert,bear,butterfly,0.5
CorNet-R_1,Pert,bear,cat,0.5
CorNet-R_1,Pert,bear,cow,0.5
CorNet-R_1,Pert,bear,dog,0.5
CorNet-R_1,Pert,bear,duck,0.5
CorNet-R_1,Pert,bear,elephant,0.5
CorNet-R_1,Pert,bear,fish,0.5
CorNet-R_1,Pert,bear,foot,0.5
CorNet-R_1,Pert,bear,frog,0.5
CorNet-R_1,Pert,bear,hand,0.5
CorNet-R_1,Pert,bear,rabbit,0.5
CorNet-R_1,Pert,bear,squirrel,0.5
CorNet-R_1,Pert,bear,turtle,0.5
CorNet-R_1,Pert,bicycle,chair,0.5
CorNet-R_1,Pert,bicycle,flower,0.5
CorNet-R_1,Pert,bicycle,fork,0.5
CorNet-R_1,Pert,bicycle,guitar,0.5
CorNet-R_1,Pert,bicycle,key,0.5
CorNet-R_1,Pert,bicycle,kite,0.5
CorNet-R_1,Pert,bicycle,lamp,0.5
CorNet-R_1,Pert,bicycle,leaf,0.5
CorNet-R_1,Pert,bicycle,spoon,0.5
CorNet-R_1,Pert,bicycle,tree,0.5
CorNet-R_1,Pert,bicycle,truck,0.5
CorNet-R_1,Pert,bicycle,umbrella,0.5
CorNet-R_1,Pert,bird,butterfly,0.5
CorNet-R_1,Pert,bird,cat,0.5
CorNet-R_1,Pert,bird,cow,0.5
