sub,sex,age,cond,duration,acc,rt,imputed,top_speed,age_group,speed
5bc6299e8b25de0001d909f8,,30,complete,0.1,1.0,0.9401941176470588,0,0.19999999999999998,adult,fast
5bc6299e8b25de0001d909f8,,30,complete,0.15,1.0,0.9744333333333333,0,0.19999999999999998,adult,fast
5bc6299e8b25de0001d909f8,,30,complete,0.2,0.8,0.70645,0,0.19999999999999998,adult,slow
5bc6299e8b25de0001d909f8,,30,complete,0.25,1.0,0.7875,0,0.19999999999999998,adult,slow
5bc6299e8b25de0001d909f8,,30,complete,0.3,1.0,0.70075,0,0.19999999999999998,adult,intro
5bcae4e85c2b810001dc2466,,30,perturbed,0.1,0.9473684210526315,0.6372666666666666,0,0.19999999999999998,adult,fast
5bcae4e85c2b810001dc2466,,30,perturbed,0.15,1.0,0.49763333333333337,0,0.19999999999999998,adult,fast
5bcae4e85c2b810001dc2466,,30,perturbed,0.2,1.0,0.5519333333333333,0,0.19999999999999998,adult,slow
5bcae4e85c2b810001dc2466,,30,perturbed,0.25,1.0,0.48593333333333333,0,0.19999999999999998,adult,slow
5bcae4e85c2b810001dc2466,,30,perturbed,0.3,1.0,0.5922499999999999,0,0.19999999999999998,adult,intro
5c3f1d6522d8d800015b6e58,,30,complete,0.1,1.0,0.7487263157894737,0,0.19999999999999998,adult,fast
5c3f1d6522d8d800015b6e58,,30,complete,0.15,1.0,0.6052666666666666,0,0.19999999999999998,adult,fast
5c3f1d6522d8d800015b6e58,,30,complete,0.2,1.0,0.8059666666666666,0,0.19999999999999998,adult,slow
5c3f1d6522d8d800015b6e58,,30,complete,0.25,1.0,0.6225,0,0.19999999999999998,adult,slow
5c3f1d6522d8d800015b6e58,,30,complete,0.3,1.0,0.75395,0,0.19999999999999998,adult,intro
5c76474e3348af00159191e4,,30,deleted,0.1,1.0,0.9612421051578948,0,0.19999999999999998,adult,fast
5c76474e3348af00159191e4,,30,deleted,0.15,1.0,0.8244000003333333,0,0.19999999999999998,adult,fast
5c76474e3348af00159191e4,,30,deleted,0.2,1.0,0.6256666663333333,0,0.19999999999999998,adult,slow
5c76474e3348af00159191e4,,30,deleted,0.25,1.0,0.7455666666666666,0,0.19999999999999998,adult,slow
5c76474e3348af00159191e4,,30,deleted,0.3,1.0,1.04375,0,0.19999999999999998,adult,intro
5cd0b82bae977b00015d30eb,,30,perturbed,0.1,1.0,0.7181210526315789,0,0.19999999999999998,adult,fast
5cd0b82bae977b00015d30eb,,30,perturbed,0.15,1.0,0.6263000000000001,0,0.19999999999999998,adult,fast
5cd0b82bae977b00015d30eb,,30,perturbed,0.2,1.0,0.7844666666666665,0,0.19999999999999998,adult,slow
5cd0b82bae977b00015d30eb,,30,perturbed,0.25,1.0,0.6678666666666667,0,0.19999999999999998,adult,slow
5cd0b82bae977b00015d30eb,,30,perturbed,0.3,1.0,0.68495,0,0.19999999999999998,adult,intro
5d07fc124e753800168ccafe,,30,complete,0.1,0.9444444444444444,0.8778470588235294,0,0.19999999999999998,adult,fast
5d07fc124e753800168ccafe,,30,complete,0.15,1.0,0.8168333333333333,0,0.19999999999999998,adult,fast
5d07fc124e753800168ccafe,,30,complete,0.2,0.75,0.7623666666666667,0,0.19999999999999998,adult,slow
5d07fc124e753800168ccafe,,30,complete,0.25,1.0,0.6149666666666667,0,0.19999999999999998,adult,slow
5d07fc124e753800168ccafe,,30,complete,0.3,1.0,0.632,0,0.19999999999999998,adult,intro
5d0aa9aa5047d20018b8490d,,30,perturbed,0.1,0.9473684210526315,0.5980555555555556,0,0.19999999999999998,adult,fast
5d0aa9aa5047d20018b8490d,,30,perturbed,0.15,1.0,0.4837666666666667,0,0.19999999999999998,adult,fast
5d0aa9aa5047d20018b8490d,,30,perturbed,0.2,1.0,0.9201333333333334,0,0.19999999999999998,adult,slow
5d0aa9aa5047d20018b8490d,,30,perturbed,0.25,1.0,0.8721,0,0.19999999999999998,adult,slow
5d0aa9aa5047d20018b8490d,,30,perturbed,0.3,1.0,0.7114,0,0.19999999999999998,adult,intro
5ea9fdf797d3bc1683662ad4,,30,complete,0.1,1.0,0.647842105263158,0,0.19999999999999998,adult,fast
5ea9fdf797d3bc1683662ad4,,30,complete,0.15,1.0,0.7799999999999999,0,0.19999999999999998,adult,fast
5ea9fdf797d3bc1683662ad4,,30,complete,0.2,1.0,0.608,0,0.19999999999999998,adult,slow
5ea9fdf797d3bc1683662ad4,,30,complete,0.25,1.0,0.6553333333333333,0,0.19999999999999998,adult,slow
5ea9fdf797d3bc1683662ad4,,30,complete,0.3,1.0,0.48350000000000004,0,0.19999999999999998,adult,intro
5eee22ab319d6928d2ec1030,,30,complete,0.1,1.0,0.8701684210526316,0,0.19999999999999998,adult,fast
5eee22ab319d6928d2ec1030,,30,complete,0.15,1.0,0.9017333333333334,0,0.19999999999999998,adult,fast
5eee22ab319d6928d2ec1030,,30,complete,0.2,1.0,0.9966333333333334,0,0.19999999999999998,adult,slow
5eee22ab319d6928d2ec1030,,30,complete,0.25,1.0,1.1382999999999999,0,0.19999999999999998,adult,slow
5eee22ab319d6928d2ec1030,,30,complete,0.3,1.0,0.90545,0,0.19999999999999998,adult,intro
5ef4842518648a0472e90ed5,,30,deleted,0.1,0.9444444444444444,1.0024705882352942,0,0.19999999999999998,adult,fast
5ef4842518648a0472e90ed5,,30,deleted,0.15,1.0,0.8109999999999999,0,0.19999999999999998,adult,fast
5ef4842518648a0472e90ed5,,30,deleted,0.2,0.75,0.7953333333333333,0,0.19999999999999998,adult,slow
5ef4842518648a0472e90ed5,,30,deleted,0.25,1.0,0.8776666666666667,0,0.19999999999999998,adult,slow
5ef4842518648a0472e90ed5,,30,deleted,0.3,1.0,0.929,0,0.19999999999999998,adult,intro
5f264332488e13372281c1c8,,30,complete,0.1,1.0,0.6688315789473684,0,0.19999999999999998,adult,fast
5f264332488e13372281c1c8,,30,complete,0.15,1.0,0.6172666666666667,0,0.19999999999999998,adult,fast
5f264332488e13372281c1c8,,30,complete,0.2,1.0,0.6751,0,0.19999999999999998,adult,slow
5f264332488e13372281c1c8,,30,complete,0.25,1.0,0.5239666666666666,0,0.19999999999999998,adult,slow
5f264332488e13372281c1c8,,30,complete,0.3,1.0,0.71095,0,0.19999999999999998,adult,intro
