sub,sex,age,cond,duration,acc,rt,imputed,top_speed,age_group,speed
6006,M,5.34,deleted,0.3,0.75,10.565163333333334,0,0.15,5yrold,intro
6006,M,5.34,deleted,0.1,0.5,,1,0.15,5yrold,fast
6007,M,5.25,complete,0.1,0.8571428571428571,6.58143,0,0.19999999999999998,5yrold,fast
6007,M,5.25,complete,0.15,0.7,5.128277857142857,0,0.19999999999999998,5yrold,fast
6007,M,5.25,complete,0.2,0.75,5.456985,0,0.19999999999999998,5yrold,slow
6007,M,5.25,complete,0.25,1.0,4.916818333333333,0,0.19999999999999998,5yrold,slow
6007,M,5.25,complete,0.3,1.0,2.706875,0,0.19999999999999998,5yrold,intro
6009,M,5.52,deleted,0.1,0.7692307692307693,5.3979705,0,0.19999999999999998,5yrold,fast
6009,M,5.52,deleted,0.15,0.75,5.710446666666667,0,0.19999999999999998,5yrold,fast
6009,M,5.52,deleted,0.2,0.625,3.518324,0,0.19999999999999998,5yrold,slow
6009,M,5.52,deleted,0.25,1.0,3.5331766666666664,0,0.19999999999999998,5yrold,slow
6009,M,5.52,deleted,0.3,1.0,12.5707825,0,0.19999999999999998,5yrold,intro
6010,M,5.54,complete,0.1,0.8,7.459108333333333,0,0.19999999999999998,5yrold,fast
6010,M,5.54,complete,0.15,0.8,7.786725000000001,0,0.19999999999999998,5yrold,fast
6010,M,5.54,complete,0.2,1.0,7.092033333333333,0,0.19999999999999998,5yrold,slow
6010,M,5.54,complete,0.25,0.6,6.8768,0,0.19999999999999998,5yrold,slow
6010,M,5.54,complete,0.3,1.0,7.37135,0,0.19999999999999998,5yrold,intro
6011,F,5.38,perturbed,0.1,0.5714285714285714,7.83925,0,0.19999999999999998,5yrold,fast
6011,F,5.38,perturbed,0.15,1.0,6.629666666666666,0,0.19999999999999998,5yrold,fast
6011,F,5.38,perturbed,0.2,0.625,5.724200000000001,0,0.19999999999999998,5yrold,slow
6011,F,5.38,perturbed,0.25,1.0,5.755533333333333,0,0.19999999999999998,5yrold,slow
6011,F,5.38,perturbed,0.3,1.0,5.55905,0,0.19999999999999998,5yrold,intro
6012,F,5.57,deleted,0.25,0.4166666666666667,8.15356,0,0.04999999999999999,5yrold,slow
6012,F,5.57,deleted,0.3,0.5454545454545454,9.2469,0,0.04999999999999999,5yrold,intro
6012,F,5.57,deleted,0.35,0.5714285714285714,7.96385,0,0.04999999999999999,5yrold,
6012,F,5.57,deleted,0.2,0.5,,1,0.04999999999999999,5yrold,slow
6012,F,5.57,deleted,0.15,0.5,,1,0.04999999999999999,5yrold,fast
6012,F,5.57,deleted,0.1,0.5,,1,0.04999999999999999,5yrold,fast
6013,F,5.79,complete,0.1,0.8823529411764706,3.8766000000000003,0,0.19999999999999998,5yrold,fast
6013,F,5.79,complete,0.15,1.0,1.9866666666666666,0,0.19999999999999998,5yrold,fast
6013,F,5.79,complete,0.2,1.0,2.0923333333333334,0,0.19999999999999998,5yrold,slow
6013,F,5.79,complete,0.25,0.8,1.9572500000000002,0,0.19999999999999998,5yrold,slow
6013,F,5.79,complete,0.3,1.0,3.215,0,0.19999999999999998,5yrold,intro
6014,F,5.47,perturbed,0.1,0.8333333333333334,8.994306666666667,0,0.19999999999999998,5yrold,fast
6014,F,5.47,perturbed,0.15,1.0,7.887366666666666,0,0.19999999999999998,5yrold,fast
6014,F,5.47,perturbed,0.2,0.75,17.55966666666667,0,0.19999999999999998,5yrold,slow
6014,F,5.47,perturbed,0.25,1.0,2.0838,0,0.19999999999999998,5yrold,slow
6014,F,5.47,perturbed,0.3,1.0,7.2046,0,0.19999999999999998,5yrold,intro
6015,M,4.48,complete,0.1,0.7894736842105263,3.6127623333333334,0,0.19999999999999998,4yrold,fast
6015,M,4.48,complete,0.15,1.0,1.5952316666666668,0,0.19999999999999998,4yrold,fast
6015,M,4.48,complete,0.2,1.0,3.5555566666666665,0,0.19999999999999998,4yrold,slow
6015,M,4.48,complete,0.25,1.0,3.550026666666666,0,0.19999999999999998,4yrold,slow
6015,M,4.48,complete,0.3,1.0,1.6827475,0,0.19999999999999998,4yrold,intro
6016,M,4.19,perturbed,0.1,0.7647058823529411,7.115243461538461,0,0.19999999999999998,4yrold,fast
6016,M,4.19,perturbed,0.15,1.0,8.906080000000001,0,0.19999999999999998,4yrold,fast
6016,M,4.19,perturbed,0.2,1.0,9.108008333333332,0,0.19999999999999998,4yrold,slow
6016,M,4.19,perturbed,0.25,1.0,31.303726666666666,0,0.19999999999999998,4yrold,slow
6016,M,4.19,perturbed,0.3,0.75,3.29016,0,0.19999999999999998,4yrold,intro
6017,M,4.8,deleted,0.1,0.6666666666666666,6.3389525,0,0.19999999999999998,4yrold,fast
6017,M,4.8,deleted,0.15,0.6,6.858666666666667,0,0.19999999999999998,4yrold,fast
6017,M,4.8,deleted,0.2,1.0,6.432905000000001,0,0.19999999999999998,4yrold,slow
6017,M,4.8,deleted,0.25,1.0,6.458021666666667,0,0.19999999999999998,4yrold,slow
6017,M,4.8,deleted,0.3,0.8,7.05660625,0,0.19999999999999998,4yrold,intro
6020,M,4.76,deleted,0.1,0.8888888888888888,6.937795625,0,0.19999999999999998,4yrold,fast
6020,M,4.76,deleted,0.15,0.6,6.3011574999999995,0,0.19999999999999998,4yrold,fast
6020,M,4.76,deleted,0.2,0.75,6.743073333333332,0,0.19999999999999998,4yrold,slow
6020,M,4.76,deleted,0.25,1.0,6.069608333333334,0,0.19999999999999998,4yrold,slow
6020,M,4.76,deleted,0.3,0.75,5.723185000000001,0,0.19999999999999998,4yrold,intro
6021,F,4.57,complete,0.1,0.9375,5.418406333333333,0,0.19999999999999998,4yrold,fast
6021,F,4.57,complete,0.15,0.8333333333333334,5.217929,0,0.19999999999999998,4yrold,fast
6021,F,4.57,complete,0.2,1.0,5.167155,0,0.19999999999999998,4yrold,slow
6021,F,4.57,complete,0.25,1.0,5.37638,0,0.19999999999999998,4yrold,slow
6021,F,4.57,complete,0.3,1.0,7.926155,0,0.19999999999999998,4yrold,intro
6022,M,4.73,perturbed,0.1,1.0,5.56598,0,0.19999999999999998,4yrold,fast
6022,M,4.73,perturbed,0.15,0.7777777777777778,6.467352142857143,0,0.19999999999999998,4yrold,fast
6022,M,4.73,perturbed,0.2,0.5333333333333333,5.568232500000001,0,0.19999999999999998,4yrold,slow
6022,M,4.73,perturbed,0.25,1.0,11.838386666666667,0,0.19999999999999998,4yrold,slow
6022,M,4.73,perturbed,0.3,1.0,6.7730475000000006,0,0.19999999999999998,4yrold,intro
6023,M,4.89,deleted,0.1,0.7142857142857143,5.56796,0,0.19999999999999998,4yrold,fast
6023,M,4.89,deleted,0.15,0.6153846153846154,5.8942125,0,0.19999999999999998,4yrold,fast
6023,M,4.89,deleted,0.2,1.0,5.029466666666667,0,0.19999999999999998,4yrold,slow
6023,M,4.89,deleted,0.25,1.0,5.227766666666667,0,0.19999999999999998,4yrold,slow
6023,M,4.89,deleted,0.3,0.75,13.301766666666666,0,0.19999999999999998,4yrold,intro
6024,F,4.39,complete,0.1,0.6428571428571429,7.089322222222222,0,0.19999999999999998,4yrold,fast
6024,F,4.39,complete,0.15,0.75,6.450783333333334,0,0.19999999999999998,4yrold,fast
6024,F,4.39,complete,0.2,1.0,6.4858,0,0.19999999999999998,4yrold,slow
6024,F,4.39,complete,0.25,1.0,5.503899999999999,0,0.19999999999999998,4yrold,slow
6024,F,4.39,complete,0.3,1.0,5.45895,0,0.19999999999999998,4yrold,intro
6025,M,4.54,perturbed,0.1,0.8888888888888888,11.695,0,0.19999999999999998,4yrold,fast
6025,M,4.54,perturbed,0.15,0.8333333333333334,8.3052,0,0.19999999999999998,4yrold,fast
6025,M,4.54,perturbed,0.2,0.8,7.29425,0,0.19999999999999998,4yrold,slow
6025,M,4.54,perturbed,0.25,0.75,6.2441666666666675,0,0.19999999999999998,4yrold,slow
6025,M,4.54,perturbed,0.3,1.0,18.936999999999998,0,0.19999999999999998,4yrold,intro
6026,M,4.92,deleted,0.1,0.75,7.1215,0,0.19999999999999998,4yrold,fast
6026,M,4.92,deleted,0.15,0.625,5.93426,0,0.19999999999999998,4yrold,fast
6026,M,4.92,deleted,0.2,0.8,4.680975,0,0.19999999999999998,4yrold,slow
6026,M,4.92,deleted,0.25,1.0,2.415033333333333,0,0.19999999999999998,4yrold,slow
6026,M,4.92,deleted,0.3,0.7,5.874057142857143,0,0.19999999999999998,4yrold,intro
6027,F,4.12,complete,0.15,0.4166666666666667,9.37922,0,0.15,4yrold,fast
6027,F,4.12,complete,0.2,0.5555555555555556,7.34854,0,0.15,4yrold,slow
6027,F,4.12,complete,0.25,1.0,2.8135,0,0.15,4yrold,slow
6027,F,4.12,complete,0.3,0.6666666666666666,3.9788,0,0.15,4yrold,intro
6027,F,4.12,complete,0.1,0.5,,1,0.15,4yrold,fast
6028,F,4.52,perturbed,0.1,0.9444444444444444,5.3889,0,0.19999999999999998,4yrold,fast
6028,F,4.52,perturbed,0.15,1.0,3.5747666666666666,0,0.19999999999999998,4yrold,fast
6028,F,4.52,perturbed,0.2,0.75,3.8056666666666668,0,0.19999999999999998,4yrold,slow
6028,F,4.52,perturbed,0.25,1.0,2.1631,0,0.19999999999999998,4yrold,slow
6028,F,4.52,perturbed,0.3,1.0,4.2673000000000005,0,0.19999999999999998,4yrold,intro
6029,F,4.36,deleted,0.15,0.5555555555555556,7.9726799999999995,0,0.15,4yrold,fast
6029,F,4.36,deleted,0.2,0.4444444444444444,6.9953,0,0.15,4yrold,slow
6029,F,4.36,deleted,0.25,0.6,11.593133333333334,0,0.15,4yrold,slow
6029,F,4.36,deleted,0.3,0.5714285714285714,5.905875,0,0.15,4yrold,intro
6029,F,4.36,deleted,0.1,0.5,,1,0.15,4yrold,fast
6030,F,3.96,complete,0.1,0.6666666666666666,18.744875,0,0.19999999999999998,3yrold,fast
6030,F,3.96,complete,0.15,0.7777777777777778,20.480285714285714,0,0.19999999999999998,3yrold,fast
6030,F,3.96,complete,0.2,1.0,7.182666666666666,0,0.19999999999999998,3yrold,slow
6030,F,3.96,complete,0.25,0.75,6.252,0,0.19999999999999998,3yrold,slow
6030,F,3.96,complete,0.3,1.0,6.901,0,0.19999999999999998,3yrold,intro
6031,M,3.73,perturbed,0.1,0.6666666666666666,3.497855,0,0.19999999999999998,3yrold,fast
6031,M,3.73,perturbed,0.15,0.5555555555555556,4.086791,0,0.19999999999999998,3yrold,fast
6031,M,3.73,perturbed,0.2,0.8,3.8532824999999997,0,0.19999999999999998,3yrold,slow
6031,M,3.73,perturbed,0.25,0.8,6.201585,0,0.19999999999999998,3yrold,slow
6031,M,3.73,perturbed,0.3,0.625,6.357468,0,0.19999999999999998,3yrold,intro
6033,F,3.41,complete,0.1,0.7142857142857143,7.167629,0,0.19999999999999998,3yrold,fast
6033,F,3.41,complete,0.15,0.75,10.21681,0,0.19999999999999998,3yrold,fast
6033,F,3.41,complete,0.2,0.5714285714285714,5.73912125,0,0.19999999999999998,3yrold,slow
6033,F,3.41,complete,0.25,1.0,6.1980216666666665,0,0.19999999999999998,3yrold,slow
6033,F,3.41,complete,0.3,1.0,11.390635,0,0.19999999999999998,3yrold,intro
6035,F,3.79,deleted,0.1,0.6,7.733521666666667,0,0.19999999999999998,3yrold,fast
6035,F,3.79,deleted,0.15,1.0,28.895465,0,0.19999999999999998,3yrold,fast
6035,F,3.79,deleted,0.2,0.6,16.060886666666665,0,0.19999999999999998,3yrold,slow
6035,F,3.79,deleted,0.25,0.75,8.22385,0,0.19999999999999998,3yrold,slow
6035,F,3.79,deleted,0.3,0.4444444444444444,5.86747,0,0.19999999999999998,3yrold,intro
6036,M,3.05,complete,0.1,0.75,7.147749999999999,0,0.19999999999999998,3yrold,fast
6036,M,3.05,complete,0.15,1.0,3.691333333333333,0,0.19999999999999998,3yrold,fast
6036,M,3.05,complete,0.2,1.0,3.9053333333333335,0,0.19999999999999998,3yrold,slow
6036,M,3.05,complete,0.25,0.8333333333333334,4.8198,0,0.19999999999999998,3yrold,slow
6036,M,3.05,complete,0.3,1.0,4.9635,0,0.19999999999999998,3yrold,intro
6037,M,3.06,perturbed,0.3,0.5,7.1438,0,0.0,3yrold,intro
6037,M,3.06,perturbed,0.35,0.5,8.829211111111112,0,0.0,3yrold,
6037,M,3.06,perturbed,0.25,0.5,,1,0.0,3yrold,slow
6037,M,3.06,perturbed,0.2,0.5,,1,0.0,3yrold,slow
6037,M,3.06,perturbed,0.15,0.5,,1,0.0,3yrold,fast
6037,M,3.06,perturbed,0.1,0.5,,1,0.0,3yrold,fast
6038,M,3.36,deleted,0.3,0.6,8.315666666666667,0,0.0,3yrold,intro
6038,M,3.36,deleted,0.35,0.48,11.79125,0,0.0,3yrold,
6038,M,3.36,deleted,0.25,0.5,,1,0.0,3yrold,slow
6038,M,3.36,deleted,0.2,0.5,,1,0.0,3yrold,slow
6038,M,3.36,deleted,0.15,0.5,,1,0.0,3yrold,fast
6038,M,3.36,deleted,0.1,0.5,,1,0.0,3yrold,fast
6039,F,3.95,complete,0.1,0.5,8.433445,0,0.19999999999999998,3yrold,fast
6039,F,3.95,complete,0.15,0.7,9.439964285714286,0,0.19999999999999998,3yrold,fast
6039,F,3.95,complete,0.2,0.8333333333333334,5.940225,0,0.19999999999999998,3yrold,slow
6039,F,3.95,complete,0.25,1.0,6.446328333333334,0,0.19999999999999998,3yrold,slow
6039,F,3.95,complete,0.3,0.5714285714285714,4.18059625,0,0.19999999999999998,3yrold,intro
6040,M,3.53,perturbed,0.2,0.625,11.3414,0,0.09999999999999998,3yrold,slow
6040,M,3.53,perturbed,0.25,0.5714285714285714,9.729875,0,0.09999999999999998,3yrold,slow
6040,M,3.53,perturbed,0.3,0.75,12.669833333333331,0,0.09999999999999998,3yrold,intro
6040,M,3.53,perturbed,0.15,0.5,,1,0.09999999999999998,3yrold,fast
6040,M,3.53,perturbed,0.1,0.5,,1,0.09999999999999998,3yrold,fast
6041,M,3.62,deleted,0.1,0.6363636363636364,6.841114285714285,0,0.19999999999999998,3yrold,fast
6041,M,3.62,deleted,0.15,0.8333333333333334,10.152080000000002,0,0.19999999999999998,3yrold,fast
6041,M,3.62,deleted,0.2,0.8333333333333334,7.96116,0,0.19999999999999998,3yrold,slow
6041,M,3.62,deleted,0.25,0.8,7.226075,0,0.19999999999999998,3yrold,slow
6041,M,3.62,deleted,0.3,1.0,14.5439,0,0.19999999999999998,3yrold,intro
6042,M,3.85,complete,0.1,0.8461538461538461,5.232336363636364,0,0.19999999999999998,3yrold,fast
6042,M,3.85,complete,0.15,0.75,2.8743000000000003,0,0.19999999999999998,3yrold,fast
6042,M,3.85,complete,0.2,1.0,2.911766666666667,0,0.19999999999999998,3yrold,slow
6042,M,3.85,complete,0.25,1.0,2.7933,0,0.19999999999999998,3yrold,slow
6042,M,3.85,complete,0.3,0.6666666666666666,22.31635,0,0.19999999999999998,3yrold,intro
6043,F,4.25,perturbed,0.1,0.6923076923076923,6.236999999999999,0,0.19999999999999998,4yrold,fast
6043,F,4.25,perturbed,0.15,0.75,5.9753333333333325,0,0.19999999999999998,4yrold,fast
6043,F,4.25,perturbed,0.2,1.0,6.22,0,0.19999999999999998,4yrold,slow
6043,F,4.25,perturbed,0.25,0.6,7.393000000000001,0,0.19999999999999998,4yrold,slow
6043,F,4.25,perturbed,0.3,0.6,6.427666666666667,0,0.19999999999999998,4yrold,intro
6044,F,3.83,deleted,0.3,0.5,6.20457,0,0.0,3yrold,intro
6044,F,3.83,deleted,0.35,0.4,8.431175,0,0.0,3yrold,
6044,F,3.83,deleted,0.25,0.5,,1,0.0,3yrold,slow
6044,F,3.83,deleted,0.2,0.5,,1,0.0,3yrold,slow
6044,F,3.83,deleted,0.15,0.5,,1,0.0,3yrold,fast
6044,F,3.83,deleted,0.1,0.5,,1,0.0,3yrold,fast
6045,M,5.52,deleted,0.1,0.3333333333333333,3.0321,0,0.19999999999999998,5yrold,fast
6045,M,5.52,deleted,0.15,0.75,4.060533333333334,0,0.19999999999999998,5yrold,fast
6045,M,5.52,deleted,0.2,1.0,3.5370333333333335,0,0.19999999999999998,5yrold,slow
6045,M,5.52,deleted,0.25,0.8333333333333334,4.21478,0,0.19999999999999998,5yrold,slow
6045,M,5.52,deleted,0.3,0.5454545454545454,4.568716666666667,0,0.19999999999999998,5yrold,intro
6045,M,5.52,deleted,0.35,0.6666666666666666,5.12935,0,0.19999999999999998,5yrold,
6046,F,5.02,complete,0.1,1.0,3.6717117647058823,0,0.19999999999999998,5yrold,fast
6046,F,5.02,complete,0.15,1.0,2.5713666666666666,0,0.19999999999999998,5yrold,fast
6046,F,5.02,complete,0.2,1.0,2.2333666666666665,0,0.19999999999999998,5yrold,slow
6046,F,5.02,complete,0.25,1.0,3.8166999999999995,0,0.19999999999999998,5yrold,slow
6046,F,5.02,complete,0.3,0.75,4.781066666666667,0,0.19999999999999998,5yrold,intro
6047,M,5.74,perturbed,0.1,0.8666666666666667,6.089392307692307,0,0.19999999999999998,5yrold,fast
6047,M,5.74,perturbed,0.15,0.7142857142857143,6.52898,0,0.19999999999999998,5yrold,fast
6047,M,5.74,perturbed,0.2,1.0,5.6224,0,0.19999999999999998,5yrold,slow
6047,M,5.74,perturbed,0.25,1.0,5.698899999999999,0,0.19999999999999998,5yrold,slow
6047,M,5.74,perturbed,0.3,1.0,6.2956,0,0.19999999999999998,5yrold,intro
6048,F,5.01,deleted,0.1,0.7,5.366271428571429,0,0.19999999999999998,5yrold,fast
6048,F,5.01,deleted,0.15,1.0,4.875066666666666,0,0.19999999999999998,5yrold,fast
6048,F,5.01,deleted,0.2,1.0,5.187333333333334,0,0.19999999999999998,5yrold,slow
6048,F,5.01,deleted,0.25,1.0,5.0683,0,0.19999999999999998,5yrold,slow
6048,F,5.01,deleted,0.3,0.5,5.5476,0,0.19999999999999998,5yrold,intro
6048,F,5.01,deleted,0.35,0.6666666666666666,6.272550000000001,0,0.19999999999999998,5yrold,
6049,M,5.72,complete,0.1,0.8421052631578947,5.838625,0,0.19999999999999998,5yrold,fast
6049,M,5.72,complete,0.15,1.0,6.796666666666667,0,0.19999999999999998,5yrold,fast
6049,M,5.72,complete,0.2,1.0,4.229233333333333,0,0.19999999999999998,5yrold,slow
6049,M,5.72,complete,0.25,1.0,6.081500000000001,0,0.19999999999999998,5yrold,slow
6049,M,5.72,complete,0.3,1.0,5.17395,0,0.19999999999999998,5yrold,intro
6050,M,5.9,perturbed,0.1,0.7142857142857143,5.49716,0,0.19999999999999998,5yrold,fast
6050,M,5.9,perturbed,0.15,0.8333333333333334,4.9261800000000004,0,0.19999999999999998,5yrold,fast
6050,M,5.9,perturbed,0.2,0.8,5.84165,0,0.19999999999999998,5yrold,slow
6050,M,5.9,perturbed,0.25,1.0,4.388066666666667,0,0.19999999999999998,5yrold,slow
6050,M,5.9,perturbed,0.3,1.0,4.65535,0,0.19999999999999998,5yrold,intro
6051,F,5.2,deleted,0.1,1.0,6.916542857142857,0,0.19999999999999998,5yrold,fast
6051,F,5.2,deleted,0.15,1.0,9.724266666666667,0,0.19999999999999998,5yrold,fast
6051,F,5.2,deleted,0.2,0.8,6.873125,0,0.19999999999999998,5yrold,slow
6051,F,5.2,deleted,0.25,1.0,6.504333333333332,0,0.19999999999999998,5yrold,slow
6051,F,5.2,deleted,0.3,0.6666666666666666,7.1717125,0,0.19999999999999998,5yrold,intro
6052,M,5.16,complete,0.1,0.8,4.9370875,0,0.19999999999999998,5yrold,fast
6052,M,5.16,complete,0.15,0.6666666666666666,12.504275,0,0.19999999999999998,5yrold,fast
6052,M,5.16,complete,0.2,0.8333333333333334,4.97966,0,0.19999999999999998,5yrold,slow
6052,M,5.16,complete,0.25,0.8333333333333334,5.42982,0,0.19999999999999998,5yrold,slow
6052,M,5.16,complete,0.3,1.0,2.1906,0,0.19999999999999998,5yrold,intro
6053,M,5.95,perturbed,0.1,1.0,5.3835499995,0,0.19999999999999998,5yrold,fast
6053,M,5.95,perturbed,0.15,0.7142857142857143,4.7737800002,0,0.19999999999999998,5yrold,fast
6053,M,5.95,perturbed,0.2,0.7,4.561457142857143,0,0.19999999999999998,5yrold,slow
6053,M,5.95,perturbed,0.25,0.7777777777777778,4.684728571714286,0,0.19999999999999998,5yrold,slow
6053,M,5.95,perturbed,0.3,1.0,4.4597999999999995,0,0.19999999999999998,5yrold,intro
6054,F,5.66,deleted,0.1,0.75,5.347777777777777,0,0.19999999999999998,5yrold,fast
6054,F,5.66,deleted,0.15,0.7142857142857143,5.09632,0,0.19999999999999998,5yrold,fast
6054,F,5.66,deleted,0.2,0.8,8.388225,0,0.19999999999999998,5yrold,slow
6054,F,5.66,deleted,0.25,0.75,6.437266666666667,0,0.19999999999999998,5yrold,slow
6054,F,5.66,deleted,0.3,1.0,5.088749999999999,0,0.19999999999999998,5yrold,intro
6055,M,5.87,complete,0.1,1.0,5.057170588235294,0,0.19999999999999998,5yrold,fast
6055,M,5.87,complete,0.15,0.8,4.6164,0,0.19999999999999998,5yrold,fast
6055,M,5.87,complete,0.2,1.0,4.359133333333333,0,0.19999999999999998,5yrold,slow
6055,M,5.87,complete,0.25,1.0,4.964766666666667,0,0.19999999999999998,5yrold,slow
6055,M,5.87,complete,0.3,1.0,4.4968,0,0.19999999999999998,5yrold,intro
6056,M,5.72,perturbed,0.1,0.8421052631578947,4.46181875,0,0.19999999999999998,5yrold,fast
6056,M,5.72,perturbed,0.15,1.0,4.216466666666666,0,0.19999999999999998,5yrold,fast
6056,M,5.72,perturbed,0.2,1.0,4.6014333333333335,0,0.19999999999999998,5yrold,slow
6056,M,5.72,perturbed,0.25,1.0,4.3546000000000005,0,0.19999999999999998,5yrold,slow
6056,M,5.72,perturbed,0.3,1.0,5.215450000000001,0,0.19999999999999998,5yrold,intro
6057,M,5.57,deleted,0.15,0.5555555555555556,6.03106,0,0.15,5yrold,fast
6057,M,5.57,deleted,0.2,0.75,5.489283333333333,0,0.15,5yrold,slow
6057,M,5.57,deleted,0.25,0.6363636363636364,5.747157142857143,0,0.15,5yrold,slow
6057,M,5.57,deleted,0.3,1.0,6.12875,0,0.15,5yrold,intro
6057,M,5.57,deleted,0.1,0.5,,1,0.15,5yrold,fast
6058,F,5.38,complete,0.1,0.8,5.1339250000000005,0,0.19999999999999998,5yrold,fast
6058,F,5.38,complete,0.15,0.7142857142857143,7.35348,0,0.19999999999999998,5yrold,fast
6058,F,5.38,complete,0.2,1.0,5.109633333333333,0,0.19999999999999998,5yrold,slow
6058,F,5.38,complete,0.25,1.0,5.492933333333333,0,0.19999999999999998,5yrold,slow
6058,F,5.38,complete,0.3,1.0,5.4425,0,0.19999999999999998,5yrold,intro
6059,M,5.77,perturbed,0.1,0.8333333333333334,4.56777,0,0.19999999999999998,5yrold,fast
6059,M,5.77,perturbed,0.15,1.0,4.052233333333334,0,0.19999999999999998,5yrold,fast
6059,M,5.77,perturbed,0.2,0.8,5.604,0,0.19999999999999998,5yrold,slow
6059,M,5.77,perturbed,0.25,0.8,5.0664,0,0.19999999999999998,5yrold,slow
6059,M,5.77,perturbed,0.3,0.6,4.7969,0,0.19999999999999998,5yrold,intro
6060,M,4.54,complete,0.1,0.8461538461538461,3.4963636363636366,0,0.19999999999999998,4yrold,fast
6060,M,4.54,complete,0.15,0.7777777777777778,7.748857142857143,0,0.19999999999999998,4yrold,fast
6060,M,4.54,complete,0.2,1.0,6.333666666666667,0,0.19999999999999998,4yrold,slow
6060,M,4.54,complete,0.25,1.0,1.3413333333333333,0,0.19999999999999998,4yrold,slow
6060,M,4.54,complete,0.3,1.0,1.55,0,0.19999999999999998,4yrold,intro
6061,F,4.52,perturbed,0.1,0.6363636363636364,6.8132,0,0.19999999999999998,4yrold,fast
6061,F,4.52,perturbed,0.15,0.75,6.439266666666666,0,0.19999999999999998,4yrold,fast
6061,F,4.52,perturbed,0.2,0.6666666666666666,6.189225,0,0.19999999999999998,4yrold,slow
6061,F,4.52,perturbed,0.25,1.0,7.097266666666667,0,0.19999999999999998,4yrold,slow
6061,F,4.52,perturbed,0.3,1.0,7.2247,0,0.19999999999999998,4yrold,intro
6062,M,4.8,deleted,0.1,0.75,5.794833333333333,0,0.19999999999999998,4yrold,fast
6062,M,4.8,deleted,0.15,0.8333333333333334,5.6608,0,0.19999999999999998,4yrold,fast
6062,M,4.8,deleted,0.2,0.7,6.015285714285715,0,0.19999999999999998,4yrold,slow
6062,M,4.8,deleted,0.25,1.0,5.605999999999999,0,0.19999999999999998,4yrold,slow
6062,M,4.8,deleted,0.3,0.6666666666666666,3.2965,0,0.19999999999999998,4yrold,intro
