Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,left,1,17.81107,0,0,0,0,1,shoe,Stim/Prac (1).jpg,phone,left,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,,,,,,,,,,,
0.3,right,1,6.952145,0,1,1,1,1,castle,Stim/Prac (2).png,car,right,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,,,,,,,,,,,
0.3,right,0,10.07732,0,2,2,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,,,,,,,,,,,
0.3,left,0,8.30622,0,3,3,2,1,balloon,Stim/Prac (3).jpg,computer,right,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,,,,,,,,,,,
0.3,right,1,6.62418,,,,,,duck,Stim/Complete/OBJ (17).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,butterfly,0.299855,0,0,0,10,1,17,Animate,1
0.3,left,1,6.34259,,,,,,chair,Stim/Complete/OBJ (12).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,toothbrush,0.300005,0,1,1,7,1,12,Inanimate,1
0.3,left,0,7.462235,,,,,,bicycle,Stim/Complete/OBJ (7).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,spoon,0.29986,0,2,2,3,1,7,Inanimate,1
0.3,right,0,6.79545,,,,,,foot,Stim/Complete/OBJ (21).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,frog,0.2998,0,3,3,14,1,21,Animate,1
0.35,left,0,7.45256,,,,,,frog,Stim/Complete/OBJ (23).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,turtle,0.29979,0,4,4,16,1,23,Animate,1
0.35,left,0,7.410085,,,,,,fork,Stim/Complete/OBJ (22).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,toothbrush,0.349635,0,5,5,15,1,22,Inanimate,1
0.35,left,1,4.39223,,,,,,flower,Stim/Complete/OBJ (20).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,kite,0.34964,0,6,6,13,1,20,Inanimate,1
0.35,right,1,4.74504,,,,,,truck,Stim/Complete/OBJ (45).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,toothbrush,0.349885,0,7,7,27,1,45,Inanimate,1
0.35,left,0,7.78381,,,,,,cat,Stim/Complete/OBJ (11).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,butterfly,0.349755,0,8,8,6,1,11,Animate,1
0.35,right,1,6.07549,,,,,,tree,Stim/Complete/OBJ (44).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,apple,0.349945,0,9,9,26,1,44,Inanimate,1
0.35,left,1,6.07327,,,,,,bird,Stim/Complete/OBJ (8).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,bear,0.349905,0,10,10,4,1,8,Animate,1
0.35,right,0,12.653855,,,,,,apple,Stim/Complete/OBJ (4).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,flower,0.3497,0,11,11,1,1,4,Inanimate,1
0.35,left,0,6.031295,,,,,,airplane,Stim/Complete/OBJ (1).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,chair,0.349765,0,12,12,0,1,1,Inanimate,1
0.35,right,1,10.840595,,,,,,hand,Stim/Complete/OBJ (25).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,duck,0.34957,0,13,13,17,1,25,Animate,1
0.35,right,1,9.404675,,,,,,cow,Stim/Complete/OBJ (14).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,bird,0.34992,0,14,14,8,1,14,Animate,1
0.35,right,0,9.631085,,,,,,dog,Stim/Complete/OBJ (16).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,duck,0.34951,0,15,15,9,1,16,Animate,1
0.35,left,0,6.04111,,,,,,lamp,Stim/Complete/OBJ (31).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,toothbrush,0.34976,0,16,16,21,1,31,Inanimate,1
0.35,right,0,9.483655,,,,,,butterfly,Stim/Complete/OBJ (10).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,turtle,0.34993,0,17,17,5,1,10,Animate,1
0.35,left,0,7.7579,,,,,,squirrel,Stim/Complete/OBJ (42).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,bear,0.349845,0,18,18,25,1,42,Animate,1
0.35,left,0,10.23217,,,,,,fish,Stim/Complete/OBJ (19).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,elephant,0.349895,0,19,19,12,1,19,Animate,1
0.35,right,1,7.28031,,,,,,spoon,Stim/Complete/OBJ (41).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,chair,0.349805,0,20,20,24,1,41,Inanimate,1
0.35,left,1,5.429485,,,,,,kite,Stim/Complete/OBJ (30).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,scissors,0.348885,0,21,21,20,1,30,Inanimate,1
0.3,right,1,5.30016,,,,,,rabbit,Stim/Complete/OBJ (38).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,mouse,0.350295,0,22,22,23,1,38,Animate,1
0.3,right,0,6.5257,,,,,,key,Stim/Complete/OBJ (29).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,leaf,0.29965,0,23,23,19,1,29,Inanimate,1
0.3,right,0,8.061065,,,,,,elephant,Stim/Complete/OBJ (18).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,frog,0.29978,0,24,24,11,1,18,Animate,1
0.3,right,1,4.67131,,,,,,bear,Stim/Complete/OBJ (6).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,duck,0.29961,0,25,25,2,1,6,Animate,1
0.3,right,1,7.860545,,,,,,guitar,Stim/Complete/OBJ (27).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,apple,0.299055,0,26,26,18,1,27,Inanimate,1
0.25,right,1,3.366805,,,,,,leaf,Stim/Complete/OBJ (32).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,bicycle,0.29967,0,27,27,22,1,32,Inanimate,1
0.25,left,0,8.333965,,,,,,umbrella,Stim/Complete/OBJ (47).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,right,lamp,0.249915,0,28,28,29,1,47,Inanimate,1
0.25,left,1,4.8986,,,,,,turtle,Stim/Complete/OBJ (46).png,,,6018,2021-04-05_16h38.15.994,KorNet_kid_complete,2020.2.4,Win32,60,6018,left,elephant,0.24953,0,29,29,28,1,46,Animate,1
