Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,left,1,7.86279,0,0,0,0,1,shoe,Stim/Prac (1).jpg,phone,left,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,,,,,,,,,,,
0.3,left,1,5.48476,0,1,1,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,,,,,,,,,,,
0.25,right,1,5.21045,0,2,2,1,1,castle,Stim/Prac (2).png,car,right,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,,,,,,,,,,,
0.25,right,1,5.11347,0,3,3,2,1,balloon,Stim/Prac (3).jpg,computer,right,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,,,,,,,,,,,
0.3,left,1,6.315905,,,,,,butterfly,Stim/Complete/OBJ (10).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,turtle,0.299795,0,0,0,5,1,10,Animate,1
0.3,right,1,9.536405,,,,,,elephant,Stim/Complete/OBJ (18).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,right,kangaroo,0.30109,0,1,1,11,1,18,Animate,1
0.25,left,1,5.06938,,,,,,spoon,Stim/Complete/OBJ (41).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,apple,0.299095,0,2,2,24,1,41,Inanimate,1
0.25,left,1,5.994895,,,,,,frog,Stim/Complete/OBJ (23).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,kangaroo,0.25068,0,3,3,16,1,23,Animate,1
0.25,left,1,5.064865,,,,,,tree,Stim/Complete/OBJ (44).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,spoon,0.249345,0,4,4,26,1,44,Inanimate,1
0.2,left,1,4.961345,,,,,,bear,Stim/Complete/OBJ (6).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,turtle,0.24959,0,5,5,2,1,6,Animate,1
0.2,right,1,5.27934,,,,,,dog,Stim/Complete/OBJ (16).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,right,fish,0.19972,0,6,6,9,1,16,Animate,1
0.2,left,1,5.26078,,,,,,lamp,Stim/Complete/OBJ (31).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,fork,0.20013,0,7,7,21,1,31,Inanimate,1
0.15,left,1,4.950715,,,,,,kite,Stim/Complete/OBJ (30).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,toothbrush,0.199165,0,8,8,20,1,30,Inanimate,1
0.15,left,1,4.99323,,,,,,truck,Stim/Complete/OBJ (45).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,glasses,0.14963,0,9,9,27,1,45,Inanimate,1
0.15,right,1,4.61029,,,,,,duck,Stim/Complete/OBJ (17).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,right,cat,0.15088,0,10,10,10,1,17,Animate,1
0.15,right,0,91.9426,,,,,,leaf,Stim/Complete/OBJ (32).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,spoon,0.149965,0,11,11,22,1,32,Inanimate,1
0.15,left,1,5.90411,,,,,,umbrella,Stim/Complete/OBJ (47).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,spoon,0.149725,0,12,12,29,1,47,Inanimate,1
0.15,left,1,5.6313,,,,,,fork,Stim/Complete/OBJ (22).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,umbrella,0.149445,0,13,13,15,1,22,Inanimate,1
0.1,left,1,5.306905,,,,,,cow,Stim/Complete/OBJ (14).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,penguin,0.14838,0,14,14,8,1,14,Animate,1
0.1,left,1,6.094815,,,,,,airplane,Stim/Complete/OBJ (1).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,glasses,0.099335,0,15,15,0,1,1,Inanimate,1
0.1,left,1,6.064975,,,,,,foot,Stim/Complete/OBJ (21).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,cat,0.100005,0,16,16,14,1,21,Animate,1
0.1,left,1,6.280765,,,,,,bird,Stim/Complete/OBJ (8).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,penguin,0.100415,0,17,17,4,1,8,Animate,1
0.1,left,1,5.14853,,,,,,rabbit,Stim/Complete/OBJ (38).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,frog,0.0999,0,18,18,23,1,38,Animate,1
0.1,right,1,5.412435,,,,,,cat,Stim/Complete/OBJ (11).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,right,rabbit,0.09958,0,19,19,6,1,11,Animate,1
0.1,left,1,5.38354,,,,,,guitar,Stim/Complete/OBJ (27).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,spoon,0.09947,0,20,20,18,1,27,Inanimate,1
0.1,left,1,4.99457,,,,,,hand,Stim/Complete/OBJ (25).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,cow,0.100955,0,21,21,17,1,25,Animate,1
0.1,right,1,5.21732,,,,,,apple,Stim/Complete/OBJ (4).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,right,spoon,0.10124,0,22,22,1,1,4,Inanimate,1
0.1,right,1,5.401845,,,,,,fish,Stim/Complete/OBJ (19).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,right,elephant,0.100565,0,23,23,12,1,19,Animate,1
0.1,right,1,5.471315,,,,,,flower,Stim/Complete/OBJ (20).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,right,tree,0.09994,0,24,24,13,1,20,Inanimate,1
0.1,left,1,7.06072,,,,,,squirrel,Stim/Complete/OBJ (42).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,ant,0.10051,0,25,25,25,1,42,Animate,1
0.1,right,1,4.685165,,,,,,bicycle,Stim/Complete/OBJ (7).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,right,kite,0.09911,0,26,26,3,1,7,Inanimate,1
0.1,left,1,4.37552,,,,,,chair,Stim/Complete/OBJ (12).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,left,fork,0.10082,0,27,27,7,1,12,Inanimate,1
0.1,right,1,4.377675,,,,,,turtle,Stim/Complete/OBJ (46).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,right,hand,0.100005,0,28,28,28,1,46,Animate,1
0.1,left,0,10.413895,,,,,,key,Stim/Complete/OBJ (29).png,,,6021,2021-05-24_10h18.21.798,KorNet_kid_complete,2020.2.4,MacIntel,60,6021,right,watch,0.09996,0,29,29,19,1,29,Inanimate,1
