Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.15,right,1,101.967,,,,,,squirrel,Stim/Complete/OBJ (42).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,frog,0.2,0,9,9,25,1,42,Animate,1
0.15,right,1,9.844,,,,,,lamp,Stim/Complete/OBJ (31).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,apple,0.141,0,10,10,21,1,31,Inanimate,1
0.15,left,1,7.105,,,,,,key,Stim/Complete/OBJ (29).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,left,fork,0.167,0,11,11,19,1,29,Inanimate,1
0.1,left,1,6.66,,,,,,bear,Stim/Complete/OBJ (6).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,left,cat,0.14,0,12,12,2,1,6,Animate,1
0.1,right,1,7.527,,,,,,flower,Stim/Complete/OBJ (20).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,guitar,0.1,0,13,13,13,1,20,Inanimate,1
0.1,right,0,62.638,,,,,,airplane,Stim/Complete/OBJ (1).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,left,bicycle,0.11,0,14,14,0,1,1,Inanimate,1
0.1,right,1,7.51,,,,,,turtle,Stim/Complete/OBJ (46).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,duck,0.11,0,15,15,28,1,46,Animate,1
0.1,left,0,8.779,,,,,,bicycle,Stim/Complete/OBJ (7).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,umbrella,0.101,0,16,16,3,1,7,Inanimate,1
0.1,left,0,22.747,,,,,,dog,Stim/Complete/OBJ (16).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,rabbit,0.134,0,17,17,9,1,16,Animate,1
0.15,left,0,35.022,,,,,,butterfly,Stim/Complete/OBJ (10).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,bird,0.1,0,18,18,5,1,10,Animate,1
0.15,left,1,6.051,,,,,,truck,Stim/Complete/OBJ (45).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,left,key,0.15,0,19,19,27,1,45,Inanimate,1
0.15,right,1,5.968,,,,,,rabbit,Stim/Complete/OBJ (38).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,dog,0.151,0,20,20,23,1,38,Animate,1
0.15,left,0,29.637,,,,,,cat,Stim/Complete/OBJ (11).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,turtle,0.153,0,21,21,6,1,11,Animate,1
0.15,right,1,6.217,,,,,,umbrella,Stim/Complete/OBJ (47).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,key,0.145,0,22,22,29,1,47,Inanimate,1
0.15,left,1,6.21,,,,,,foot,Stim/Complete/OBJ (21).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,left,squirrel,0.15,0,23,23,14,1,21,Animate,1
0.1,left,1,30.225,,,,,,fish,Stim/Complete/OBJ (19).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,left,deer,0.154,0,24,24,12,1,19,Animate,1
0.1,left,1,73.676,,,,,,elephant,Stim/Complete/OBJ (18).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,left,kangaroo,0.1,0,25,25,11,1,18,Animate,1
0.1,left,0,22.342,,,,,,guitar,Stim/Complete/OBJ (27).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,key,0.095,0,26,26,18,1,27,Inanimate,1
0.1,right,1,8.626,,,,,,tree,Stim/Complete/OBJ (44).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,watch,0.104,0,27,27,26,1,44,Inanimate,1
0.1,right,1,7.858,,,,,,chair,Stim/Complete/OBJ (12).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,bicycle,0.098,0,28,28,7,1,12,Inanimate,1
0.1,right,1,7.877,,,,,,cow,Stim/Complete/OBJ (14).png,,,6030,2021-04-16_10h37.23.589,KorNet_kid_complete,2020.2.4,Win32,60,6030,right,mouse,0.09,0,29,29,8,1,14,Animate,1
